"lang"
{
"Language"	"swedish"
"Tokens"
{
"addon_game_name"	"Overthrow"
"[english]addon_game_name"	"Overthrow"
"DOTA_Tooltip_modifier_get_xp"	"Gyllene aura"
"[english]DOTA_Tooltip_modifier_get_xp"	"Golden Aura"
"DOTA_Tooltip_modifier_get_xp_Description"	"Får mer guld och erfarenhet!"
"[english]DOTA_Tooltip_modifier_get_xp_Description"	"Gaining more gold and experience!"
"DOTA_Tooltip_modifier_get_xp_global"	"Global aura"
"[english]DOTA_Tooltip_modifier_get_xp_global"	"Global Aura"
"DOTA_Tooltip_modifier_get_xp_global_Description"	"Får guld och erfarenhet"
"[english]DOTA_Tooltip_modifier_get_xp_global_Description"	"Gaining gold and experience"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"Fontänaura"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"Fountain Aura"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"Helar"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"Healing"
"DOTA_Tooltip_ability_item_bag_of_gold"	"300 guld"
"[english]DOTA_Tooltip_ability_item_bag_of_gold"	"300 Gold"
"DOTA_Tooltip_ability_item_treasure_chest"	"Skattkista"
"[english]DOTA_Tooltip_ability_item_treasure_chest"	"Treasure Chest"
"PointsToWin"	"+{d:points_to_win} till"
"[english]PointsToWin"	"+{d:points_to_win} more"
"PointsToWin_CloseToVictory"	"+{d:points_to_win} till"
"[english]PointsToWin_CloseToVictory"	"+{d:points_to_win} more"
"PointsToWin_VeryCloseToVictory"	"+{d:points_to_win} till!"
"[english]PointsToWin_VeryCloseToVictory"	"+{d:points_to_win} more!"
"PointsToWin_Victory"	"Seger!"
"[english]PointsToWin_Victory"	"Victory!"
"InstructionsTitle"	"OVERTHROW"
"[english]InstructionsTitle"	"OVERTHROW"
"InstructionsObjective"	"MÅL"
"[english]InstructionsObjective"	"OBJECTIVE"
"InstructionsObjectiveText"	"Dräp era fiender! Laget som först uppnår målantalet dödade när omgången avslutas, segrar."
"[english]InstructionsObjectiveText"	"Slay your enemies! Be the first to earn the goal number of kills, or the team with the most kills when the round ends, and you will be victorious."
"InstructionsHowToPlay"	"HUR MAN SPELAR"
"[english]InstructionsHowToPlay"	"HOW TO PLAY"
"InstructionsLines"	"-Närma dig Midastronen för att tjäna extra guld och erfarenhet.<br>
-Plocka upp de gigantiska mynten som Överbossen kastar ut för att tjäna ännu mer guld.<br>
-Håll utkik efter föremålsleveranser. En ikon på kartan kommer visa vart ett föremål kommer levereras.<br>
-Ju färre ens lag har dödat, desto bättre föremål får man från en leverans.<br>
-Döda alla som inte tillhör ditt lag."
"[english]InstructionsLines"	"-Approach the Midas Throne to earn bonus gold and experience.<br>
													-Snatch up any giant coins the Over Boss tosses to earn even more gold.<br>
													-Keep an eye out for item deliveries. An icon will appear on your map where an item will appear.<br>
													-The fewer kills your team has, the better the item you will receive from a delivery.<br>
													-Slay anyone who isn't on your team."
"Chest"	"ETT FÖREMÅL"
"[english]Chest"	"ITEM"
"ItemWillSpawn"	"ÄR PÅ VÄG ATT LEVERERAS!"
"[english]ItemWillSpawn"	"IS ABOUT TO BE DELIVERED!"
"ItemHasSpawned"	"ÄR PÅ INGÅNG!"
"[english]ItemHasSpawned"	"IS ON ITS WAY!"
"Unassigned"	"Ej tilldelat lag"
"[english]Unassigned"	"Unassigned Team"
"Spectator"	"Åskådarlag"
"[english]Spectator"	"Spectator Team"
"Neutrals"	"Neutralt lag"
"[english]Neutrals"	"Neutral Team"
"NoTeam"	"Inget lag"
"[english]NoTeam"	"No Team"
"DOTA_GoodGuys"	"Teal Tiger"
"[english]DOTA_GoodGuys"	"Teal Tiger"
"DOTA_BadGuys"	"Gul Apa"
"[english]DOTA_BadGuys"	"Yellow Monkey"
"DOTA_Custom1"	"Rosa Drake"
"[english]DOTA_Custom1"	"Pink Dragon"
"DOTA_Custom2"	"Orange Hund"
"[english]DOTA_Custom2"	"Orange Dog"
"DOTA_Custom3"	"Blå Tupp"
"[english]DOTA_Custom3"	"Blue Rooster"
"DOTA_Custom4"	"Grön Bock"
"[english]DOTA_Custom4"	"Green Ram"
"DOTA_Custom5"	"Brun Råtta"
"[english]DOTA_Custom5"	"Brown Rat"
"DOTA_Custom6"	"Turkos Vildsvin"
"[english]DOTA_Custom6"	"Cyan Boar"
"DOTA_Custom7"	"Olivgrön Orm"
"[english]DOTA_Custom7"	"Olive Snake"
"DOTA_Custom8"	"Lila Häst"
"[english]DOTA_Custom8"	"Purple Horse"
"OverthrowTextPickup"	"HAR PLOCKAT UPP"
"[english]OverthrowTextPickup"	"HAS PICKED UP"
"Remaining"	"ÅTERSTÅR"
"[english]Remaining"	"REMAINING"
"Overtime"	"ÖVERTID!"
"[english]Overtime"	"OVERTIME!"
"OvertimeInstructions"	"POÄNG FÖR VINST"
"[english]OvertimeInstructions"	"SCORE TO WIN"
"KillMessageText"	"HAR DÖDAT LEDAREN"
"[english]KillMessageText"	"HAS KILLED THE LEADER"
"KillMessageBounty"	"FÖR 500 BONUSGULD!"
"[english]KillMessageBounty"	"FOR 500 BONUS GOLD!"
"addonname"	"Overthrow"
"[english]addonname"	"Overthrow"
"overthrow_game_info_header_objective"	"Mål:"
"[english]overthrow_game_info_header_objective"	"Objective:"
"overthrow_brief_description"	"Dräp era fiender! Första laget som uppnår målantalet dödade, vinner!"
"[english]overthrow_brief_description"	"Slay your enemies! First team to hit the kill limit wins!"
"overthrow_game_info_header_how_to_play"	"Hur man spelar:"
"[english]overthrow_game_info_header_how_to_play"	"How To Play:"
"overthrow_game_info_throne"	"Närma <span class='midas_throne'>Midastronen</span> för att tjäna extra <span class='gold'>guld</span> och <span class='xp'>erfarenhet</span>."
"[english]overthrow_game_info_throne"	"Approach the <span class='midas_throne'>Midas Throne</span> to earn bonus <span class='gold'>gold</span> and <span class='xp'>experience</span>."
"overthrow_game_info_coins"	"Plocka upp mynten som <span class='overboss'>Överbossen</span> kastar för att tjäna mer <span class='gold'>guld</span>."
"[english]overthrow_game_info_coins"	"Snatch up coins the <span class='overboss'>Overboss</span> tosses to earn more <span class='gold'>gold</span>."
"overthrow_game_info_items"	"Håll utkik efter <span class='treasure'>skatt</span>leveranser. En ikon kommer visa vart på kartan ett <span class='items'>föremål</span> kommer dyka upp."
"[english]overthrow_game_info_items"	"Keep an eye out for <span class='treasure'>treasure</span> deliveries. An icon will appear on your map where an <span class='items'>item</span> will appear."
"overthrow_game_info_tips_header"	"Tips:"
"[english]overthrow_game_info_tips_header"	"Tips:"
"overthrow_game_info_tip01"	"Den nuvarande ledaren har en guldkrona, och man får extra guld för att döda denne."
"[english]overthrow_game_info_tip01"	"The current leader has a gold crown, and you will get extra gold for killing them."
"overthrow_game_info_tip02"	"Föremål kan ges till lagkamrater eller säljas i basen."
"[english]overthrow_game_info_tip02"	"Items can be given to teammates or sold at your base."
"overthrow_game_info_tip03"	"Man kan behöva samarbeta med ett fiendelag för att handskas med en stark motståndare."
"[english]overthrow_game_info_tip03"	"You may need to coordinate with an opposing team to take out a strong opponent."
"overthrow_game_info_tip04"	"Ju mindre antal dödade ens lag har, desto starkare föremål får man från en leverans."
"[english]overthrow_game_info_tip04"	"The fewer kills your team has, the stronger items you will recieve from a delivery."
"npc_dota_hero_bounty_hunter"	"Bounty Hunter (Modifierad)"
"[english]npc_dota_hero_bounty_hunter"	"Bounty Hunter (Modified)"
"npc_dota_hero_broodmother"	"Broodmother (Modifierad)"
"[english]npc_dota_hero_broodmother"	"Broodmother (Modified)"
"npc_dota_hero_necrolyte"	"Necrophos (Modifierad)"
"[english]npc_dota_hero_necrolyte"	"Necrophos (Modified)"
"npc_dota_hero_riki"	"Riki (Modifierad)"
"[english]npc_dota_hero_riki"	"Riki (Modified)"
"npc_dota_hero_silencer"	"Silencer (Modifierad)"
"[english]npc_dota_hero_silencer"	"Silencer (Modified)"
"npc_dota_hero_zuus"	"Zeus (Modifierad)"
"[english]npc_dota_hero_zuus"	"Zeus (Modified)"
"npc_dota_hero_pudge"	"Pudge (Modifierad)"
"[english]npc_dota_hero_pudge"	"Pudge (Modified)"
"DOTA_Tooltip_Ability_item_ward_sentry"	"Sentry Ward (Modifierad)"
"[english]DOTA_Tooltip_Ability_item_ward_sentry"	"Sentry Ward (Modified)"
"DOTA_Tooltip_Ability_item_dust"	"Dust of Appearance (Modifierad)"
"[english]DOTA_Tooltip_Ability_item_dust"	"Dust of Appearance (Modified)"
