"lang"
{
"Language"	"ukrainian"
"Tokens"
{
"addon_game_name"	"Overthrow"
"[english]addon_game_name"	"Overthrow"
"DOTA_Tooltip_modifier_get_xp"	"Золота аура"
"[english]DOTA_Tooltip_modifier_get_xp"	"Golden Aura"
"DOTA_Tooltip_modifier_get_xp_Description"	"Отримуєте більше золота та досвіду!"
"[english]DOTA_Tooltip_modifier_get_xp_Description"	"Gaining more gold and experience!"
"DOTA_Tooltip_modifier_get_xp_global"	"Глобальна аура"
"[english]DOTA_Tooltip_modifier_get_xp_global"	"Global Aura"
"DOTA_Tooltip_modifier_get_xp_global_Description"	"Отримуєте золото та досвід"
"[english]DOTA_Tooltip_modifier_get_xp_global_Description"	"Gaining gold and experience"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"Аура фонтану"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"Fountain Aura"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"Лікування"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"Healing"
"DOTA_Tooltip_ability_item_bag_of_gold"	"300 золота"
"[english]DOTA_Tooltip_ability_item_bag_of_gold"	"300 Gold"
"DOTA_Tooltip_ability_item_treasure_chest"	"Скарбниця"
"[english]DOTA_Tooltip_ability_item_treasure_chest"	"Treasure Chest"
"PointsToWin"	"ще +{d:points_to_win}"
"[english]PointsToWin"	"+{d:points_to_win} more"
"PointsToWin_CloseToVictory"	"ще +{d:points_to_win}"
"[english]PointsToWin_CloseToVictory"	"+{d:points_to_win} more"
"PointsToWin_VeryCloseToVictory"	"ще +{d:points_to_win}!"
"[english]PointsToWin_VeryCloseToVictory"	"+{d:points_to_win} more!"
"PointsToWin_Victory"	"Перемога!"
"[english]PointsToWin_Victory"	"Victory!"
"InstructionsTitle"	"OVERTHROW"
"[english]InstructionsTitle"	"OVERTHROW"
"InstructionsObjective"	"ЗАВДАННЯ"
"[english]InstructionsObjective"	"OBJECTIVE"
"InstructionsObjectiveText"	"Перемагайте своїх ворогів! Будьте першим, хто здійснить необхідну кількість вбивств, або командою, яка до кінця раунду матиме найбільше вбивств, і ви переможете!"
"[english]InstructionsObjectiveText"	"Slay your enemies! Be the first to earn the goal number of kills, or the team with the most kills when the round ends, and you will be victorious."
"InstructionsHowToPlay"	"ЯК ГРАТИ"
"[english]InstructionsHowToPlay"	"HOW TO PLAY"
"InstructionsLines"	"— Підійдіть до Трону Мідаса, щоб заробити додаткове золото та досвід.<br>
— Ловіть велетенські золоті монети, якими розкидається Володар Пагорба, і заробіть ще бльше золота.<br>
— Будьте напоготові приймати доставку. На вашій мапі з’явиться іконка у місці, куди доставиться предмет.<br>
— Що менше вбивств зробила ваша команда, то кращі речі ви отримаєте з доставки.<br>
— Вбивай будь-кого, хто не у твоїй команді."
"[english]InstructionsLines"	"-Approach the Midas Throne to earn bonus gold and experience.<br>
													-Snatch up any giant coins the Over Boss tosses to earn even more gold.<br>
													-Keep an eye out for item deliveries. An icon will appear on your map where an item will appear.<br>
													-The fewer kills your team has, the better the item you will receive from a delivery.<br>
													-Slay anyone who isn't on your team."
"Chest"	"ПРЕДМЕТ"
"[english]Chest"	"ITEM"
"ItemWillSpawn"	"СКОРО ДОСТАВЛЯТЬ!"
"[english]ItemWillSpawn"	"IS ABOUT TO BE DELIVERED!"
"ItemHasSpawned"	"В ДОРОЗІ!"
"[english]ItemHasSpawned"	"IS ON ITS WAY!"
"Unassigned"	"Невизначені команди"
"[english]Unassigned"	"Unassigned Team"
"Spectator"	"Команда глядачів"
"[english]Spectator"	"Spectator Team"
"Neutrals"	"Нейтральна команда"
"[english]Neutrals"	"Neutral Team"
"NoTeam"	"Без команди"
"[english]NoTeam"	"No Team"
"DOTA_GoodGuys"	"Бірюзовий тигр"
"[english]DOTA_GoodGuys"	"Teal Tiger"
"DOTA_BadGuys"	"Жовта мавпа"
"[english]DOTA_BadGuys"	"Yellow Monkey"
"DOTA_Custom1"	"Рожевий дракон"
"[english]DOTA_Custom1"	"Pink Dragon"
"DOTA_Custom2"	"Помаранчевий пес"
"[english]DOTA_Custom2"	"Orange Dog"
"DOTA_Custom3"	"Синій півень"
"[english]DOTA_Custom3"	"Blue Rooster"
"DOTA_Custom4"	"Зелений баран"
"[english]DOTA_Custom4"	"Green Ram"
"DOTA_Custom5"	"Коричневий щур"
"[english]DOTA_Custom5"	"Brown Rat"
"DOTA_Custom6"	"Блакитний кабан"
"[english]DOTA_Custom6"	"Cyan Boar"
"DOTA_Custom7"	"Оливкова змія"
"[english]DOTA_Custom7"	"Olive Snake"
"DOTA_Custom8"	"Фіолетовий кінь"
"[english]DOTA_Custom8"	"Purple Horse"
"OverthrowTextPickup"	"ОТРИМАВ"
"[english]OverthrowTextPickup"	"HAS PICKED UP"
"Remaining"	"ЗАЛИШИЛОСЬ"
"[english]Remaining"	"REMAINING"
"Overtime"	"ДОДАТКОВИЙ ЧАС!"
"[english]Overtime"	"OVERTIME!"
"OvertimeInstructions"	"ВБИВАЙТЕ АБИ ПЕРЕМОГТИ"
"[english]OvertimeInstructions"	"SCORE TO WIN"
"KillMessageText"	"УБИВ ЛІДЕРА"
"[english]KillMessageText"	"HAS KILLED THE LEADER"
"KillMessageBounty"	"І ОТРИМАВ 500 ЗОЛОТА!"
"[english]KillMessageBounty"	"FOR 500 BONUS GOLD!"
"addonname"	"Overthrow"
"[english]addonname"	"Overthrow"
"overthrow_game_info_header_objective"	"Мета:"
"[english]overthrow_game_info_header_objective"	"Objective:"
"overthrow_brief_description"	"Знищіть ваших ворогів! Перший, хто набере достатньо вбивств, переможе!"
"[english]overthrow_brief_description"	"Slay your enemies! First team to hit the kill limit wins!"
"overthrow_game_info_header_how_to_play"	"Як грати:"
"[english]overthrow_game_info_header_how_to_play"	"How To Play:"
"overthrow_game_info_throne"	"Перебування поруч з <span class='midas_throne'>Троном Мідаса</span> надає додаткове <span class='gold'>золото</span> і <span class='xp'>досвід</span>."
"[english]overthrow_game_info_throne"	"Approach the <span class='midas_throne'>Midas Throne</span> to earn bonus <span class='gold'>gold</span> and <span class='xp'>experience</span>."
"overthrow_game_info_coins"	"Хапайте монети в <span class='overboss'>центрі мапи</span>, щоб отримати ще більше <span class='gold'>золота</span>."
"[english]overthrow_game_info_coins"	"Snatch up coins the <span class='overboss'>Overboss</span> tosses to earn more <span class='gold'>gold</span>."
"overthrow_game_info_items"	"Слідкуйте за поставками <span class='treasure'>скарбниць</span>. На місці поставки <span class='items'>предмета</span> з’явиться іконка."
"[english]overthrow_game_info_items"	"Keep an eye out for <span class='treasure'>treasure</span> deliveries. An icon will appear on your map where an <span class='items'>item</span> will appear."
"overthrow_game_info_tips_header"	"Поради:"
"[english]overthrow_game_info_tips_header"	"Tips:"
"overthrow_game_info_tip01"	"Поточний лідер має золоту корону, тож ви отримаєте додаткове золото за його вбивство."
"[english]overthrow_game_info_tip01"	"The current leader has a gold crown, and you will get extra gold for killing them."
"overthrow_game_info_tip02"	"Предмети можуть бути передані союзнику чи продані на базі."
"[english]overthrow_game_info_tip02"	"Items can be given to teammates or sold at your base."
"overthrow_game_info_tip03"	"Можливо, щоб убити сильного ворога, доведеться діяти спільно з іншими супротивниками."
"[english]overthrow_game_info_tip03"	"You may need to coordinate with an opposing team to take out a strong opponent."
"overthrow_game_info_tip04"	"Чим менше вбивств має ваша команда, тим сильніші предмети ви отримаєте з доставки."
"[english]overthrow_game_info_tip04"	"The fewer kills your team has, the stronger items you will recieve from a delivery."
"npc_dota_hero_bounty_hunter"	"Bounty Hunter (модифікований)"
"[english]npc_dota_hero_bounty_hunter"	"Bounty Hunter (Modified)"
"npc_dota_hero_broodmother"	"Broodmother (модифікована)"
"[english]npc_dota_hero_broodmother"	"Broodmother (Modified)"
"npc_dota_hero_necrolyte"	"Necrophos (модифікований)"
"[english]npc_dota_hero_necrolyte"	"Necrophos (Modified)"
"npc_dota_hero_riki"	"Riki (модифікований)"
"[english]npc_dota_hero_riki"	"Riki (Modified)"
"npc_dota_hero_silencer"	"Silencer (модифікований)"
"[english]npc_dota_hero_silencer"	"Silencer (Modified)"
"npc_dota_hero_zuus"	"Zeus (модифікований)"
"[english]npc_dota_hero_zuus"	"Zeus (Modified)"
"npc_dota_hero_pudge"	"Pudge (модифікований)"
"[english]npc_dota_hero_pudge"	"Pudge (Modified)"
"DOTA_Tooltip_Ability_item_ward_sentry"	"Sentry Ward (модифікований)"
"[english]DOTA_Tooltip_Ability_item_ward_sentry"	"Sentry Ward (Modified)"
"DOTA_Tooltip_Ability_item_dust"	"Dust of Appearance (модифікований)"
"[english]DOTA_Tooltip_Ability_item_dust"	"Dust of Appearance (Modified)"
