"lang"
{
"Language"	"korean"
"Tokens"
{
"addon_game_name"	"타도"
"[english]addon_game_name"	"Overthrow"
"DOTA_Tooltip_modifier_get_xp"	"황금 오라"
"[english]DOTA_Tooltip_modifier_get_xp"	"Golden Aura"
"DOTA_Tooltip_modifier_get_xp_Description"	"더 많은 골드와 경험치를 획득하는 중!"
"[english]DOTA_Tooltip_modifier_get_xp_Description"	"Gaining more gold and experience!"
"DOTA_Tooltip_modifier_get_xp_global"	"광역 오라"
"[english]DOTA_Tooltip_modifier_get_xp_global"	"Global Aura"
"DOTA_Tooltip_modifier_get_xp_global_Description"	"골드와 경험치 획득 중"
"[english]DOTA_Tooltip_modifier_get_xp_global_Description"	"Gaining gold and experience"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"분수 오라"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua"	"Fountain Aura"
"DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"치유 중"
"[english]DOTA_Tooltip_modifier_fountain_aura_effect_lua_Description"	"Healing"
"DOTA_Tooltip_ability_item_bag_of_gold"	"300 골드"
"[english]DOTA_Tooltip_ability_item_bag_of_gold"	"300 Gold"
"DOTA_Tooltip_ability_item_treasure_chest"	"보물 상자"
"[english]DOTA_Tooltip_ability_item_treasure_chest"	"Treasure Chest"
"PointsToWin"	"+{d:points_to_win}점 더"
"[english]PointsToWin"	"+{d:points_to_win} more"
"PointsToWin_CloseToVictory"	"+{d:points_to_win}점 더"
"[english]PointsToWin_CloseToVictory"	"+{d:points_to_win} more"
"PointsToWin_VeryCloseToVictory"	"+{d:points_to_win}점 더!"
"[english]PointsToWin_VeryCloseToVictory"	"+{d:points_to_win} more!"
"PointsToWin_Victory"	"승리!"
"[english]PointsToWin_Victory"	"Victory!"
"InstructionsTitle"	"타도"
"[english]InstructionsTitle"	"OVERTHROW"
"InstructionsObjective"	"목표"
"[english]InstructionsObjective"	"OBJECTIVE"
"InstructionsObjectiveText"	"적을 섬멸하세요! 가장 먼저 목표 횟수만큼 처치하거나 라운드가 종료될 때 팀으로 최다 처치를 기록하면 승리를 거둡니다."
"[english]InstructionsObjectiveText"	"Slay your enemies! Be the first to earn the goal number of kills, or the team with the most kills when the round ends, and you will be victorious."
"InstructionsHowToPlay"	"플레이 방법"
"[english]InstructionsHowToPlay"	"HOW TO PLAY"
"InstructionsLines"	"- 미다스 왕좌에 가까이 가서 보너스 골드와 경험치를 획득하세요.<br>
- 과대 우두머리가 던지는 거대 동전을 낚아채 더 많은 골드를 획득하세요.<br>
- 배달되는 아이템을 계속 지켜보세요. 아이템이 나타나는 위치가 지도 위에 아이콘으로 표시됩니다.<br>
- 팀의 처치 수가 적을수록, 더 좋은 아이템을 배달받습니다.<br>
- 같은 팀이 아니면 모두 처치하세요."
"[english]InstructionsLines"	"-Approach the Midas Throne to earn bonus gold and experience.<br>
													-Snatch up any giant coins the Over Boss tosses to earn even more gold.<br>
													-Keep an eye out for item deliveries. An icon will appear on your map where an item will appear.<br>
													-The fewer kills your team has, the better the item you will receive from a delivery.<br>
													-Slay anyone who isn't on your team."
"Chest"	"아이템이"
"[english]Chest"	"ITEM"
"ItemWillSpawn"	"배달될 예정입니다!"
"[english]ItemWillSpawn"	"IS ABOUT TO BE DELIVERED!"
"ItemHasSpawned"	"배달 중입니다!"
"[english]ItemHasSpawned"	"IS ON ITS WAY!"
"Unassigned"	"미지정 팀"
"[english]Unassigned"	"Unassigned Team"
"Spectator"	"관전자 팀"
"[english]Spectator"	"Spectator Team"
"Neutrals"	"중립 팀"
"[english]Neutrals"	"Neutral Team"
"NoTeam"	"팀 없음"
"[english]NoTeam"	"No Team"
"DOTA_GoodGuys"	"청록색 호랑이"
"[english]DOTA_GoodGuys"	"Teal Tiger"
"DOTA_BadGuys"	"노란색 원숭이"
"[english]DOTA_BadGuys"	"Yellow Monkey"
"DOTA_Custom1"	"분홍색 용"
"[english]DOTA_Custom1"	"Pink Dragon"
"DOTA_Custom2"	"주황색 개"
"[english]DOTA_Custom2"	"Orange Dog"
"DOTA_Custom3"	"파란색 수탉"
"[english]DOTA_Custom3"	"Blue Rooster"
"DOTA_Custom4"	"초록색 양"
"[english]DOTA_Custom4"	"Green Ram"
"DOTA_Custom5"	"갈색 쥐"
"[english]DOTA_Custom5"	"Brown Rat"
"DOTA_Custom6"	"하늘색 멧돼지"
"[english]DOTA_Custom6"	"Cyan Boar"
"DOTA_Custom7"	"황록색 뱀"
"[english]DOTA_Custom7"	"Olive Snake"
"DOTA_Custom8"	"보라색 말"
"[english]DOTA_Custom8"	"Purple Horse"
"OverthrowTextPickup"	"획득한 아이템:"
"[english]OverthrowTextPickup"	"HAS PICKED UP"
"Remaining"	"남음"
"[english]Remaining"	"REMAINING"
"Overtime"	"시간 초과!"
"[english]Overtime"	"OVERTIME!"
"OvertimeInstructions"	"승리까지 필요 점수"
"[english]OvertimeInstructions"	"SCORE TO WIN"
"KillMessageText"	"선두를 처치하여"
"[english]KillMessageText"	"HAS KILLED THE LEADER"
"KillMessageBounty"	"보너스 500골드를 획득했습니다!"
"[english]KillMessageBounty"	"FOR 500 BONUS GOLD!"
"addonname"	"타도"
"[english]addonname"	"Overthrow"
"overthrow_game_info_header_objective"	"목표:"
"[english]overthrow_game_info_header_objective"	"Objective:"
"overthrow_brief_description"	"적을 모조리 쓸어버리세요! 처치 한도를 가장 먼저 달성한 팀이 승리합니다!"
"[english]overthrow_brief_description"	"Slay your enemies! First team to hit the kill limit wins!"
"overthrow_game_info_header_how_to_play"	"플레이 방법:"
"[english]overthrow_game_info_header_how_to_play"	"How To Play:"
"overthrow_game_info_throne"	"<span class='midas_throne'>미다스 왕좌</span>에 가까이 가서 보너스 <span class='gold'>골드</span>와 <span class='xp'>경험치</span>를 획득하세요."
"[english]overthrow_game_info_throne"	"Approach the <span class='midas_throne'>Midas Throne</span> to earn bonus <span class='gold'>gold</span> and <span class='xp'>experience</span>."
"overthrow_game_info_coins"	"<span class='overboss'>과대 우두머리</span>가 던지는 거대 동전을 낚아채 더 많은 <span class='gold'>골드</span>를 획득하세요."
"[english]overthrow_game_info_coins"	"Snatch up coins the <span class='overboss'>Overboss</span> tosses to earn more <span class='gold'>gold</span>."
"overthrow_game_info_items"	"<span class='treasure'>보물</span> 배달을 계속 지켜보세요. <span class='items'>아이템</span>이 나타나는 위치가 지도 위에 아이콘으로 표시됩니다."
"[english]overthrow_game_info_items"	"Keep an eye out for <span class='treasure'>treasure</span> deliveries. An icon will appear on your map where an <span class='items'>item</span> will appear."
"overthrow_game_info_tips_header"	"팁:"
"[english]overthrow_game_info_tips_header"	"Tips:"
"overthrow_game_info_tip01"	"현재 선두에게는 황금 왕관이 표시됩니다. 선두를 처치하면 추가 골드를 얻습니다."
"[english]overthrow_game_info_tip01"	"The current leader has a gold crown, and you will get extra gold for killing them."
"overthrow_game_info_tip02"	"아이템은 팀원에게 주거나 기지에서 팔 수 있습니다."
"[english]overthrow_game_info_tip02"	"Items can be given to teammates or sold at your base."
"overthrow_game_info_tip03"	"강력한 적을 제거하려면 다른 팀과 협동해야 할 수도 있습니다."
"[english]overthrow_game_info_tip03"	"You may need to coordinate with an opposing team to take out a strong opponent."
"overthrow_game_info_tip04"	"팀의 처치 수가 적을수록, 더 강력한 아이템을 배달받습니다."
"[english]overthrow_game_info_tip04"	"The fewer kills your team has, the stronger items you will recieve from a delivery."
"npc_dota_hero_bounty_hunter"	"현상금 사냥꾼(조정됨)"
"[english]npc_dota_hero_bounty_hunter"	"Bounty Hunter (Modified)"
"npc_dota_hero_broodmother"	"거미여왕(조정됨)"
"[english]npc_dota_hero_broodmother"	"Broodmother (Modified)"
"npc_dota_hero_necrolyte"	"강령사제(조정됨)"
"[english]npc_dota_hero_necrolyte"	"Necrophos (Modified)"
"npc_dota_hero_riki"	"리키(조정됨)"
"[english]npc_dota_hero_riki"	"Riki (Modified)"
"npc_dota_hero_silencer"	"침묵술사(조정됨)"
"[english]npc_dota_hero_silencer"	"Silencer (Modified)"
"npc_dota_hero_zuus"	"제우스(조정됨)"
"[english]npc_dota_hero_zuus"	"Zeus (Modified)"
"npc_dota_hero_pudge"	"퍼지(조정됨)"
"[english]npc_dota_hero_pudge"	"Pudge (Modified)"
"DOTA_Tooltip_Ability_item_ward_sentry"	"감시 와드(조정됨)"
"[english]DOTA_Tooltip_Ability_item_ward_sentry"	"Sentry Ward (Modified)"
"DOTA_Tooltip_Ability_item_dust"	"현시의 가루(조정됨)"
"[english]DOTA_Tooltip_Ability_item_dust"	"Dust of Appearance (Modified)"
