"lang"
{
	"Language"		"schinese"
	"Tokens"
	{		
		"addon_game_name"			"YOUR ADDON NAME"
		"DotaNPX_Hint"				"提示"
		"DotaNPX_HintOk"			"好吧，明白了！"
		"DOTANPX_Quit"				"退出"

		// Task Failure
		"task_place_ward_at_location_fail"				"守卫放置得离要求地点太远。"
		"task_fail_player_hero_death_fail"				"你阵亡了。"
		"task_fail_protect_units"						"保护队友失败。"
		"task_fail_pull_target"							"中立生物阵亡。"
		"task_fail_stack_target_out_of_time"			"堆野失败。"
		"task_fail_stack_target_unit_died"				"中立生物阵亡。"

		// Scenario: Farming Basics
		"scenario_farming_main_objective"				"学习打钱的基础知识"
		"scenario_farming_task_learn_shrapnel"			"升级榴霰弹技能"
		"scenario_farming_task_buy_boots"				"从商店中购买速度之靴"
		"scenario_farming_task_move_to_location_1"		"移动至路标地点，找到一些小兵"
		"scenario_farming_task_kill_creeps"				"击杀5个小兵"

		// Scenario: Support Survival
		"scenario_support_survival_main_objective"			"学会辅助的活法。"
		"scenario_support_survival_task_learn_frostbite"	"升级冰封禁制技能。"
		"scenario_support_survival_task_move_to_location_1"	"移动至路标地点，准备好保护自己！"
		"scenario_support_survival_task_survive_for_time_1"	"在倒计时结束前避免阵亡！"
		"scenario_support_survival_task_buy_glimmer_cape"	"购买一件微光披风。"
		"scenario_support_survival_task_move_to_location_2"	"移动至路标地点，准备好保护自己！"
		"scenario_support_survival_task_survive_for_time_2"	"在倒计时结束前避免阵亡！"
		"scenario_support_survival_task_buy_force_staff"	"购买一把原力法杖。"
		"scenario_support_survival_task_move_to_location_3"	"移动至路标地点，准备好保护自己！"
		"scenario_support_survival_task_survive_for_time_3"	"在倒计时结束前避免阵亡！"
		"scenario_support_survival_task_kill_sven_1"		"打败斯温。"
		"scenario_support_survival_task_kill_sven_2"		"打败斯温。"
		"scenario_support_survival_task_kill_sven_3"		"打败斯温。"
		"scenario_support_survival_task_do_not_die"			"别死了！"
		
		"scenario_support_survival_time_remaining"			"剩余时间："

		// Scenario: Glimmer Cape
		"scenario_glimmer_cape_task_move_to_location_1"		"移动至路标地点。"
		
		"scenario_glimmer_cape_task_do_not_die"				"别死了！"

		"scenario_glimmer_cape_task_move_to_escape"					"避开混沌骑士，到达路标地点。"
		"scenario_glimmer_cape_task_move_to_escape_Description"		"混沌骑士靠近时，点击微光披风，再点击你的英雄。"

		"scenario_glimmer_cape_task_move_to_location_2"					"移动至路标地点。"
		"scenario_glimmer_cape_task_move_to_location_2_Description"		"右键点击路标地点附近，让英雄开始移动。"

		"scenario_glimmer_cape_task_protect_ogre"					"护送食人魔魔法师走下河道。"
		"scenario_glimmer_cape_task_protect_ogre_Description"		"混沌骑士靠近时，点击微光披风，再点击食人魔魔法师。"

		"scenario_glimmer_cape_task_kill_necrophos"					"帮助狙击手存活，并击败瘟疫法师。"
		"scenario_glimmer_cape_task_kill_necrophos_Description"		"狙击手中了镰刀后点击微光披风再点击狙击手。"

		"scenario_glimmer_cape_wizard_tip_intro_Text"				"微光披风可以使你暂时隐身，方便逃跑。"
		"scenario_glimmer_cape_wizard_tip_ally_Text"				"还可以对队友使用微光披风，让他们隐身。就像这食人魔魔法师！"
		"scenario_glimmer_cape_wizard_tip_magic_resist_Text"		"微光披风的主动技能提供大量魔法抗性。在针对强力法术时具有奇效。"

		"scenario_glimmer_cape_failure_ogre_died"			"食人魔魔法师阵亡。"
		"scenario_glimmer_cape_failure_sniper_died"			"狙击手阵亡。"

		// Scenario: Roshan
		"scenario_roshan_task_move_to_location_1"				"与你的队友会合"
		"scenario_roshan_task_move_to_location_1_Description"	"右键点击路标地点附近，让英雄开始移动。"

		"scenario_roshan_task_kill_roshan"					"在肉山的巢穴内将他击败"
		"scenario_roshan_task_kill_roshan_Description"		"用普通攻击和技能对付肉山。"

		"scenario_roshan_task_pick_up_aegis"				"拾取不朽之守护"
		"scenario_roshan_task_pick_up_aegis_Description"	"右键点击不朽之守护进行拾取。"

		"scenario_roshan_task_exit_pit"						"退出肉山巢穴"
		"scenario_roshan_task_exit_pit_Description"			"右键点击路标地点附近，让英雄开始移动。"

		"scenario_roshan_task_kill_juggernaut"				"利用不朽之守护的力量击败主宰"
		"scenario_roshan_task_kill_juggernaut_Description"	"用普通攻击和技能对付主宰。"

		"scenario_roshan_wizard_tip_intro_Text"					"肉山是强大的永生巨兽，携带丰厚的奖励，包括不朽之守护！我们一起去击杀他。"

		"scenario_roshan_wizard_tip_fight_Text"					"肉山会在游戏初始时出现在他的巢穴中，不过你想要击败他，还是应该先升级，装备一些物品，再集结你的队友。"

		"scenario_roshan_wizard_tip_rosh_killed_Text"			"击杀肉山后全队都能获得金钱和经验。他会在一段时间后复活，而且回归后击杀的奖励更加丰厚。"

		"scenario_roshan_wizard_tip_aegis_pickup_Text"			"如果阵亡了，不朽之守护会在短暂延迟后使你原地复活。"

		"scenario_roshan_failure_aegis_denied"					"不朽之守护被摧毁了！"

		// Scenario: Invisibility
		"scenario_invisibility_task_buy_sentry"							"购买一个岗哨守卫。"
		"scenario_invisibility_task_buy_sentry_Description"				"点击商店按钮。右键点击岗哨守卫。"
		
		"scenario_invisibility_task_place_sentry"						"放置岗哨守卫，获得一片区域的真实视域。"
		"scenario_invisibility_task_place_sentry_Description"			"点击岗哨守卫，或使用图标上的快捷键，再点击地点附近。"

		"scenario_invisibility_task_destroy_enemy_ward"					"摧毁真实视域显示的敌方侦查守卫。"
		"scenario_invisibility_task_destroy_enemy_ward_Description"		"右键点击进行攻击。"

		"scenario_invisibility_task_kill_riki"							"无视力丸的隐身将他击败。"
		"scenario_invisibility_task_kill_riki_Description"				"站在岗哨守卫附近，使用你的攻击和技能。"

		"scenario_invisibility_task_move_to_shop"						"移动至下一处商店。"
		"scenario_invisibility_task_move_to_shop_Description"			"右键点击让英雄移动至路标地点附近。"

		"scenario_invisibility_task_buy_dust"							"购买显影之尘。"
		"scenario_invisibility_task_buy_dust_Description"				"点击商店按钮。右键点击显影之尘。"

		"scenario_invisibility_task_dust_bounty_hunter"					"利用显影之尘让赏金猎人显形。"
		"scenario_invisibility_task_dust_bounty_hunter_Description"		"在靠近他时点击物品栏中的显影之尘。"

		"scenario_invisibility_task_kill_bounty_hunter"					"在赏金猎人逃入河道之前将他击败。"
		"scenario_invisibility_task_kill_bounty_hunter_Description"		"在他显形时使用你的攻击和技能。"

		"scenario_invisibility_task_pick_up_gem"							"拾取真视宝石。"
		"scenario_invisibility_task_pick_up_gem_Description"				"右键点击宝石。"

		"scenario_invisibility_task_destroy_enemy_gem_wards"				"利用宝石找到3个敌方守卫并将其摧毁。"
		"scenario_invisibility_task_destroy_enemy_gem_wards_Description"	"移动你的英雄进行搜寻，右键点击守卫将他们摧毁。"



		"scenario_invisibility_wizard_tip_intro_Text"			"隐形是Dota 2的重要元素。\n一切都有可能潜伏着！"

		"scenario_invisibility_wizard_tip_sentry_wards_Text"	"可以使用岗哨守卫来检测隐形物体。"

		"scenario_invisibility_wizard_tip_observer_wards_Text"			"那是敌人的侦查守卫！\n守卫是隐形的，需要真实视域才能看到他们。"

		"scenario_invisibility_wizard_tip_dust_intro_Text"				"还有其他方法探测到隐身英雄。\n从商店买一包显影之尘来。"

		"scenario_invisibility_wizard_tip_dust_Text"					"显影之尘可以让周围的敌方隐身英雄显形，持续一小段时间。\n此外还能造成减速。"

		"scenario_invisibility_wizard_tip_kill_riki_Text"		"力丸是一个来去无踪的英雄，可以变成隐身状态。在岗哨守卫的注视下击败他。"

		"scenario_invisibility_wizard_tip_pick_up_gem_Text"			"赏金猎人掉落了一颗宝石！真实宝石可以探测到隐形的单位和守卫。"

		"scenario_invisibility_wizard_tip_gem_care_Text"			"带着宝石要千万小心！宝石很昂贵，而且是少数在英雄阵亡时会掉落的物品。"

		"scenario_invisibility_failure_bounty_escaped"		"赏金猎人逃走了。"
		"scenario_invisibility_failure_missed_dust"			"显影之尘没有影响到赏金猎人。"

		"scenario_invisibility_items"									"探测隐身"
		"DOTA_NPEDesc_scenario_invisibility_items"						"使用这些物品找出隐藏的敌人和守卫。"

		//Scenario: Sven
		"scenario_sven_task_root"						"在场景最后击杀邪恶的首领！"
		"scenario_sven_task_kill_creeps_first"			"击杀那些豺狼人，不过要留下活口来拷问他们！"
		"scenario_sven_task_chase_creeps"				"说真的，还是全杀了吧！不然他们会发出警报！不留活口！"
		"scenario_sven_task_cross_the_road"				"在光头半人马英勇牺牲自己时走过防御塔！"
		"scenario_sven_task_kill_more_creeps"			"不好，又有守卫来了！这些看起来更强！小心对付他们！"
