"lang"
{
"Language"	"hungarian"
"Tokens"
{
"addon_game_name"	"Diretide"
"[english]addon_game_name"	"Diretide"
"DOTA_GameMode_15"	"Diretide"
"[english]DOTA_GameMode_15"	"Diretide"
"DOTA_GameMode_19"	"Diretide"
"[english]DOTA_GameMode_19"	"Diretide"
"buy_spooky_tp"	"Ijesztő Town Portal Scroll vétele"
"[english]buy_spooky_tp"	"Buy Spooky TP Scroll"
"buy_spooky_tp_description"	"Válj kísértetiesen erőssé, és törj be a pálya ellenséges csapat uralta felére!"
"[english]buy_spooky_tp_description"	"Become hauntingly powerful and invade the enemy team's side of the map!"
"spawn_enemy_wave"	"Szörnyidézés"
"[english]spawn_enemy_wave"	"Spawn Monsters"
"spawn_enemy_wave_description"	"Egy hullámot küldesz a jelenlegi szörnyekből ellenfeleidre."
"[english]spawn_enemy_wave_description"	"Send a wave of the current monsters at your opponents!"
"rosh_trick_or_treat"	"Roshan - „Csokit vagy csínyt!”"
"[english]rosh_trick_or_treat"	"Roshan Trick Or Treat"
"rosh_trick_or_treat_description"	"Küldd el Roshant édességet gyűjteni egy véletlenszerű ellenséges hőstől. Elveszi a karamelláját... vagy az ÉLETÉT!"
"[english]rosh_trick_or_treat_description"	"Send Roshan to Trick or Treat from a random enemy hero!  He takes their taffy.. or their LIFE!"
"DOTA_HUD_RoshanTrickOrTreat_Toast"	"{s:player_name} elküldte Roshant édességet gyűjteni!"
"[english]DOTA_HUD_RoshanTrickOrTreat_Toast"	"{s:player_name} sent Roshan trick or treating!"
"DOTA_HUD_RoshanTrickOrTreat_Target_Toast"	"Roshan most {s:player_name} játékost célozza!"
"[english]DOTA_HUD_RoshanTrickOrTreat_Target_Toast"	"Roshan is now targeting {s:player_name}!"
"DOTA_HUD_PlayerInvasion_Toast"	"{s:player_name} betört az ellenséges csapathoz!"
"[english]DOTA_HUD_PlayerInvasion_Toast"	"{s:player_name} has invaded the enemy team!"
"DOTA_HUD_RoshanAttackRadiant_Toast"	"A Dire elég karamellát gyűjtött! Roshan elszabadult, hogy a Radiantet támadja!"
"[english]DOTA_HUD_RoshanAttackRadiant_Toast"	"The Dire collected enough taffy! Roshan has been unleashed to attack The Radiant!"
"DOTA_HUD_RoshanAttackDire_Toast"	"A Radiant elég karamellát gyűjtött! Roshan elszabadult, hogy a Dire-t támadja!"
"[english]DOTA_HUD_RoshanAttackDire_Toast"	"The Radiant collected enough taffy! Roshan has been unleashed to attack The Dire!"
"DOTA_HUD_SpookyTPUsed_Toast"	"{s:player_name} egy portálon át betör az ellenséges csapathoz!"
"[english]DOTA_HUD_SpookyTPUsed_Toast"	"{s:player_name} is invading the enemy team through a portal!"
"DOTA_HUD_PortalUnlocked_Toast"	"{s:player_name} feloldott egy portált a csapatának!"
"[english]DOTA_HUD_PortalUnlocked_Toast"	"{s:player_name} unlocked a portal for their team!"
"DOTA_HUD_PortalUnlockedGood_Toast"	"A Radiant feloldott egy portált a csapatának!"
"[english]DOTA_HUD_PortalUnlockedGood_Toast"	"The Radiant unlocked a portal for their team!"
"DOTA_HUD_PortalUnlockedBad_Toast"	"A Dire feloldott egy portált a csapatának!"
"[english]DOTA_HUD_PortalUnlockedBad_Toast"	"The Dire unlocked a portal for their team!"
"DOTA_HUD_RuneSpawned_Toast"	"{s:player_name} létrehozott egy rúnát a csapatának!"
"[english]DOTA_HUD_RuneSpawned_Toast"	"{s:player_name} spawned a rune for their team!"
"DOTA_HUD_CandyBucketVulnerableGood_Toast"	"A Radiant otthoni kosara sebezhető!"
"[english]DOTA_HUD_CandyBucketVulnerableGood_Toast"	"The Radiant's Home Bucket is now vulnerable!"
"DOTA_HUD_CandyBucketVulnerableBad_Toast"	"A Dire otthoni kosara sebezhető!"
"[english]DOTA_HUD_CandyBucketVulnerableBad_Toast"	"The Dire's Home Bucket is now vulnerable!"
"DOTA_HUD_RoshanCursedGoodTeam_Toast"	"A Radiant elátkozva, mert nem etette Roshant!"
"[english]DOTA_HUD_RoshanCursedGoodTeam_Toast"	"Radiant cursed for not feeding Roshan!"
"DOTA_HUD_RoshanCursedBadTeam_Toast"	"A Dire elátkozva, mert nem etette Roshant!"
"[english]DOTA_HUD_RoshanCursedBadTeam_Toast"	"Dire cursed for not feeding Roshan!"
"DOTA_HUD_ScarecrowStashRespawn"	"A Madárijesztő-rejtekek újraszülettek!"
"[english]DOTA_HUD_ScarecrowStashRespawn"	"The Scarecrow Stashes have respawned!"
"DOTA_HUD_Diretide_UnscoredCandy"	"Hősöknél levő el nem nyert cukorka"
"[english]DOTA_HUD_Diretide_UnscoredCandy"	"Unscored Candy Held by Heroes"
"DOTA_diretide_gameplay_tips_count"	"{d:num_tips} / {d:current_tip_num}. TIPP"
"[english]DOTA_diretide_gameplay_tips_count"	"TIP {d:current_tip_num} / {d:num_tips}"
"DOTA_diretide_gameplay_tips_text"	"{s:tip_text}"
"[english]DOTA_diretide_gameplay_tips_text"	"{s:tip_text}"
"DOTA_diretide_gameplay_tip_00"	"Az egész karamellakészleted odadobhatod egy szövetségesnek, célba véve őt a Karamellás zsák képességgel."
"[english]DOTA_diretide_gameplay_tip_00"	"You can throw your entire stash of Taffy to an ally by targeting them with the Taffy Bucket ability."
"DOTA_diretide_gameplay_tip_01"	"Maximális életerőd egy kis százalékkal csökken minden egyes karamella után, ami nálad van."
"[english]DOTA_diretide_gameplay_tip_01"	"Your maximum health is decreased by a small percentage for each taffy that you are carrying."
"DOTA_diretide_gameplay_tip_02"	"Karamellát vivő creepre mért utolsó találattól a karamella átrepül hozzád."
"[english]DOTA_diretide_gameplay_tip_02"	"Getting the last hit on a creep that's holding taffy will launch the taffy to you!"
"DOTA_diretide_gameplay_tip_03"	"Minden körben más creepek vannak! Ismerd meg erősségeiket és gyengeségeiket."
"[english]DOTA_diretide_gameplay_tip_03"	"Each round has different creeps! Get to know their strengths and weaknesses."
"DOTA_diretide_gameplay_tip_04"	"Egész csapatod aranyat és TP-t szerez a legyőzött creepek után."
"[english]DOTA_diretide_gameplay_tip_04"	"Your entire team earns gold and xp as creeps are defeated."
"DOTA_diretide_gameplay_tip_05"	"A Madárijesztő-rejtekek sok karamellát és semleges tárgyat tartalmaznak."
"[english]DOTA_diretide_gameplay_tip_05"	"Scarecrow Stashes contain lots of taffy and neutral items."
"DOTA_diretide_gameplay_tip_06"	"Két Madárijesztő-rejtek jön létre mindegyik kör 1., 3. és 5. percében a pálya északi és déli helyein."
"[english]DOTA_diretide_gameplay_tip_06"	"Two Scarecrow Stashes spawn at minutes 1, 3, and 5 of each round at the north and south locations on the map."
"DOTA_diretide_gameplay_tip_07"	"Roshan mindegyik kör 2. percében szabadul el."
"[english]DOTA_diretide_gameplay_tip_07"	"Roshan is released 2 minutes into each round."
"DOTA_diretide_gameplay_tip_08"	"A karamellát egyesével, fenntartással kell az otthoni kosárba juttatni, ami megszakítható."
"[english]DOTA_diretide_gameplay_tip_08"	"Taffy must be channeled one at a time into the home bucket and can be interrupted."
"DOTA_diretide_gameplay_tip_09"	"Roshan vermében a 2., 3., 4. és 5. percben rúnák jönnek létre."
"[english]DOTA_diretide_gameplay_tip_09"	"Runes spawn in Roshan’s pit at minutes 2, 3, 4, and 5."
"DOTA_diretide_gameplay_tip_10"	"Az ellenség Karamellakútjának megsemmisítése kivesz 10 karamellát az otthoni kosarukból."
"[english]DOTA_diretide_gameplay_tip_10"	"Destroying an enemy’s Taffy Well will extract 10 taffy from their home bucket."
"DOTA_diretide_gameplay_tip_11"	"Roshan feje fölött, vagy a HUD tetején nézheted meg, mennyi karamellára van szüksége."
"[english]DOTA_diretide_gameplay_tip_11"	"Look above Roshan’s head or to the top of the HUD to find out how much taffy he needs."
"DOTA_diretide_gameplay_tip_12"	"Roshan megátkozza az egész csapatot, ha megöl egy hőst. Ne felejtsétek el megetetni a bestiát!"
"[english]DOTA_diretide_gameplay_tip_12"	"Roshan will curse the entire team if he kills a hero. Make sure to feed The Beast!"
"DOTA_diretide_gameplay_tip_13"	"Roshan átka erősen csökkenti az életerőtöket, de nem halálos!"
"[english]DOTA_diretide_gameplay_tip_13"	"Roshan’s curse is a powerful drain on your health, but it’s not fatal!"
"DOTA_diretide_gameplay_tip_14"	"A Karamellaőrök megölhetők, és a kör végéig nem élednek újra."
"[english]DOTA_diretide_gameplay_tip_14"	"Taffy Guardians can be killed and will not respawn until the end of the round."
"DOTA_diretide_gameplay_tip_15"	"A Sentry Ward készlet a körök között frissül."
"[english]DOTA_diretide_gameplay_tip_15"	"Sentry wards restock in-between rounds."
"DOTA_diretide_gameplay_tip_16"	"Otthoni kosaratok nem támadható, míg egyik Karamellakutatok meg nem semmisül."
