"lang"
{
"Language"	"turkish"
"Tokens"
{
"addon_game_name"	"Son Vuruş Alıştırması"
"[english]addon_game_name"	"Last-Hit Trainer"
"DOTA_HUD_Mode_Start_Welcome"	"SON VURUŞ ALIŞTIRMASI"
"[english]DOTA_HUD_Mode_Start_Welcome"	"LAST-HIT TRAINER"
"DOTA_HUD_Mode_Start_Description"	"• Skorunuzu yükseltmek için son vuruşlar ve reddetmeler yapın"
"[english]DOTA_HUD_Mode_Start_Description"	"• Get last hits and denies to raise your score"
"DOTA_HUD_Mode_Start_Scoring"	"• Son vuruş başına 100, reddetme başına 50 puan"
"[english]DOTA_HUD_Mode_Start_Scoring"	"• 100 points per last hit, 50 per deny"
"DOTA_HUD_Mode_Start_Round_Duration"	"• Her raunt 3 dakika sürer"
"[english]DOTA_HUD_Mode_Start_Round_Duration"	"• Each round lasts 3 minutes"
"DOTA_HUD_Mode_Start_Tiers"	"• Seviyeler: <span class=\"TierBronze\">Bronz (600)</span>, <span class=\"TierSilver\">Gümüş (1600)</span>, <span class=\"TierGold\">Altın (2600)</span>, <span class=\"TierDiamond\">Elmas (3600)</span>"
"[english]DOTA_HUD_Mode_Start_Tiers"	"• Tiers: <span class=\"TierBronze\">Bronze (600)</span>, <span class=\"TierSilver\">Silver (1600)</span>, <span class=\"TierGold\">Gold (2600)</span>, <span class=\"TierDiamond\">Diamond (3600)</span>"
"Round_Start_Button"	"Başlat"
"[english]Round_Start_Button"	"Start"
"CreepStats_Kills"	"Leşler"
"[english]CreepStats_Kills"	"Kills"
"CreepStats_Denies"	"Reddetmeler"
"[english]CreepStats_Denies"	"Denies"
"CreepStats_Deny"	"Reddet"
"[english]CreepStats_Deny"	"Deny"
"CreepStats_Gold"	"Altın"
"[english]CreepStats_Gold"	"Gold"
"CreepStats_XP"	"TP"
"[english]CreepStats_XP"	"XP"
"Tier_None"	"Yok"
"[english]Tier_None"	"None"
"Tier_Bronze"	"Bronz"
"[english]Tier_Bronze"	"Bronze"
"Tier_Silver"	"Gümüş"
"[english]Tier_Silver"	"Silver"
"Tier_Gold"	"Altın"
"[english]Tier_Gold"	"Gold"
"Tier_Diamond"	"Elmas"
"[english]Tier_Diamond"	"Diamond"
"Round_End_Panel_Play_Again"	"Yeniden Oyna"
"[english]Round_End_Panel_Play_Again"	"Play Again"
"Round_End_Panel_New_Hero"	"Yeni Kahraman"
"[english]Round_End_Panel_New_Hero"	"New Hero"
"Round_End_Panel_Quit"	"Çıkış"
"[english]Round_End_Panel_Quit"	"Quit"
"Flyout_Panel_Title"	"Seçenekler"
"[english]Flyout_Panel_Title"	"Options"
"Flyout_Restart_Round_Button"	"Raundu Yeniden Başlat"
"[english]Flyout_Restart_Round_Button"	"Restart Round"
"Flyout_Choose_New_Hero_Button"	"Yeni Kahraman Seç"
"[english]Flyout_Choose_New_Hero_Button"	"Choose New Hero"
"Quit_Button"	"Çıkış"
"[english]Quit_Button"	"Quit"
"DOTA_HUD_Round_Completed"	"RAUNT TAMAMLANDI"
"[english]DOTA_HUD_Round_Completed"	"ROUND COMPLETED"
"Play_Again_Button"	"Yeniden Oyna"
"[english]Play_Again_Button"	"Play Again"
"Dismiss_Button"	"Kapat"
"[english]Dismiss_Button"	"Close"
"Round_End_Stats_Score"	"FİNAL PUANI:"
"[english]Round_End_Stats_Score"	"FINAL SCORE:"
"Round_End_Stats_Longest_Streak"	"EN UZUN SERİ:"
"[english]Round_End_Stats_Longest_Streak"	"LONGEST STREAK:"
"Round_End_Tier_Achieved"	"KAZANILAN SEVİYE:"
"[english]Round_End_Tier_Achieved"	"TIER ACHIEVED:"
"DOTA_HUD_Last_Hits"	"SON VURUŞLAR:"
"[english]DOTA_HUD_Last_Hits"	"LAST HITS:"
"DOTA_HUD_Current_Last_Hit_Streak"	"MEVCUT SERİ:"
"[english]DOTA_HUD_Current_Last_Hit_Streak"	"CURRENT STREAK:"
"DOTA_HUD_Denies"	"REDDETMELER:"
"[english]DOTA_HUD_Denies"	"DENIES:"
"DOTA_HUD_Percentage"	"% SON VURUŞ VEYA RET:"
"[english]DOTA_HUD_Percentage"	"% LASTHIT OR DENIED:"
"DOTA_HUD_Score"	"PUAN:"
"[english]DOTA_HUD_Score"	"SCORE:"
"DOTA_HUD_Timer"	"00:00"
"[english]DOTA_HUD_Timer"	"00:00"
"DOTA_HUD_Time_Remaining"	"KALAN SÜRE"
"[english]DOTA_HUD_Time_Remaining"	"TIME REMAINING"
}
}
