"lang"
{
"Language"	"romanian"
"Tokens"
{
"addon_game_name"	"Antrenor pentru lovituri finale"
"[english]addon_game_name"	"Last-Hit Trainer"
"DOTA_HUD_Mode_Start_Welcome"	"ANTRENOR PENTRU LOVITURI FINALE"
"[english]DOTA_HUD_Mode_Start_Welcome"	"LAST-HIT TRAINER"
"DOTA_HUD_Mode_Start_Description"	"• Obține lovituri finale și sacrificări pentru a-ți mări scorul"
"[english]DOTA_HUD_Mode_Start_Description"	"• Get last hits and denies to raise your score"
"DOTA_HUD_Mode_Start_Scoring"	"• 100 de puncte per lovitură finală, 50 per sacrificare"
"[english]DOTA_HUD_Mode_Start_Scoring"	"• 100 points per last hit, 50 per deny"
"DOTA_HUD_Mode_Start_Round_Duration"	"• Fiecare rundă durează 3 minute"
"[english]DOTA_HUD_Mode_Start_Round_Duration"	"• Each round lasts 3 minutes"
"DOTA_HUD_Mode_Start_Tiers"	"• Ranguri: <span class=\"TierBronze\">Bronz (600)</span>, <span class=\"TierSilver\">Argint (1.600)</span>, <span class=\"TierGold\">Aur (2.600)</span>, <span class=\"TierDiamond\">Diamant (3.600)</span>"
"[english]DOTA_HUD_Mode_Start_Tiers"	"• Tiers: <span class=\"TierBronze\">Bronze (600)</span>, <span class=\"TierSilver\">Silver (1600)</span>, <span class=\"TierGold\">Gold (2600)</span>, <span class=\"TierDiamond\">Diamond (3600)</span>"
"Round_Start_Button"	"Pornește"
"[english]Round_Start_Button"	"Start"
"CreepStats_Kills"	"Ucideri"
"[english]CreepStats_Kills"	"Kills"
"CreepStats_Denies"	"Sacrificări"
"[english]CreepStats_Denies"	"Denies"
"CreepStats_Deny"	"Sacrificare"
"[english]CreepStats_Deny"	"Deny"
"CreepStats_Gold"	"Aur"
"[english]CreepStats_Gold"	"Gold"
"CreepStats_XP"	"XP"
"[english]CreepStats_XP"	"XP"
"Tier_None"	"Niciunul"
"[english]Tier_None"	"None"
"Tier_Bronze"	"Bronz"
"[english]Tier_Bronze"	"Bronze"
"Tier_Silver"	"Argint"
"[english]Tier_Silver"	"Silver"
"Tier_Gold"	"Aur"
"[english]Tier_Gold"	"Gold"
"Tier_Diamond"	"Diamant"
"[english]Tier_Diamond"	"Diamond"
"Round_End_Panel_Play_Again"	"Joacă din nou"
"[english]Round_End_Panel_Play_Again"	"Play Again"
"Round_End_Panel_New_Hero"	"Erou nou"
"[english]Round_End_Panel_New_Hero"	"New Hero"
"Round_End_Panel_Quit"	"Ieșire"
"[english]Round_End_Panel_Quit"	"Quit"
"Flyout_Panel_Title"	"Opțiuni"
"[english]Flyout_Panel_Title"	"Options"
"Flyout_Restart_Round_Button"	"Repornește runda"
"[english]Flyout_Restart_Round_Button"	"Restart Round"
"Flyout_Choose_New_Hero_Button"	"Alege un erou nou"
"[english]Flyout_Choose_New_Hero_Button"	"Choose New Hero"
"Quit_Button"	"Ieșire"
"[english]Quit_Button"	"Quit"
"DOTA_HUD_Round_Completed"	"RUNDA A FOST FINALIZATĂ"
"[english]DOTA_HUD_Round_Completed"	"ROUND COMPLETED"
"Play_Again_Button"	"Joacă din nou"
"[english]Play_Again_Button"	"Play Again"
"Dismiss_Button"	"Închide"
"[english]Dismiss_Button"	"Close"
"Round_End_Stats_Score"	"SCOR FINAL:"
"[english]Round_End_Stats_Score"	"FINAL SCORE:"
"Round_End_Stats_Longest_Streak"	"CEL MAI LUNG ȘIR:"
"[english]Round_End_Stats_Longest_Streak"	"LONGEST STREAK:"
"Round_End_Tier_Achieved"	"RANGUL ATINS:"
"[english]Round_End_Tier_Achieved"	"TIER ACHIEVED:"
"DOTA_HUD_Last_Hits"	"LOVITURI FINALE:"
"[english]DOTA_HUD_Last_Hits"	"LAST HITS:"
"DOTA_HUD_Current_Last_Hit_Streak"	"ȘIRUL DIN PREZENT:"
"[english]DOTA_HUD_Current_Last_Hit_Streak"	"CURRENT STREAK:"
"DOTA_HUD_Denies"	"SACRIFICĂRI:"
"[english]DOTA_HUD_Denies"	"DENIES:"
"DOTA_HUD_Percentage"	"% LOVITURI FINALE SAU SACRIFICĂRI:"
"[english]DOTA_HUD_Percentage"	"% LASTHIT OR DENIED:"
"DOTA_HUD_Score"	"SCOR:"
"[english]DOTA_HUD_Score"	"SCORE:"
"DOTA_HUD_Timer"	"00:00"
"[english]DOTA_HUD_Timer"	"00:00"
"DOTA_HUD_Time_Remaining"	"TIMP RĂMAS"
"[english]DOTA_HUD_Time_Remaining"	"TIME REMAINING"
}
}
