"lang"
{
"Language"	"bulgarian"
"Tokens"
{
"GameUI_ReverseMouse"	"Обръщане на мишката"
"[english]GameUI_ReverseMouse"	"Reverse mouse"
"GameUI_ReverseMouseLabel"	"Обръщане на оста за нагоре/надолу при мишката"
"[english]GameUI_ReverseMouseLabel"	"Reverse mouse up-down axis"
"GameUI_MouseLook"	"Оглеждане чрез мишката"
"[english]GameUI_MouseLook"	"Mouse look"
"GameUI_MouseLookLabel"	"Използвайте мишката, за да огледате наоколо"
"[english]GameUI_MouseLookLabel"	"Use the mouse to look around"
"GameUI_MouseFilter"	"Филтър на мишката"
"[english]GameUI_MouseFilter"	"Mouse filter"
"GameUI_MouseFilterLabel"	"Гладко движение на мишката през 2 кадъра."
"[english]GameUI_MouseFilterLabel"	"Smooth out mouse movement over 2 frames."
"GameUI_MouseSensitivity"	"Чувств. на мишката"
"[english]GameUI_MouseSensitivity"	"Mouse sensitivity"
"GameUI_Joystick"	"Геймпад"
"[english]GameUI_Joystick"	"Gamepad"
"GameUI_JoystickLabel"	"Включване на геймпад"
"[english]GameUI_JoystickLabel"	"Enable the gamepad"
"GameUI_ReverseJoystick"	"Обръщане на оста за нагоре/надолу при геймпада"
"[english]GameUI_ReverseJoystick"	"Reverse gamepad up-down axis"
"GameUI_JoystickLook"	"Изглед с джойстик"
"[english]GameUI_JoystickLook"	"Joystick look"
"GameUI_JoystickLookLabel"	"Използвайте геймпада, за да огледате наоколо"
"[english]GameUI_JoystickLookLabel"	"Use the gamepad to look around"
"GameUI_JoystickLookType"	"Вид изглед"
"[english]GameUI_JoystickLookType"	"Look type"
"GameUI_JoystickNormal"	"Нормално"
"[english]GameUI_JoystickNormal"	"Normal"
"GameUI_JoystickInverted"	"Обърнато"
"[english]GameUI_JoystickInverted"	"Inverted"
"GameUI_JoystickMoveLookSticks"	"Стикове за движение/оглеждане"	[$WIN32]
"[english]GameUI_JoystickMoveLookSticks"	"Move/Look sticks"
"GameUI_JoystickMoveLookSticks"	"Аналогови стикове"	[$X360]
"[english]GameUI_JoystickMoveLookSticks"	"Thumbsticks"
"GameUI_JoystickSouthpaw"	"Разменете стиковете на контролери с два пада."	[$WIN32]
"[english]GameUI_JoystickSouthpaw"	"Swap sticks on dual-stick controllers"
"GameUI_JoystickSouthpaw"	"За левичари"	[$X360]
"[english]GameUI_JoystickSouthpaw"	"Southpaw"
"GameUI_JoystickLookSpeedPitch"	"Вертикална чувств."
"[english]GameUI_JoystickLookSpeedPitch"	"Vertical sensitivity"
"GameUI_JoystickLookSpeedYaw"	"Хоризонтална чувств."
"[english]GameUI_JoystickLookSpeedYaw"	"Horizontal sensitivity"
"GameUI_JoystickDuckZoomMode"	"Режим на клякане/увеличаване"
"[english]GameUI_JoystickDuckZoomMode"	"Duck/Zoom mode"
"GameUI_JoystickDuckMode"	"Режим на клякане"
"[english]GameUI_JoystickDuckMode"	"Duck mode"
"GameUI_JoystickSprintMode"	"Продължителен спринт"
"[english]GameUI_JoystickSprintMode"	"Sticky Sprint"
"GameUI_AutoAim"	"Авт. прицелване"
"[english]GameUI_AutoAim"	"Auto-Aim"
"GameUI_AutoaimLabel"	"Автоматично прицелване към враговете."
"[english]GameUI_AutoaimLabel"	"Aims at enemies automatically."
"GameUI_ContentLock"	"Заключване на съдържание"
"[english]GameUI_ContentLock"	"Content lock"
"GameUI_ContentLockLabel"	"Натиснете този бутон и въведете парола, за да забраните\nсъдържание, неподходящо за млади играчи."
"[english]GameUI_ContentLockLabel"	"Press this button and enter password to disable\nvisuals inappropriate for younger players."
"GameUI_ContentStatusDisabled"	"Въведете парола, за да заключите съдържанието."
"[english]GameUI_ContentStatusDisabled"	"Enter a password to enable the content lock."
"GameUI_ContentStatusEnabled"	"Въведете парола, за да отключите съдържанието."
"[english]GameUI_ContentStatusEnabled"	"Enter a password to disable the content lock."
"GameUI_Enable"	"Включване"
"[english]GameUI_Enable"	"Enable"
"GameUI_Disable"	"Изключване"
"[english]GameUI_Disable"	"Disable"
"GameUI_PasswordPrompt"	"Моля, въведете парола"
"[english]GameUI_PasswordPrompt"	"Please enter a password"
"GameUI_PasswordDisablePrompt"	"Моля, въведете парола"
"[english]GameUI_PasswordDisablePrompt"	"Please enter password"
"GameUI_PasswordReentryPrompt"	"Въведете паролата отново"
"[english]GameUI_PasswordReentryPrompt"	"Re-enter a password"
"GameUI_Cancel"	"Отказ"
"[english]GameUI_Cancel"	"Cancel"
"GameUI_Back"	"Назад"
"[english]GameUI_Back"	"Back"
"GameUI_Apply"	"Прилагане"
"[english]GameUI_Apply"	"Apply"
"GameUI_DemoPlayer"	"Демо плеър"
"[english]GameUI_DemoPlayer"	"Demo Player"
"GameUI_LoadDemo"	"Избор на демо файл"
"[english]GameUI_LoadDemo"	"Choose Demo File"
"GameUI_Load"	"Зареждане"
"[english]GameUI_Load"	"Load"
"GameUI_DemoFile"	"Демо файл"
"[english]GameUI_DemoFile"	"Demo File"
"GameUI_Map"	"Карта"
"[english]GameUI_Map"	"Map"
"GameUI_Close"	"Затваряне"
"[english]GameUI_Close"	"Close"
"GameUI_NeverShowButton"	"Не показвай този диалогов прозорец отново"
"[english]GameUI_NeverShowButton"	"Do not show this dialog again"
"GameUI_BonusMapsHelp"	"Изберете бонус карта или папка по–долу, след това кликнете „Зареждане“"
"[english]GameUI_BonusMapsHelp"	"Select a bonus map or folder below, then click 'Load'"
"GameUI_BonusMaps"	"БОНУС КАРТИ"
"[english]GameUI_BonusMaps"	"BONUS MAPS"
"GameUI_BonusMapsCompletion"	"Завършени"
"[english]GameUI_BonusMapsCompletion"	"Complete"
"GameUI_BonusMapsUnlocked"	"+Бонус"
"[english]GameUI_BonusMapsUnlocked"	"+Bonus"
"GameUI_BonusMapsStandard"	"Стандартни"
"[english]GameUI_BonusMapsStandard"	"Standard"
"GameUI_BonusMapsAdvanced"	"За напреднали"
"[english]GameUI_BonusMapsAdvanced"	"Advanced"
"GameUI_BonusMapsBest"	"Най-добрите: %s1"
"[english]GameUI_BonusMapsBest"	"Best: %s1"
"GameUI_BonusMapsGoal"	"Цел: %s1"
"[english]GameUI_BonusMapsGoal"	"Goal: %s1"
"GameUI_LoadGameHelp"	"Изберете запазена игра от списъка долу, след което кликнете върху „Зареждане“."
"[english]GameUI_LoadGameHelp"	"Select a saved game in the list below, then click 'Load game'."
"GameUI_LoadGame"	"ЗАРЕЖДАНЕ"
"[english]GameUI_LoadGame"	"LOAD GAME"
"GameUI_MultiplayerAdvanced"	"МУЛТИПЛЕЪР РАЗШИРЕНИ"
"[english]GameUI_MultiplayerAdvanced"	"MULTIPLAYER ADVANCED"
"GameUI_MultiplayerCustomize"	"Персонализиране на мултиплеър"
"[english]GameUI_MultiplayerCustomize"	"Multiplayer Customize"
"GameUI_Multiplayer"	"Игра в мрежа"
"[english]GameUI_Multiplayer"	"Multiplayer"
"GameUI_OK"	"Добре"
"[english]GameUI_OK"	"OK"
"GameUI_AdvancedEllipsis"	"Разширени…"
"[english]GameUI_AdvancedEllipsis"	"Advanced..."
"GameUI_AdvancedNoEllipsis"	"Разширени"
"[english]GameUI_AdvancedNoEllipsis"	"Advanced"
"GameUI_PlayerName"	"Име на играча"
"[english]GameUI_PlayerName"	"Player name"
"GameUI_PrimaryColor"	"Основен цвят"
"[english]GameUI_PrimaryColor"	"Primary color"
"GameUI_SecondaryColor"	"Второстепенен цвят"
"[english]GameUI_SecondaryColor"	"Secondary color"
"GameUI_HighModels"	"Използване на модели с високо качество"
"[english]GameUI_HighModels"	"Use high quality models"
"GameUI_PlayerModel"	"Модел на играча"
"[english]GameUI_PlayerModel"	"Player model"
"GameUI_SpraypaintImage"	"Картинка за спрей"
"[english]GameUI_SpraypaintImage"	"Spraypaint image"
"GameUI_SpraypaintServerNote"	"Промените на спрея ще са в сила след влизане в сървър."
"[english]GameUI_SpraypaintServerNote"	"Changes to your spraypaint image take effect when you join a server."
"GameUI_NewGame"	"НОВА ИГРА"
"[english]GameUI_NewGame"	"NEW GAME"
"GameUI_NewGameHelpText"	"Изберете ниво на трудност или тренировъчната\nстая, и след това кликнете „Пускане“."
"[english]GameUI_NewGameHelpText"	"Select a level of difficulty or the Training\nroom, then click 'Play'."
"GameUI_TrainingRoom"	"ТРЕНИРОВЪЧНА ЗАЛА"
"[english]GameUI_TrainingRoom"	"TRAINING ROOM"
"GameUI_Easy"	"Лесно"
"[english]GameUI_Easy"	"Easy"
"GameUI_Medium"	"Средно"
"[english]GameUI_Medium"	"Medium"
"GameUI_Hard"	"Трудно"
"[english]GameUI_Hard"	"Hard"
"GameUI_SelectSkill"	"ИЗБИРАНЕ НА БОЙНА ТРУДНОСТ"
