"lang"
{
"Language"	"spanish"
"Tokens"
{
"GameUI_ReverseMouse"	"Invertir ratón"
"[english]GameUI_ReverseMouse"	"Reverse mouse"
"GameUI_ReverseMouseLabel"	"Invertir eje vertical del ratón"
"[english]GameUI_ReverseMouseLabel"	"Reverse mouse up-down axis"
"GameUI_MouseLook"	"Vista ratón"
"[english]GameUI_MouseLook"	"Mouse look"
"GameUI_MouseLookLabel"	"Usar ratón para mirar alrededor"
"[english]GameUI_MouseLookLabel"	"Use the mouse to look around"
"GameUI_MouseFilter"	"Filtro de ratón"
"[english]GameUI_MouseFilter"	"Mouse filter"
"GameUI_MouseFilterLabel"	"Suavizar el movimiento del ratón entre 2 frames."
"[english]GameUI_MouseFilterLabel"	"Smooth out mouse movement over 2 frames."
"GameUI_MouseSensitivity"	"Sensibilidad del ratón"
"[english]GameUI_MouseSensitivity"	"Mouse sensitivity"
"GameUI_Joystick"	"Mando"
"[english]GameUI_Joystick"	"Gamepad"
"GameUI_JoystickLabel"	"Activar el mando"
"[english]GameUI_JoystickLabel"	"Enable the gamepad"
"GameUI_ReverseJoystick"	"Invertir el eje vertical del mando"
"[english]GameUI_ReverseJoystick"	"Reverse gamepad up-down axis"
"GameUI_JoystickLook"	"Vista joystick"
"[english]GameUI_JoystickLook"	"Joystick look"
"GameUI_JoystickLookLabel"	"Usar mando para mirar alrededor"
"[english]GameUI_JoystickLookLabel"	"Use the gamepad to look around"
"GameUI_JoystickLookType"	"Tipo de vista"
"[english]GameUI_JoystickLookType"	"Look type"
"GameUI_JoystickNormal"	"Normal"
"[english]GameUI_JoystickNormal"	"Normal"
"GameUI_JoystickInverted"	"Invertida"
"[english]GameUI_JoystickInverted"	"Inverted"
"GameUI_JoystickMoveLookSticks"	"Sticks mover/mirar"	[$WIN32]
"[english]GameUI_JoystickMoveLookSticks"	"Move/Look sticks"
"GameUI_JoystickMoveLookSticks"	"Sticks analógicos"	[$X360]
"[english]GameUI_JoystickMoveLookSticks"	"Thumbsticks"
"GameUI_JoystickSouthpaw"	"Intercambiar sticks en mandos de 2 sticks"	[$WIN32]
"[english]GameUI_JoystickSouthpaw"	"Swap sticks on dual-stick controllers"
"GameUI_JoystickSouthpaw"	"Configuración para zurdos"	[$X360]
"[english]GameUI_JoystickSouthpaw"	"Southpaw"
"GameUI_JoystickLookSpeedPitch"	"Sensibilidad vertical"
"[english]GameUI_JoystickLookSpeedPitch"	"Vertical sensitivity"
"GameUI_JoystickLookSpeedYaw"	"Sensibilidad horizontal"
"[english]GameUI_JoystickLookSpeedYaw"	"Horizontal sensitivity"
"GameUI_JoystickDuckZoomMode"	"Modo agacharse/zoom"
"[english]GameUI_JoystickDuckZoomMode"	"Duck/Zoom mode"
"GameUI_JoystickDuckMode"	"Modo agacharse"
"[english]GameUI_JoystickDuckMode"	"Duck mode"
"GameUI_JoystickSprintMode"	"Carrera fija"
"[english]GameUI_JoystickSprintMode"	"Sticky Sprint"
"GameUI_AutoAim"	"Autoapuntar"
"[english]GameUI_AutoAim"	"Auto-Aim"
"GameUI_AutoaimLabel"	"Apunta al enemigo automáticamente."
"[english]GameUI_AutoaimLabel"	"Aims at enemies automatically."
"GameUI_ContentLock"	"Bloqueo contenido"
"[english]GameUI_ContentLock"	"Content lock"
"GameUI_ContentLockLabel"	"Pulsa este botón e introduce la contraseña para desactivar\nimágenes poco apropiadas para los jugadores más jóvenes."
"[english]GameUI_ContentLockLabel"	"Press this button and enter password to disable\nvisuals inappropriate for younger players."
"GameUI_ContentStatusDisabled"	"Introduce una contraseña para activar el bloqueo."
"[english]GameUI_ContentStatusDisabled"	"Enter a password to enable the content lock."
"GameUI_ContentStatusEnabled"	"Introduce una contraseña para desactivar el bloqueo."
"[english]GameUI_ContentStatusEnabled"	"Enter a password to disable the content lock."
"GameUI_Enable"	"Activar"
"[english]GameUI_Enable"	"Enable"
"GameUI_Disable"	"Desactivar"
"[english]GameUI_Disable"	"Disable"
"GameUI_PasswordPrompt"	"Introduce una contraseña"
"[english]GameUI_PasswordPrompt"	"Please enter a password"
"GameUI_PasswordDisablePrompt"	"Introduce contraseña"
"[english]GameUI_PasswordDisablePrompt"	"Please enter password"
"GameUI_PasswordReentryPrompt"	"Reintroduce la contraseña"
"[english]GameUI_PasswordReentryPrompt"	"Re-enter a password"
"GameUI_Cancel"	"Cancelar"
"[english]GameUI_Cancel"	"Cancel"
"GameUI_Back"	"Atrás"
"[english]GameUI_Back"	"Back"
"GameUI_Apply"	"Aplicar"
"[english]GameUI_Apply"	"Apply"
"GameUI_DemoPlayer"	"Jugador de demo"
"[english]GameUI_DemoPlayer"	"Demo Player"
"GameUI_LoadDemo"	"Elige archivo de demo"
"[english]GameUI_LoadDemo"	"Choose Demo File"
"GameUI_Load"	"Cargar"
"[english]GameUI_Load"	"Load"
"GameUI_DemoFile"	"Archivo de demo"
"[english]GameUI_DemoFile"	"Demo File"
"GameUI_Map"	"Mapa"
"[english]GameUI_Map"	"Map"
"GameUI_Close"	"Cerrar"
"[english]GameUI_Close"	"Close"
"GameUI_NeverShowButton"	"No volver a mostrar este diálogo"
"[english]GameUI_NeverShowButton"	"Do not show this dialog again"
"GameUI_BonusMapsHelp"	"Selecciona un mapa de bonificación o un directorio y haz clic en 'Cargar'"
"[english]GameUI_BonusMapsHelp"	"Select a bonus map or folder below, then click 'Load'"
"GameUI_BonusMaps"	"MAPAS DE BONIFICACIÓN"
"[english]GameUI_BonusMaps"	"BONUS MAPS"
"GameUI_BonusMapsCompletion"	"Terminado"
"[english]GameUI_BonusMapsCompletion"	"Complete"
"GameUI_BonusMapsUnlocked"	"Bonificación +"
"[english]GameUI_BonusMapsUnlocked"	"+Bonus"
"GameUI_BonusMapsStandard"	"Estándar"
"[english]GameUI_BonusMapsStandard"	"Standard"
"GameUI_BonusMapsAdvanced"	"Avanzadas"
"[english]GameUI_BonusMapsAdvanced"	"Advanced"
"GameUI_BonusMapsBest"	"Mejor resultado: %s1"
"[english]GameUI_BonusMapsBest"	"Best: %s1"
"GameUI_BonusMapsGoal"	"Objetivo: %s1"
"[english]GameUI_BonusMapsGoal"	"Goal: %s1"
"GameUI_LoadGameHelp"	"Selecciona una partida guardada de esta lista y haz clic en 'Cargar'."
"[english]GameUI_LoadGameHelp"	"Select a saved game in the list below, then click 'Load game'."
"GameUI_LoadGame"	"CARGAR PARTIDA"
"[english]GameUI_LoadGame"	"LOAD GAME"
"GameUI_MultiplayerAdvanced"	"OPCIONES MULTIJUGADOR AVANZADAS"
"[english]GameUI_MultiplayerAdvanced"	"MULTIPLAYER ADVANCED"
"GameUI_MultiplayerCustomize"	"Personalizar multijugador"
"[english]GameUI_MultiplayerCustomize"	"Multiplayer Customize"
"GameUI_Multiplayer"	"Multijugador"
"[english]GameUI_Multiplayer"	"Multiplayer"
"GameUI_OK"	"Aceptar"
"[english]GameUI_OK"	"OK"
"GameUI_AdvancedEllipsis"	"Avanzadas..."
"[english]GameUI_AdvancedEllipsis"	"Advanced..."
"GameUI_AdvancedNoEllipsis"	"Avanzadas"
"[english]GameUI_AdvancedNoEllipsis"	"Advanced"
"GameUI_PlayerName"	"Nombre del jugador"
"[english]GameUI_PlayerName"	"Player name"
"GameUI_PrimaryColor"	"Color primario"
"[english]GameUI_PrimaryColor"	"Primary color"
"GameUI_SecondaryColor"	"Color secundario"
"[english]GameUI_SecondaryColor"	"Secondary color"
"GameUI_HighModels"	"Usar modelos de alta calidad"
"[english]GameUI_HighModels"	"Use high quality models"
"GameUI_PlayerModel"	"Modelo de jugador"
"[english]GameUI_PlayerModel"	"Player model"
"GameUI_SpraypaintImage"	"Imagen pulverizada"
"[english]GameUI_SpraypaintImage"	"Spraypaint image"
"GameUI_SpraypaintServerNote"	"Los cambios en tu imagen pulverizada tendrán efecto al entrar a un servidor."
"[english]GameUI_SpraypaintServerNote"	"Changes to your spraypaint image take effect when you join a server."
"GameUI_NewGame"	"NUEVA PARTIDA"
"[english]GameUI_NewGame"	"NEW GAME"
"GameUI_NewGameHelpText"	"Selecciona un nivel de dificultad o la sala de entrenamiento\ny haz clic en 'Jugar'."
"[english]GameUI_NewGameHelpText"	"Select a level of difficulty or the Training\nroom, then click 'Play'."
"GameUI_TrainingRoom"	"SALA DE ENTRENAMIENTO"
"[english]GameUI_TrainingRoom"	"TRAINING ROOM"
"GameUI_Easy"	"Fácil"
"[english]GameUI_Easy"	"Easy"
"GameUI_Medium"	"Media"
"[english]GameUI_Medium"	"Medium"
"GameUI_Hard"	"Difícil"
"[english]GameUI_Hard"	"Hard"
"GameUI_SelectSkill"	"SELECCIONAR DIFICULTAD DEL COMBATE"
