"lang"
{
"Language"	"portuguese"
"Tokens"
{
"addon_game_name"	"Nemestice"
"[english]addon_game_name"	"Nemestice"
"DOTA_GameMode_15"	"Nemestice"
"[english]DOTA_GameMode_15"	"Nemestice"
"DOTA_GameMode_19"	"Nemestice"
"[english]DOTA_GameMode_19"	"Nemestice"
"DOTA_HUD_Nemestice_Tower_Lost_Dire"	"Uma torre dos Dire foi destruída! As outras torres ficaram mais fortes! Torres restantes: <font color='#E99FB8'>{d:int_value}</font>."
"[english]DOTA_HUD_Nemestice_Tower_Lost_Dire"	"A Dire Tower has fallen! The <font color='#E99FB8'>{d:int_value}</font> tower(s) remaining grow stronger!"
"DOTA_HUD_Nemestice_Tower_Lost_Radiant"	"Uma torre dos Radiant foi destruída! As outras torres ficaram mais fortes! Torres restantes: <font color='#E99FB8'>{d:int_value}</font>."
"[english]DOTA_HUD_Nemestice_Tower_Lost_Radiant"	"A Radiant Tower has fallen! The <font color='#E99FB8'>{d:int_value}</font> tower(s) remaining grow stronger!"
"Nemestice_BattlePointsFound_DireFirstTower"	"Cada membro dos Dire ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem destruído a primeira torre!"
"[english]Nemestice_BattlePointsFound_DireFirstTower"	"The Dire earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for destroying the first tower!"
"Nemestice_BattlePointsFound_RadiantFirstTower"	"Cada membro dos Radiant ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem destruído a primeira torre!"
"[english]Nemestice_BattlePointsFound_RadiantFirstTower"	"The Radiant earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for destroying the first tower!"
"Nemestice_BattlePointsFound_RadiantMeteorStun"	"Cada membro dos Radiant ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por fazerem com que um herói inimigo fosse atingido por um meteorito!"
"[english]Nemestice_BattlePointsFound_RadiantMeteorStun"	"The Radiant earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for trapping an enemy hero under a meteorite!"
"Nemestice_BattlePointsFound_DireMeteorStun"	"Cada membro dos Dire ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por fazerem com que um herói inimigo fosse atingido por um meteorito!"
"[english]Nemestice_BattlePointsFound_DireMeteorStun"	"The Dire earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for trapping an enemy hero under a meteorite!"
"Nemestice_BattlePointsFound_RadiantShrineTeamfight"	"Cada membro dos Radiant ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem usado um Sacrário para ajudar numa luta!"
"[english]Nemestice_BattlePointsFound_RadiantShrineTeamfight"	"The Radiant earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for using a Shrine to help in their teamfight!"
"Nemestice_BattlePointsFound_DireShrineTeamfight"	"Cada membro dos Dire ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem usado um Sacrário para ajudar numa luta!"
"[english]Nemestice_BattlePointsFound_DireShrineTeamfight"	"The Dire earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for using a Shrine to help in their teamfight!"
"Nemestice_BattlePointsFound_RadiantNeutralSteal"	"Cada membro dos Radiant ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem roubado um item neutro!"
"[english]Nemestice_BattlePointsFound_RadiantNeutralSteal"	"The Radiant earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for stealing a neutral item!"
"Nemestice_BattlePointsFound_DireNeutralSteal"	"Cada membro dos Dire ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem roubado um item neutro!"
"[english]Nemestice_BattlePointsFound_DireNeutralSteal"	"The Dire earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for stealing a neutral item!"
"Nemestice_BattlePointsFound_RadiantFullChannel"	"Cada membro dos Radiant ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem concentrado por completo a energia de um meteorito!"
"[english]Nemestice_BattlePointsFound_RadiantFullChannel"	"The Radiant earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for channeling an entire meteorite!"
"Nemestice_BattlePointsFound_DireFullChannel"	"Cada membro dos Dire ganhou <font color='#E99FB8'>{d:int_value}</font> Pontos de Batalha por terem concentrado por completo a energia de um meteorito!"
"[english]Nemestice_BattlePointsFound_DireFullChannel"	"The Dire earned <font color='#E99FB8'>{d:int_value}</font> Battle Points each for channeling an entire meteorite!"
"DOTA_HUD_Nemestice_MeteorAnnouncement"	"Um meteorito está a cair!"
"[english]DOTA_HUD_Nemestice_MeteorAnnouncement"	"The Meteorite is coming!"
"DOTA_HUD_Nemestice_TowerAnnouncement_RadiantTowerFallen"	"Torre dos Radiant destruída..."
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_RadiantTowerFallen"	"Radiant's Tower has fallen..."
"DOTA_HUD_Nemestice_TowerAnnouncement_DireTowerFallen"	"Torre dos Dire destruída..."
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_DireTowerFallen"	"Dire's Tower has fallen..."
"DOTA_HUD_Nemestice_TowerAnnouncement_TowersRemaining_Plural"	"Restam {d:towers_remaining} torres"
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_TowersRemaining_Plural"	"{d:towers_remaining} Towers Remain"
"DOTA_HUD_Nemestice_TowerAnnouncement_TowersRemaining_Singular"	"Resta {d:towers_remaining} torre"
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_TowersRemaining_Singular"	"{d:towers_remaining} Tower Remains"
"DOTA_HUD_Nemestice_TowerAnnouncement_Kobolds"	"Kobolds Nemestizados juntaram-se à luta"
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_Kobolds"	"Nemestice-crazed Kobolds have joined the fight"
"DOTA_HUD_Nemestice_TowerAnnouncement_Priests"	"Priests Nemestizados juntaram-se à luta"
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_Priests"	"Nemestice-crazed Priests have joined the fight"
"DOTA_HUD_Nemestice_TowerAnnouncement_Hellbears"	"Hellbears Nemestizados juntaram-se à luta"
"[english]DOTA_HUD_Nemestice_TowerAnnouncement_Hellbears"	"Nemestice-crazed Hellbears have joined the fight"
"DOTA_HUD_Nemestice_Overtime"	"Prolongamento<br><span class=\"BoldMessageSmall\">+{d:extra_time}s adicionados</span>"
"[english]DOTA_HUD_Nemestice_Overtime"	"Overtime<br><span class=\"BoldMessageSmall\">+{d:extra_time}s Added</span>"
"DOTA_HUD_Nemestice_SuddenDeath"	"Morte Súbita"
"[english]DOTA_HUD_Nemestice_SuddenDeath"	"Sudden Death"
"npc_dota_tower_radiant_top"	"Radiant 1"
"[english]npc_dota_tower_radiant_top"	"Radiant 1"
"npc_dota_tower_radiant_mid_back"	"Radiant 2"
"[english]npc_dota_tower_radiant_mid_back"	"Radiant 2"
"npc_dota_tower_radiant_mid_forward"	"Radiant 3"
"[english]npc_dota_tower_radiant_mid_forward"	"Radiant 3"
"npc_dota_tower_radiant_bot"	"Radiant 4"
"[english]npc_dota_tower_radiant_bot"	"Radiant 4"
"npc_dota_tower_dire_top"	"Dire 1"
"[english]npc_dota_tower_dire_top"	"Dire 1"
"npc_dota_tower_dire_mid_forward"	"Dire 2"
"[english]npc_dota_tower_dire_mid_forward"	"Dire 2"
"npc_dota_tower_dire_mid_back"	"Dire 3"
"[english]npc_dota_tower_dire_mid_back"	"Dire 3"
"npc_dota_tower_dire_bot"	"Dire 4"
"[english]npc_dota_tower_dire_bot"	"Dire 4"
"DOTA_HUD_Nemestice_TimeLeft1"	"1"
"[english]DOTA_HUD_Nemestice_TimeLeft1"	"1"
"DOTA_HUD_Nemestice_TimeLeft2"	"2"
"[english]DOTA_HUD_Nemestice_TimeLeft2"	"2"
"DOTA_HUD_Nemestice_TimeLeft3"	"3"
"[english]DOTA_HUD_Nemestice_TimeLeft3"	"3"
"DOTA_HUD_Nemestice_TimeLeft10"	"Restam 10s"
"[english]DOTA_HUD_Nemestice_TimeLeft10"	"10s Remaining"
"DOTA_HUD_Nemestice_TimeLeft20"	"Restam 20s"
"[english]DOTA_HUD_Nemestice_TimeLeft20"	"20s Remaining"
"DOTA_nemestice_gameplay_tips_count"	"DICA {d:current_tip_num} DE {d:num_tips}"
"[english]DOTA_nemestice_gameplay_tips_count"	"TIP {d:current_tip_num} / {d:num_tips}"
"DOTA_nemestice_gameplay_tips_text"	"{s:tip_text}"
"[english]DOTA_nemestice_gameplay_tips_text"	"{s:tip_text}"
"DOTA_nemestice_gameplay_tip_00"	"Quando uma torre é destruída, todas as torres aliadas restantes ficam mais fortes."
