"lang"
{
	"Language"		"latam"
	"Tokens"
	{		
		//"npc_dota_event_npc_aghanim"				"Aghanim"
		"npc_dota_announcer_aghanim"				"Aghanim"

		"npc_dota_aghanim_clone_mecha"				"Aghanim"
		"npc_dota_aghanim_clone_mad_maghs"			"Aghanim"
		"npc_dota_aghanim_clone_goat"				"Aghanim"
		"npc_dota_aghanim_clone_dude"				"Aghanim"
		"npc_dota_aghanim_clone_bucket"				"Aghanim"
		"npc_dota_aghanim_clone_blacksmith"			"Aghanim"
		"npc_dota_aghanim_clone_barbarian"			"Aghanim"

		"DOTA_HUD_Upgrades_Cooldown"				"Reducción de tiempo de recarga"
		"DOTA_HUD_Upgrades_ManaCost"				"Reducción de costo de maná"
		
		"npc_dota_creature_yak"								"Yak Enfadado"
		"npc_dota_creature_frozen_giant"					"Glacial Gigante"
		"DOTA_Tooltip_modifier_frozen_giant_dance_smash"				"Golpe de danza"
		"DOTA_Tooltip_modifier_frozen_giant_dance_smash_Description"	"Armadura reducida en %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"npc_dota_creature_treant_miniboss"			"Centinela del Bosque"
		"npc_dota_creature_forest_bear"				"Kodiak Joven"
		"npc_dota_creature_small_eimermole"			"Pequeño Eimermole"
		"npc_dota_creature_large_eimermole"			"Eimermole Grande"
		"npc_dota_creature_fat_golem"				"Gólem Gordo"
		"npc_dota_creature_skeleton_mage"			"Mago de los Huesos"
		"npc_dota_creature_big_skeleton"			"Señor de los Huesos"
		"npc_dota_creature_small_skeleton"			"Esqueletín"
		"npc_dota_creature_skeleteeny"				"Esqueletón"
		"npc_dota_creature_tinker_turret"			"Torreta de Diez Toneladas"
		"npc_dota_creature_rattletrap"				"Rat-tat-tattletrap"
		"npc_dota_creature_crypt_bone_giant"		"Guardián de la Cripta"
		"npc_dota_crypt_gate_skeleton"				"Legión de la Cripta"
		"npc_dota_boss_earthshaker"					"Temblor Anciano"
		"npc_dota_creature_earthshaker_minion"		"Fanguito"
		"npc_dota_boss_clockwerk"					"Clonker"
		"npc_dota_boss_tinker"						"Tinkwerk"
		"npc_dota_creature_keen_minion"				"Hombrecito de Hojalata"
		"npc_dota_boss_tinker_structure"			"Nodo Ingenioso"
		"npc_aghsfort_morty_mango_orchard"			"Consumidor de Fruta"
		"npc_dota_creature_ogre_tank_mango_farmer"	"Vendedor de Fruta"
		"npc_dota_creature_aghsfort_primal_beast_boss"		"Primal Beast"
		"aghsfort_primal_beast_rock"				"Roca"
		"aghsfort_primal_beast_rock_golem"			"Gólem de Roca Primordial"
		"npc_dota_creature_slardar_smashy"			"Smashy"
		"npc_dota_creature_slardar_bashy"			"Bashy"
		"npc_dota_creature_fortress_crab"			"Crabby"
		"npc_dota_creature_thundergod_zeus"						"Zoos"
		"npc_dota_creature_large_thunder_mountain_guardian"		"Caballero del Trueno"
		"npc_dota_creature_small_thunder_mountain_guardian"		"Escudero del Trueno"	
		"npc_dota_creature_bear_cave_ursa_cub"					"Cachorro de Guarida"
		"npc_dota_creature_bear_cave_ursa"						"Protector de Guarida"
		"npc_dota_creature_stonehall_general"				"General de Stonehall"
		"npc_dota_creature_stonehall_melee_creep"			"Legionario de Stonehall"
		"npc_dota_creature_stonehall_ranged_creep"			"Capitán de Stonehall"
		"npc_dota_creature_bonus_chicken_small"				"Pollo"
		"npc_dota_creature_bonus_ogre_tank"					"Colega Hambriento"


		"npc_dota_creature_od_satyr"				"Merodeador de Otro Mundo"
		"npc_dota_creature_outworld"				"Meteorólogo de otro mundo"
		
		"npc_dota_creature_dire_assault_captain_diretide"	"Tratante Descompuesto"
		"npc_dota_creature_large_ogre_seal_diretide"		"Ogrofoca Descompuesto"
		"npc_dota_building_candy_well"						"Pozo de Caramelo"
		"npc_dota_creature_bucket_soldier"					"Embaucador Descompuesto"

		"npc_dota_creature_polarity_ghost_positive"			"Poltergeist Positivo"
		"npc_dota_creature_polarity_ghost_negative"			"Espanto Negativo"
		"npc_dota_creature_polarity_ghost_neutral"			"Fantasma Desinteresado"
		"npc_dota_creature_polarity_ghost_captain_positive"	"Poltergeist Positivo"
		"npc_dota_creature_polarity_ghost_captain_negative"	"Renacido Negativo"
		"npc_dota_creature_polarity_tower"					"Torre de Poder"

		"DOTA_Tooltip_modifier_polarity"					"Ajuste de tono"
		"DOTA_Tooltip_modifier_polarity_Description"		"Absorbe proyectiles que coincidan con el color de tu escudo. Intenta no desteñir."

		"npc_dota_creature_bloodbound_warlock_baby"			"Grimwar Loc"
		"npc_dota_creature_bloodbound_baby_ogre_magi"		"Bolsa de Sangre"
		"npc_dota_creature_bloodbound_ogre_magi"			"Ogre McGee"
		"npc_dota_creature_bloodbound_bloodseeker"			"Asistente de Carl"

		"npc_dota_creature_vengeful_spirit_captain"			"Capitán Vengativo"
		"npc_dota_creature_crystal_maiden_miniboss"			"Princesa de Hielo"
		"npc_dota_creature_ice_wolf"						"Aullador de Hielo"

		"npc_dota_creature_pugna_grandmaster"				"Gran Maestro Pugna"
		"npc_dota_creature_viper_hatchling"					"Cría de víbora"

		"npc_dota_creature_dark_willow_boss"				"Hada Corrupta"

		"npc_dota_creature_pull_urn"						"Drenaje"
		"npc_dota_creature_magnus_push"						"Barrendero"
		"npc_dota_creature_magnus"							"Custodio"
		"npc_dota_creature_eidolon"							"Plumero"
		
		
		//"DOTA_Tooltip_modifier_bloodbound"					"Bloodbound"
		//"DOTA_Tooltip_modifier_bloodbound_Description"		"Increased attack damage for each unit killed."

		"DOTA_Tooltip_modifier_bloodseeker_engorge"				"Congestionado"
		"DOTA_Tooltip_modifier_bloodseeker_engorge_Description"	"Número de bolsas de sangre consumidas."

		"DOTA_Tooltip_Ability_item_mango_orchard_mango"						"Mango Delicioso"
		"DOTA_Tooltip_Ability_mango_orchard_toss_mango"						"Lanzar Mango"	
		"DOTA_Tooltip_Ability_mango_orchard_toss_mango_Description"			"¡Lanza un Mango a un amigo!"	

		"DOTA_Tooltip_Ability_aghsfort_treant_miniboss_natures_guise"				"Apariencia de la Naturaleza"
		"DOTA_Tooltip_Ability_aghsfort_treant_miniboss_natures_guise_Description"	"Otorga la posibilidad de caminar sobre los árboles y un puñetazo inmovilizador."

		"DOTA_Tooltip_Ability_boss_earthshaker_smash"				"Golpear"
		"DOTA_Tooltip_Ability_boss_earthshaker_fissure"				"Fisura"

		"DOTA_Tooltip_Ability_boss_earthshaker_enchant_totem"		"Encantar Tótem"

		"DOTA_Tooltip_modifier_aghsfort_boss_earthshaker_enchant_totem_land_debuff" 			"Encantar Tótem"
		"DOTA_Tooltip_modifier_aghsfort_boss_earthshaker_enchant_totem_land_debuff_Description" "Esta unidad tiene el movimiento ralentizado."

		"DOTA_Tooltip_modifier_boss_dark_willow_shadow_realm_debuff"				"Reino de las Sombras"
		"DOTA_Tooltip_modifier_boss_dark_willow_shadow_realm_debuff_Description"	"Tocado por Reino de las Sombras del Hada Corrupta. Velocidad de movimiento reducida un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %%."

		"DOTA_Tooltip_Ability_boss_earthshaker_aftershock"			"Réplica"
		"DOTA_Tooltip_Ability_boss_earthshaker_echo_slam"			"Golpe Resonante"
		"DOTA_Tooltip_Ability_boss_earthshaker_quake"				"Terremoto"
		"DOTA_Tooltip_Ability_aghsfort_boss_earthshaker_skewer"		"Ensartar"

		"DOTA_Tooltip_modifier_boss_tinker_laser_debuff"				"Cegado por Láser"
		"DOTA_Tooltip_modifier_boss_tinker_laser_debuff_Description"	"Tiene un 100 %% de probabilidad de fallo."

		"DOTA_Tooltip_modifier_boss_tinker_polymorph"				"Transformar"
		"DOTA_Tooltip_modifier_boss_tinker_polymorph_Description"	"Esta unidad se ha transformado."

		"DOTA_Tooltip_Ability_boss_tinker_shivas"				"Shivas"
		"DOTA_Tooltip_Ability_boss_tinker_shivas_Description"	"Explosión con un área de efecto."

		"DOTA_Tooltip_modifier_aghsfort_treant_miniboss_natures_guise_root"				"Inmovilización por Apariencia de la Naturaleza"
		"DOTA_Tooltip_modifier_aghsfort_treant_miniboss_natures_guise_root_Description"	"Esta unidad no se puede mover."

		"DOTA_Tooltip_modifier_twilight_maze_vision_aura_effect"				"Laberinto Crepuscular"
		"DOTA_Tooltip_modifier_twilight_maze_vision_aura_effect_Description"	"Esta unidad tiene alcance de visión reducido."

		"DOTA_Tooltip_modifier_fat_golem_burst_debuff"				"Explosión Cadavérica"
		"DOTA_Tooltip_modifier_fat_golem_burst_debuff_Description"	"Silenciado."

		"DOTA_Tooltip_modifier_skeleton_mage_grenade"				"Granada de Mago de los Huesos"
