"lang"
{
"Language"	"japanese"
"Tokens"
{
"DemoOptions_MinimizeButton"	"デモオプション"
"[english]DemoOptions_MinimizeButton"	"Demo Options"
"Hero_ButtonCategory"	"ヒーロー"
"[english]Hero_ButtonCategory"	"Hero"
"Spawn_ButtonCategory"	"復活"
"[english]Spawn_ButtonCategory"	"Spawn"
"Misc_ButtonCategory"	"カスタマイズ"
"[english]Misc_ButtonCategory"	"Customize"
"Refresh_Button"	"リフレッシュ"
"[english]Refresh_Button"	"Refresh"
"LevelUp_Button"	"レベルアップ"
"[english]LevelUp_Button"	"Level Up"
"MaxLevel_Button"	"レベルを最大化"
"[english]MaxLevel_Button"	"Level to Max"
"FreeSpells_Button"	"スペル討ち放題"
"[english]FreeSpells_Button"	"Free Spells"
"Invulnerability_Button"	"無敵状態"
"[english]Invulnerability_Button"	"Invulnerability"
"Enemy_Button"	"敵"
"[english]Enemy_Button"	"Enemy"
"LevelUpEnemy_Button"	"敵をレベルアップ"
"[english]LevelUpEnemy_Button"	"Level Up Enemy"
"DummyTarget_Button"	"ダミーターゲット"
"[english]DummyTarget_Button"	"Dummy Target"
"RemoveSpawns_Button"	"敵ヒーローを削除"
"[english]RemoveSpawns_Button"	"Remove Spawns"
"SelectCosmetics_Button"	"新アイテムを装備"
"[english]SelectCosmetics_Button"	"Equip New Items"
"ChangeHero_Button"	"新ヒーローを選択"
"[english]ChangeHero_Button"	"Select New Hero"
"PauseDemo_Button"	"一時停止"
"[english]PauseDemo_Button"	"Pause"
"QuitDemo_Button"	"終了"
"[english]QuitDemo_Button"	"Quit"
"addon_game_name"	"ヒーローデモモード"
"[english]addon_game_name"	"Hero Demo Mode"
"Refresh_Msg"	"ヒーローをリフレッシュ"
"[english]Refresh_Msg"	"Hero Refreshed"
"LevelUp_Msg"	"ヒーローがレベルアップした"
"[english]LevelUp_Msg"	"Hero Levelled Up"
"MaxLevel_Msg"	"ヒーローレベルは最大"
"[english]MaxLevel_Msg"	"Hero Maxed Out"
"FreeSpellsOn_Msg"	"スペル討ち放題： On"
"[english]FreeSpellsOn_Msg"	"Free Spells: On"
"FreeSpellsOff_Msg"	"スペル討ち放題: Off"
"[english]FreeSpellsOff_Msg"	"Free Spells: Off"
"InvulnerabilityOn_Msg"	"無敵状態: On"
"[english]InvulnerabilityOn_Msg"	"Invulnerability: On"
"InvulnerabilityOff_Msg"	"無敵状態: Off"
"[english]InvulnerabilityOff_Msg"	"Invulnerability: Off"
"SpawnAlly_Msg"	"味方を呼び出した"
"[english]SpawnAlly_Msg"	"Ally Spawned"
"SpawnEnemy_Msg"	"敵を呼び出した"
"[english]SpawnEnemy_Msg"	"Enemy Spawned"
"MaxEnemies_Msg"	"これ以上敵を呼び出せません"
"[english]MaxEnemies_Msg"	"Can't spawn more enemies"
"LevelUpEnemy_Msg"	"敵がレベルアップした"
"[english]LevelUpEnemy_Msg"	"Enemies Levelled Up"
"SpawnDummyTarget_Msg"	"ダミーターゲットが出現"
"[english]SpawnDummyTarget_Msg"	"Dummy Target Spawned"
"RemoveSpawnedUnits_Msg"	"発生ユニットを削除した"
"[english]RemoveSpawnedUnits_Msg"	"Removed Spawned Units"
"LaneCreepsOn_Msg"	"レーンクリープ: On"
"[english]LaneCreepsOn_Msg"	"Lane Creeps: On"
"LaneCreepsOff_Msg"	"レーンクリープ: Off"
"[english]LaneCreepsOff_Msg"	"Lane Creeps: Off"
}
}
