"dota"
{
"TitleText"	"{s:TitleTextVar}"
"[english]TitleText"	"{s:TitleTextVar}"
"BodyText"	"{s:BodyTextVar}"
"[english]BodyText"	"{s:BodyTextVar}"
"ProgressText"	"{s:ProgressTextVar}"
"[english]ProgressText"	"{s:ProgressTextVar}"
"EndScreenClose"	"SALIR"
"[english]EndScreenClose"	"EXIT"
"InfoScreenClose"	"CONTINUAR"
"[english]InfoScreenClose"	"CONTINUE"
"ag_alert_InvulnerabilityTitle"	"Combate en pausa"
"[english]ag_alert_InvulnerabilityTitle"	"Combat Paused"
"ag_info_PreGamePrepTitle"	"Planificación: La clave de la victoria"
"[english]ag_info_PreGamePrepTitle"	"Planning: The Key to Victory"
"ag_info_PreGamePrepBody"	"En Dota, la planificación es tan importante como la habilidad. Los mejores equipos eligen héroes que se complementan entre ellos, se apoyan cuando son atacados e intentan acabar con un objetivo juntos. Todo esto lo irás aprendiendo con el tiempo. Por ahora, nos centraremos en hacerlo bien en un rol."
"[english]ag_info_PreGamePrepBody"	"In Dota, planning is just as important as skill. The best teams choose heroes which complement each other, support each other when under attack, and try to take objectives together. These are things you will learn with time. For now, we'll focus on doing well in one role."
"ag_info_YourRoleTitle"	"Tu misión: reunir poder y destruir al enemigo"
"[english]ag_info_YourRoleTitle"	"Your Role: Gather Power, then Destroy the Enemy"
"ag_info_YourRoleBody"	"En esta ocasión nos centraremos en reunir poder para la fase media y tardía de la partida.\n\nCon unos pocos niveles y objetos serás poderoso en las peleas y capaz de destruir torres enemigas rápidamente.\n\nLos bots que controlan a tus compañeros de equipo intentarán seguirte en lo que hagas."
"[english]ag_info_YourRoleBody"	"In this match you will focus on building toward Mid to Late Game power.\n\nWith a few levels and items you will be powerful in fights and able to destroy Towers quickly.\n\nThe bots which control your teammates will try to work around what you do."
"ag_info_GamePlanTitle"	"Plan de juego"
"[english]ag_info_GamePlanTitle"	"Game Plan"
"ag_info_GamePlanBody"	"1) Prepara a tu héroe comprando tus objetos iniciales\n2) Sobrevive en tu senda para ganar oro y experiencia\n3) Asesta el último golpe en los creeps para ganar oro adicional\n4) Compra objetos de la fase temprana del juego para fortalecer a tu héroe\n5) Destruye las torres enemigas con tu equipo\n6) Destruye los barracones enemigos\n7) Destruye la Fortaleza Ancestral enemiga para ganar la partida"
"[english]ag_info_GamePlanBody"	"1) Prepare by purchasing your Starting Items\n2) Survive in your lane to earn Gold and Experience\n3) Strike the Last Hit on creeps to earn additional gold\n4) Buy Early Game Items to strengthen your hero\n5) Destroy enemy Towers with teammates\n6) Destroy the enemy Barracks\n7) Destroy the enemy Ancient to win the match"
"ag_objective_LunaUnlockAbilityTitle"	"Aprender habilidad"
"[english]ag_objective_LunaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LunaUnlockAbilityBody"	"Pulsa el botón \"Nivel\" y aprende la habilidad Bendición Lunar."
"[english]ag_objective_LunaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Lunar Blessing ability."
"ag_objective_SvenUnlockAbilityTitle"	"Aprender habilidad"
"[english]ag_objective_SvenUnlockAbilityTitle"	"Learn Ability"
"ag_objective_SvenUnlockAbilityBody"	"Pulsa el botón \"Nivel\" y aprende la habilidad Martillo de la Tormenta."
"[english]ag_objective_SvenUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Storm Hammer ability."
"ag_objective_LinaUnlockAbilityTitle"	"Aprender habilidad"
"[english]ag_objective_LinaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LinaUnlockAbilityBody"	"Pulsa el botón \"Nivel\" y aprende la habilidad Esclavo Dracónico."
"[english]ag_objective_LinaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Dragon Slave ability."
"ag_info_AbilityItemBuildLunaTitle"	"Referencias de objetos y habilidades: Daño y supervivencia"
"[english]ag_info_AbilityItemBuildLunaTitle"	"Ability & Item Builds: Damage and Survival"
"ag_info_AbilityItemBuildLunaBody"	"En esta partida tus habilidades y objetos vendrán preestablecidos.\n\nA medida que avances, tus objetos te permitirán infligir mucho más daño con ataques que te curarán a la vez que rebotan entre tus objetivos. Esto te permitirá sobrevivir mientras cargas contra tus enemigos y lanzas tu poderosa habilidad definitiva, la cual puede destruirlos."
"[english]ag_info_AbilityItemBuildLunaBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will enable you to deal damaging attacks which also heal you as they bounce between targets. This will help you to survive as you charge enemies and launch your powerful ultimate ability, which can destroy nearby foes."
"ag_info_AbilityItemBuildSvenTitle"	"Referencias de objetos y habilidades: Resistencia y daño"
"[english]ag_info_AbilityItemBuildSvenTitle"	"Ability & Item Builds: Durability and Damage"
"ag_info_AbilityItemBuildSvenBody"	"En esta partida tus habilidades y objetos vendrán preestablecidos.\n\nA medida que avances, los objetos que compres aumentarán tu armadura y daño de ataque, lo que te permitirá recortar la distancia con tus enemigos y hacerlos pedazos."
"[english]ag_info_AbilityItemBuildSvenBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will increase your armor and attack damage, allowing you to close the distance to your enemy and then cut them down."
