"dota"
{
"TitleText"	"{s:TitleTextVar}"
"[english]TitleText"	"{s:TitleTextVar}"
"BodyText"	"{s:BodyTextVar}"
"[english]BodyText"	"{s:BodyTextVar}"
"ProgressText"	"{s:ProgressTextVar}"
"[english]ProgressText"	"{s:ProgressTextVar}"
"EndScreenClose"	"ИЗХОД"
"[english]EndScreenClose"	"EXIT"
"InfoScreenClose"	"ПРОДЪЛЖАВАНЕ"
"[english]InfoScreenClose"	"CONTINUE"
"ag_alert_InvulnerabilityTitle"	"Битката е паузирана"
"[english]ag_alert_InvulnerabilityTitle"	"Combat Paused"
"ag_info_PreGamePrepTitle"	"Планиране: Ключът към победата"
"[english]ag_info_PreGamePrepTitle"	"Planning: The Key to Victory"
"ag_info_PreGamePrepBody"	"В Dota, планирането е също толкова значимо, колкото и умението. Най-добрите отбори подбират герои, които се допълват взаимно. Така се подкрепят един друг, когато са атакувани и заедно опитват да превземат цели. Това са неща, които ще научите с течение на времето. За сега, ще се фокусираме над доброто представяне в една роля."
"[english]ag_info_PreGamePrepBody"	"In Dota, planning is just as important as skill. The best teams choose heroes which complement each other, support each other when under attack, and try to take objectives together. These are things you will learn with time. For now, we'll focus on doing well in one role."
"ag_info_YourRoleTitle"	"Ролята Ви: Натрупайте мощ, а след това унищожете врага"
"[english]ag_info_YourRoleTitle"	"Your Role: Gather Power, then Destroy the Enemy"
"ag_info_YourRoleBody"	"В този мач ще се фокусирате върху натрупването на мощ за средна до късна игрална фаза.\n\nС няколко нива и предмети ще бъдете могъщи в битките и способни бързо да унищожите кулите.\n\nБотовете, които контролират съотборниците Ви ще се опитат да работят спрямо Вашите действия."
"[english]ag_info_YourRoleBody"	"In this match you will focus on building toward Mid to Late Game power.\n\nWith a few levels and items you will be powerful in fights and able to destroy Towers quickly.\n\nThe bots which control your teammates will try to work around what you do."
"ag_info_GamePlanTitle"	"Игрален план"
"[english]ag_info_GamePlanTitle"	"Game Plan"
"ag_info_GamePlanBody"	"1) Пригответе се, като закупите началните предмети;\n2) Оцелейте в алеята си, за да печелите злато и опит;\n3) Нанасяйте последни удари на крийповете, за да печелите допълнително злато;\n4) Купете предметите за ранната фаза на играта, така ще подсилите своя герой;\n5) Унищожавайте вражески кули със съотборниците си;\n6) Унищожете вражеските бараки;\n7) Унищожете вражеския Ancient, за да спечелите мача."
"[english]ag_info_GamePlanBody"	"1) Prepare by purchasing your Starting Items\n2) Survive in your lane to earn Gold and Experience\n3) Strike the Last Hit on creeps to earn additional gold\n4) Buy Early Game Items to strengthen your hero\n5) Destroy enemy Towers with teammates\n6) Destroy the enemy Barracks\n7) Destroy the enemy Ancient to win the match"
"ag_objective_LunaUnlockAbilityTitle"	"Научаване на умение"
"[english]ag_objective_LunaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LunaUnlockAbilityBody"	"Натиснете бутона „Повишаване на нивото“ и научете умението Lunar Blessing."
"[english]ag_objective_LunaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Lunar Blessing ability."
"ag_objective_SvenUnlockAbilityTitle"	"Научаване на умение"
"[english]ag_objective_SvenUnlockAbilityTitle"	"Learn Ability"
"ag_objective_SvenUnlockAbilityBody"	"Натиснете бутона „Повишаване на нивото“ и научете умението Storm Hammer."
"[english]ag_objective_SvenUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Storm Hammer ability."
"ag_objective_LinaUnlockAbilityTitle"	"Научаване на умение"
"[english]ag_objective_LinaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LinaUnlockAbilityBody"	"Натиснете бутона „Повишаване на нивото“ и научете умението Dragon Slave."
"[english]ag_objective_LinaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Dragon Slave ability."
"ag_info_AbilityItemBuildLunaTitle"	"Умения и билдове за предмети: Щети и оцеляване"
"[english]ag_info_AbilityItemBuildLunaTitle"	"Ability & Item Builds: Damage and Survival"
"ag_info_AbilityItemBuildLunaBody"	"За този мач ще разполагате с предварително зададен ред за билда на уменията и предметите.\n\nКогато напреднете, Вашите предметите ще позволят да нанасяте щети с атаки, които същевременно Ви предоставят лечение, докато отскачат между целите. Това ще Ви помогне да оцелеете, докато щурмувате врагове и отприщвате своя мощен ултимат, който може да унищожи неприятелите наблизо."
"[english]ag_info_AbilityItemBuildLunaBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will enable you to deal damaging attacks which also heal you as they bounce between targets. This will help you to survive as you charge enemies and launch your powerful ultimate ability, which can destroy nearby foes."
"ag_info_AbilityItemBuildSvenTitle"	"Умения и билдове за предмети: Издръжливост и щети"
"[english]ag_info_AbilityItemBuildSvenTitle"	"Ability & Item Builds: Durability and Damage"
"ag_info_AbilityItemBuildSvenBody"	"За този мач ще разполагате с предварително зададен ред за билда на уменията и предметите.\n\nКогато напреднете, Вашите предметите ще увеличат бронята и щетите на атаката, позволявайки Ви да скъсите разстоянието до врага, а след това да ги посечете."
"[english]ag_info_AbilityItemBuildSvenBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will increase your armor and attack damage, allowing you to close the distance to your enemy and then cut them down."
