"dota"
{
"TitleText"	"{s:TitleTextVar}"
"[english]TitleText"	"{s:TitleTextVar}"
"BodyText"	"{s:BodyTextVar}"
"[english]BodyText"	"{s:BodyTextVar}"
"ProgressText"	"{s:ProgressTextVar}"
"[english]ProgressText"	"{s:ProgressTextVar}"
"EndScreenClose"	"POISTU"
"[english]EndScreenClose"	"EXIT"
"InfoScreenClose"	"JATKA"
"[english]InfoScreenClose"	"CONTINUE"
"ag_alert_InvulnerabilityTitle"	"Taistelu pysäytetty"
"[english]ag_alert_InvulnerabilityTitle"	"Combat Paused"
"ag_info_PreGamePrepTitle"	"Suunnittelu: Avain voittoon"
"[english]ag_info_PreGamePrepTitle"	"Planning: The Key to Victory"
"ag_info_PreGamePrepBody"	"Dotassa suunnittelu on yhtä tärkeää kuin taitokin. Parhaat tiimit valitsevat sankareita jotka täydentävät toisiaan, tukevat toisiaan hyökkäyksen aikana sekä yrittävät suorittaa tavoitteita yhdessä. Näitä asioita tulet oppimaan ajan myötä. Juuri nyt keskitymme olemaan hyödyksi yhdessä roolissa."
"[english]ag_info_PreGamePrepBody"	"In Dota, planning is just as important as skill. The best teams choose heroes which complement each other, support each other when under attack, and try to take objectives together. These are things you will learn with time. For now, we'll focus on doing well in one role."
"ag_info_YourRoleTitle"	"Roolisi: kerää ensin voimaa, tuhoa sitten vihollinen"
"[english]ag_info_YourRoleTitle"	"Your Role: Gather Power, then Destroy the Enemy"
"ag_info_YourRoleBody"	"Tässä erässä keskityt olemaan vahva pelin keski- ja loppuvaiheen aikana.\n\nMuutamalla tasolla ja esineellä olet tarpeeksi voimakas taisteluihin ja tornien nopeaan tuhoamiseen.\n\nLiittolaisiasi ohjaavat botit avustavat sinua parhaansa mukaan."
"[english]ag_info_YourRoleBody"	"In this match you will focus on building toward Mid to Late Game power.\n\nWith a few levels and items you will be powerful in fights and able to destroy Towers quickly.\n\nThe bots which control your teammates will try to work around what you do."
"ag_info_GamePlanTitle"	"Pelisuunnitelma"
"[english]ag_info_GamePlanTitle"	"Game Plan"
"ag_info_GamePlanBody"	"1) Valmistaudu ostamalla aloitusesineesi\n2) Selviydy linjalla, jotta saat kultaa ja kokemusta\n3) Saat ylimääräistä kultaa, jos isket kätyriin tappavan iskun\n4) Osta alkupelin esineitä sankarisi vahvistamiseksi\n5) Tuhoa vihollisen torneja tiimin avustuksella\n6) Tuhoa vihollisen parakit\n7) Tuhoa vihollisen päärakennus, jolloin voitat pelin"
"[english]ag_info_GamePlanBody"	"1) Prepare by purchasing your Starting Items\n2) Survive in your lane to earn Gold and Experience\n3) Strike the Last Hit on creeps to earn additional gold\n4) Buy Early Game Items to strengthen your hero\n5) Destroy enemy Towers with teammates\n6) Destroy the enemy Barracks\n7) Destroy the enemy Ancient to win the match"
"ag_objective_LunaUnlockAbilityTitle"	"Opi kyky"
"[english]ag_objective_LunaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LunaUnlockAbilityBody"	"Paina \"Uusi taso\" -nappia ja valitse Lunar Blessing -kyky."
"[english]ag_objective_LunaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Lunar Blessing ability."
"ag_objective_SvenUnlockAbilityTitle"	"Opi kyky"
"[english]ag_objective_SvenUnlockAbilityTitle"	"Learn Ability"
"ag_objective_SvenUnlockAbilityBody"	"Paina \"Uusi taso\" -nappia ja valitse Storm Hammer -kyky."
"[english]ag_objective_SvenUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Storm Hammer ability."
"ag_objective_LinaUnlockAbilityTitle"	"Opi kyky"
"[english]ag_objective_LinaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LinaUnlockAbilityBody"	"Paina \"Uusi taso\" -nappia ja valitse Dragon Slave -kyky."
"[english]ag_objective_LinaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Dragon Slave ability."
"ag_info_AbilityItemBuildLunaTitle"	"Kyky- & esinekokoonpanot: vahinko ja selviytyminen"
"[english]ag_info_AbilityItemBuildLunaTitle"	"Ability & Item Builds: Damage and Survival"
"ag_info_AbilityItemBuildLunaBody"	"Tässä pelissä sinulle on valittu valmiiksi kyky- ja esinekokonpanot.\n\nPelin edetessä ostat esineitä, joiden avulla hyökkäyksesi parantavat sinua samalla, kun ne poukkoilevat vihollisten välillä. Tämän avulla selviät hengissä pidempään, kun taistelet ja käytät ultimate-kykyäsi, joka voi tuhota viholliset kokonaan."
"[english]ag_info_AbilityItemBuildLunaBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will enable you to deal damaging attacks which also heal you as they bounce between targets. This will help you to survive as you charge enemies and launch your powerful ultimate ability, which can destroy nearby foes."
"ag_info_AbilityItemBuildSvenTitle"	"Kyky- & esinekokoonpanot: kestävyys ja vahinko"
"[english]ag_info_AbilityItemBuildSvenTitle"	"Ability & Item Builds: Durability and Damage"
"ag_info_AbilityItemBuildSvenBody"	"Tässä pelissä sinulle on valittu valmiiksi kyky- ja esinekokonpanot.\n\nPelin edetessä ostat esineitä, jotka lisäävät panssariasi ja vahinkoasi, jotta pääset vihollisen lähelle ja voit leikata tämän palasiksi."
