"dota"
{
"TitleText"	"{s:TitleTextVar}"
"[english]TitleText"	"{s:TitleTextVar}"
"BodyText"	"{s:BodyTextVar}"
"[english]BodyText"	"{s:BodyTextVar}"
"ProgressText"	"{s:ProgressTextVar}"
"[english]ProgressText"	"{s:ProgressTextVar}"
"EndScreenClose"	"BEENDEN"
"[english]EndScreenClose"	"EXIT"
"InfoScreenClose"	"WEITER"
"[english]InfoScreenClose"	"CONTINUE"
"ag_alert_InvulnerabilityTitle"	"Kampf pausiert"
"[english]ag_alert_InvulnerabilityTitle"	"Combat Paused"
"ag_info_PreGamePrepTitle"	"Planung: Der Schlüssel zum Erfolg"
"[english]ag_info_PreGamePrepTitle"	"Planning: The Key to Victory"
"ag_info_PreGamePrepBody"	"In Dota ist Planung genauso wichtig wie Fertigkeiten. Die besten Teams wählen Helden, die sich ergänzen, einander bei Angriffen unterstützen und zusammen Ziele erreichen. Diese Dinge lernen Sie mit der Zeit. Fürs erste konzentrieren wir uns darauf, mit einer Rolle gut zurechtzukommen."
"[english]ag_info_PreGamePrepBody"	"In Dota, planning is just as important as skill. The best teams choose heroes which complement each other, support each other when under attack, and try to take objectives together. These are things you will learn with time. For now, we'll focus on doing well in one role."
"ag_info_YourRoleTitle"	"Ihre Rolle: Kraft sammeln, dann den Gegner zerstören"
"[english]ag_info_YourRoleTitle"	"Your Role: Gather Power, then Destroy the Enemy"
"ag_info_YourRoleBody"	"In dieser Partie konzentrieren Sie sich darauf, Kräfte für den späteren Spielverlauf zu sammeln.\n\nMit ein paar Leveln und Gegenständen werden Sie in Kämpfen stark sein und Türme schnell zerstören können.\n\nDie Bots, die Ihre Teamkameraden steuern, werden versuchen sich Ihrem Spiel anzupassen."
"[english]ag_info_YourRoleBody"	"In this match you will focus on building toward Mid to Late Game power.\n\nWith a few levels and items you will be powerful in fights and able to destroy Towers quickly.\n\nThe bots which control your teammates will try to work around what you do."
"ag_info_GamePlanTitle"	"Spielplan"
"[english]ag_info_GamePlanTitle"	"Game Plan"
"ag_info_GamePlanBody"	"1) Bereiten Sie sich vor, indem Sie Ihre Startgegenstände kaufen\n2) Überleben Sie in Ihrer Lane, um Gold und Erfahrung zu sammeln\n3) Treffen Sie Last Hits auf Creeps, um zusätzliches Gold zu erhalten\n4) Kaufen Sie Gegenstände für die Anfangsphase, die Ihren Helden stärker machen\n5) Zerstören Sie zusammen mit Teamkameraden die gegnerischen Türme\n6) Zerstören Sie die gegnerischen Kasernen\n7) Zerstören Sie den gegnerischen Ancient, um die Partie zu gewinnen"
"[english]ag_info_GamePlanBody"	"1) Prepare by purchasing your Starting Items\n2) Survive in your lane to earn Gold and Experience\n3) Strike the Last Hit on creeps to earn additional gold\n4) Buy Early Game Items to strengthen your hero\n5) Destroy enemy Towers with teammates\n6) Destroy the enemy Barracks\n7) Destroy the enemy Ancient to win the match"
"ag_objective_LunaUnlockAbilityTitle"	"Fähigkeit lernen"
"[english]ag_objective_LunaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LunaUnlockAbilityBody"	"Klicken Sie auf die \"Levelaufstieg\"-Schaltfläche und lernen Sie die Fähigkeit \"Lunar Blessing\"."
"[english]ag_objective_LunaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Lunar Blessing ability."
"ag_objective_SvenUnlockAbilityTitle"	"Fähigkeit lernen"
"[english]ag_objective_SvenUnlockAbilityTitle"	"Learn Ability"
"ag_objective_SvenUnlockAbilityBody"	"Klicken Sie auf die \"Levelaufstieg\"-Schaltfläche und lernen Sie die Fähigkeit \"Storm Hammer\"."
"[english]ag_objective_SvenUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Storm Hammer ability."
"ag_objective_LinaUnlockAbilityTitle"	"Fähigkeit lernen"
"[english]ag_objective_LinaUnlockAbilityTitle"	"Learn Ability"
"ag_objective_LinaUnlockAbilityBody"	"Klicken Sie auf die \"Levelaufstieg\"-Schaltfläche und lernen Sie die Fähigkeit \"Dragon Slave\"."
"[english]ag_objective_LinaUnlockAbilityBody"	"Press the \"Level Up\" button and learn the Dragon Slave ability."
"ag_info_AbilityItemBuildLunaTitle"	"Fähigkeiten- und Gegenstandschemata: Schaden und Überleben"
"[english]ag_info_AbilityItemBuildLunaTitle"	"Ability & Item Builds: Damage and Survival"
"ag_info_AbilityItemBuildLunaBody"	"Für diese Partie haben Sie eine vorgeschriebene Reihenfolge für Ihre Fähigkeiten und Gegenstände.\n\nIm Laufe des Spiels werden Sie mit Ihren Gegenstände in der Lage sein, mächtige Angriffe auszuführen, die Sie außerdem heilen, während sie zwischen den Zielen herumspringen. Dies hilft ihnen zu überleben, während Sie Ihre Gegner stürmen und Ihre mächtige ultimative Fähigkeit einsetzen, die Gegner in der Nähe zerstören kann."
"[english]ag_info_AbilityItemBuildLunaBody"	"For this match you will have preset Ability and Item build orders.\n\nAs you progress, your items will enable you to deal damaging attacks which also heal you as they bounce between targets. This will help you to survive as you charge enemies and launch your powerful ultimate ability, which can destroy nearby foes."
"ag_info_AbilityItemBuildSvenTitle"	"Fähigkeiten- und Gegenstandschemata: Ausdauer und Schaden"
