"lang"
{
"Language"	"spanish"
"Tokens"
{
"DOTA_AttackMove"	"Ataque / Forzar ataque"
"DOTA_Move"	"Desplazarse"
"DOTA_UnitQuery"	"Buscar un objeto/unidad"
"DOTA_ExecuteAbility0"	"Habilidad 1"
"DOTA_ExecuteAbility1"	"Habilidad 2"
"DOTA_ExecuteAbility2"	"Habilidad 3"
"DOTA_ExecuteAbility3"	"Habilidad 4"
"DOTA_ExecuteAbility4"	"Habilidad 5"
"DOTA_ExecuteAbility5"	"Habilidad definitiva"
"DOTA_RespawnTime"	"Reapareciendo en %s1 seg."
"DOTA_RespawnTimeShort"	"Reaparición en %s1 segs"
"DOTA_UnitLevel"	"Nivel %s1"
"DOTA_StrengthStatus"	"%s1 FRZ"
"DOTA_STR"	"FRZ"
"DOTA_AgilityStatus"	"%s1 AGI"
"DOTA_AGI"	"AGI"
"DOTA_IntellectStatus"	"%s1 INT"
"DOTA_INT"	"INT"
"DOTA_DamageStatus"	"%s1 Daño"
"DOTA_ArmorStatus"	"%s1 Armadura"
"DOTA_ARMOR"	"ARMADURA"
"DOTA_UnitHold"	"Mantener la posición"
"DOTA_UnitStop"	"Detenerse"
"DOTA_LevelUp"	"NIVEL"
"DOTA_LevelUp_Req"	"Requiere Héroe de Nivel %s1"
"DOTA_AttributesUp"	"NIVEL %s1"
"DOTA_Abilities"	"HABILIDADES"
"DOTA_Items"	"OBJETOS EQUIPADOS"
"DOTA_HUDShop"	"TIENDA"
"DOTA_AttribArmor"	"Armadura"
"DOTA_AttribDamage"	"Daño"
"DOTA_More"	"MÁS"
"DOTA_Developer"	"Desarrollador"
"DOTA_NeedMana"	"%s1 seg"
"DOTA_ManaCost"	"COSTE DE MANÁ %s1"
"DOTA_Basics"	"BÁSICOS"
"DOTA_Upgrades"	"MEJORAS"
"DOTA_Attributes"	"ATRIBUTOS"
"DOTA_LevelLabel"	"Nivel: %s1"
"DOTA_StackCount"	"Acumulaciones: %s1"
"DOTA_Charges"	"Cargas: %s1"
"DOTA_Health"	"VIDA"
"DOTA_Mana"	"MANÁ"
"DOTA_Skills"	"HABILIDADES"
"DOTA_AttributeFooter"	"DAÑO: %s1 ARMADURA: %s2"
"DOTA_UnitSelection_Title"	"SELECCIÓN DE UNIDADES"
"DOTA_SelectHeroAndCenter"	"Seleccionar héroe y centrar cámara"
"DOTA_TabUnit"	"Rotar entre las Unidades Seleccionadas"
"DOTA_ControlGroup1"	"Grupo 1"
"DOTA_ControlGroup2"	"Grupo 2"
"DOTA_ControlGroup3"	"Grupo 3"
"DOTA_ControlGroup4"	"Grupo 4"
"DOTA_ControlGroup5"	"Grupo 5"
"DOTA_StatTooltip_Header"	"Atributos del héroe:\n\n"
"DOTA_StatTooltip_Strength"	"Fuerza:"
"DOTA_StatTooltip_Agility"	"Agilidad:"
"DOTA_StatTooltip_Intelligence"	"Inteligencia:"
"DOTA_StatTooltip_PrimaryAttrib"	" Atributo principal\n"
"DOTA_StatTooltip_StrengthBonus"	"- Cada punto aumenta la vida en 20\n- Cada punto aumenta la regeneración de vida en 0.03\n\n"
"DOTA_StatTooltip_AgilityBonus"	"- Cada 7 puntos aumenta la armadura en 1\n- Cada punto aumenta la velocidad de ataque en 1\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- Cada punto aumenta el maná en 12\n- Cada punto aumenta la regeneración de maná en 0.04\n- Cada 16 puntos aumenta el daño de tus hechizos un 1%\n"
"DOTA_StatTooltip_PrimaryBonus"	"- Cada punto aumenta el daño en 1\n"
"DOTA_StatTooltip_Buyback"	"Coste de resurrección: %s1\n"
"DOTA_GoodGuys"	"Los Radiant"
"DOTA_BadGuys"	"Los Dire"
"DOTA_Towers"	"Torres Restantes: %s1"
"DOTA_Barracks"	"Barracones: %s1"
"DOTA_NotAvailable"	"No Disponible"
"DOTA_MoveForward"	"Cámara hacia adelante"
"DOTA_MoveBack"	"Cámara hacia atrás"
"DOTA_MoveLeft"	"Cámara hacia la izquierda"
"DOTA_MoveRight"	"Cámara hacia la derecha"
"DOTA_CameraGrip"	"Arrastrar cámara"
"DOTA_HeroSelect"	"Seleccionar héroe"
"DOTA_HeroCenter"	"Centrar en Héroe"
"DOTA_HeroMoveHome"	"Mover Héroe a Base"
"DOTA_ControlGroupCycle"	"Siguiente unidad"
"DOTA_ControlGroup6"	"Grupo 6"
"DOTA_Escape"	"Salir"
"DOTA_Scoreboard"	"Puntuaciones"
"DOTA_Screenshot"	"Capturar pantalla"
"DOTA_Voice"	"Voz"
"DOTA_VoiceLane"	"Canal de Voz"
"DOTA_ChatGlobal"	"Chat global"
"DOTA_ChatTeam"	"Chat de equipo"
"DOTA_Learn_Abilities"	"Aprender habilidad"
"DOTA_Learn_Stats"	"Mejorar atributos"
"DOTA_UseActionItem_Key"	"Objeto de acción"
"DOTA_StatTooltip_TotalAttributesSkilled"	"Nivel de atributos: "
"DOTA_DmgArmorTooltip_AttackSpeed"	"Velocidad de ataque: "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"s por ataque"
"DOTA_DmgArmorTooltip_MoveSpeed"	"Velocidad de movimiento: "
"DOTA_DmgArmorTooltip_AttackDamage"	"Daño de ataque: "
"DOTA_DmgArmorTooltip_AttackRange"	"Alcance de ataque: "
"DOTA_DmgArmorTooltip_Armor"	"Armadura física: "
"DOTA_DmgArmorTooltip_DmgResist"	"Resistencia al daño físico: "
"DOTA_DmgArmorTooltip_MagicArmor"	"Armadura mágica: "
"DOTA_DmgArmorTooltip_MagicDmgResist"	"Resistencia al daño mágico: "
"DOTA_HeroTaunt_Key"	"Objeto de burla"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"Pantalla completa"
"DOTAUI_Window"	"Ventana"
"DOTAUI_BorderlessWindow"	"Ventana sin bordes"
"DOTA_Welcome"	"Bienvenido a DotA"
"DOTA_Chat_Team"	"[ALIADOS] %s1: %s2"
"DOTA_Chat_Team_Dead"	"*MUERTO*[ALIADOS] %s1: %s2"
"DOTA_Chat_Spec"	"[Espectador] %s1: %s2"
"DOTA_Chat_All"	"%s1: %s2"
"DOTA_Chat_PlayerKilled"	"¡%s1 ha machacado a %s2 por %s3 de oro!"
"DOTA_Chat_PlayerDenied"	"¡%s1 ha denegado a %s2!"
"DOTA_Chat_PlayerDeniedSelf"	"¡%s1 se ha suicidado!"
"DOTA_Chat_PlayerKilledGood"	"¡%s1 ha sido asesinado por los Dire! %s2 de oro repartido entre todos los héroes Dire."
"DOTA_Chat_PlayerKilledBad"	"¡%s1 ha sido asesinado por los Radiant! %s2 de oro repartido entre todos los héroes Radiant."
"DOTA_Chat_PlayerKilledGeneric"	"¡%s1 ha muerto a manos de un creep neutral!"
"DOTA_Chat_PlayerKilledAssist"	"¡%s1 ha sido asesinado! %s2 de oro repartido entre:"
"DOTA_Chat_TowerPlayerKilled"	"¡%s1 ha destruido una torre!"
"DOTA_Chat_TowerKilledGood"	"¡Los Dire han destruido una torre!"
"DOTA_Chat_TowerKilledBad"	"¡Los Radiant han destruido una torre!"
"DOTA_Chat_BarracksKilled"	"¡El barracón %s3 %s2 de %s1 ha sido destruido!"
"DOTA_Chat_TowerDenied"	"¡%s1 ha denegado una torre!"
"DOTA_Chat_FirstBlood"	"%s1 %s2 ha derramado sangre primero al matar a %s3."
"DOTA_Chat_DoubleKill"	"¡%s2 %s1 ha cometido un asesinato doble!"
"DOTA_Chat_TripleKill"	"¡%s2 %s1 ha cometido un asesinato TRIPLE!"
"DOTA_Chat_QuadKill"	"¡%s2 %s1 ha cometido una MASACRE!"
"DOTA_Chat_QuintupleKill"	"¡%s2 %s1 ESTÁ EXTERMINANDO!"
"DOTA_Chat_BuyBack"	"¡%s1 ha pagado para reincorporarse a la partida!"
"DOTA_Chat_PickedUpAegis"	"¡%s1 ha obtenido la Égida del Inmortal!"
"DOTA_Chat_KilledRoshanGood"	"¡Roshan ha sido asesinado por Los Radiant! ¡%s1 de oro van para cada héroe de Los Radiant!"
"DOTA_Chat_KilledRoshanBad"	"¡Roshan ha sido asesinado por Los Dire! ¡%s1 de oro van para cada héroe de Los Dire!"
"DOTA_Chat_SuperCreepsGood"	"Todos los barracones de los Dire han caído. ¡Los Radiant tienen ahora mega creeps!"
"DOTA_Chat_SuperCreepsBad"	"Todos los barracones de los Radiant han caído. ¡Los Dire tienen ahora mega creeps!"
"DOTA_Chat_ItemPurchase"	"¡%s1 ha comprado: %s2!"
"DOTA_Chat_Connect"	"%s1 se ha conectado a la partida."
"DOTA_Chat_Disconnect"	"%s1 se ha desconectado de la partida."
