"lang"
{
"Language"	"russian"
"Tokens"
{
"DOTA_AttackMove"	"Атаковать"
"DOTA_Move"	"Двигаться"
"DOTA_UnitQuery"	"Узнать об объекте/юните"
"DOTA_ExecuteAbility0"	"Способность №1"
"DOTA_ExecuteAbility1"	"Способность №2"
"DOTA_ExecuteAbility2"	"Способность №3"
"DOTA_ExecuteAbility3"	"Способность №4"
"DOTA_ExecuteAbility4"	"Способность №5"
"DOTA_ExecuteAbility5"	"Ульт"
"DOTA_RespawnTime"	"Вы вернетесь в игру через %s1 сек."
"DOTA_RespawnTimeShort"	"Возрождение через %s1 сек."
"DOTA_UnitLevel"	"%s1-й уровень"
"DOTA_StrengthStatus"	"%s1 СИЛ"
"DOTA_STR"	"СИЛ"
"DOTA_AgilityStatus"	"%s1 ЛОВ"
"DOTA_AGI"	"ЛОВ"
"DOTA_IntellectStatus"	"%s1 ИНТ"
"DOTA_INT"	"ИНТ"
"DOTA_DamageStatus"	"%s1 урона"
"DOTA_ArmorStatus"	"%s1 брони"
"DOTA_ARMOR"	"БРОНЯ"
"DOTA_UnitHold"	"Удерживать позицию"
"DOTA_UnitStop"	"Остановиться"
"DOTA_LevelUp"	"УРОВЕНЬ"
"DOTA_LevelUp_Req"	"Требуется %s1-й уровень героя"
"DOTA_AttributesUp"	"%s1-Й УРОВЕНЬ"
"DOTA_Abilities"	"СПОСОБНОСТИ"
"DOTA_Items"	"ИСПОЛЬЗУЕМЫЕ ПРЕДМЕТЫ"
"DOTA_HUDShop"	"ЛАВКА"
"DOTA_AttribArmor"	"Броня"
"DOTA_AttribDamage"	"Урон"
"DOTA_More"	"ПОДРОБНЕЕ"
"DOTA_Developer"	"Разработчик"
"DOTA_NeedMana"	"%s1 сек."
"DOTA_ManaCost"	"РАСХОД МАНЫ %s1"
"DOTA_Basics"	"ОСНОВНЫЕ"
"DOTA_Upgrades"	"УЛУЧШЕНИЯ"
"DOTA_Attributes"	"АТРИБУТЫ"
"DOTA_LevelLabel"	"Уровень: %s1"
"DOTA_StackCount"	"Количество: %s1"
"DOTA_Charges"	"Зарядов: %s1"
"DOTA_Health"	"ЗДОРОВЬЕ"
"DOTA_Mana"	"МАНА"
"DOTA_Skills"	"СПОСОБНОСТИ"
"DOTA_AttributeFooter"	"УРОН: %s1 БРОНЯ: %s2"
"DOTA_UnitSelection_Title"	"ВЫБОР ЮНИТА"
"DOTA_SelectHeroAndCenter"	"Выбрать героя и сцентрировать камеру"
"DOTA_TabUnit"	"Переключиться между выбранными юнитами"
"DOTA_ControlGroup1"	"1-я группа"
"DOTA_ControlGroup2"	"2-я группа"
"DOTA_ControlGroup3"	"3-я группа"
"DOTA_ControlGroup4"	"4-я группа"
"DOTA_ControlGroup5"	"5-я группа"
"DOTA_StatTooltip_Header"	"Характеристики героя:\n\n"
"DOTA_StatTooltip_Strength"	"Сила:"
"DOTA_StatTooltip_Agility"	"Ловкость:"
"DOTA_StatTooltip_Intelligence"	"Интеллект:"
"DOTA_StatTooltip_PrimaryAttrib"	"основная характеристика\n"
"DOTA_StatTooltip_StrengthBonus"	"- Каждое очко увеличивает здоровье на 20\n- Каждое очко увеличивает реген здоровья на 0,03\n"
"DOTA_StatTooltip_AgilityBonus"	"- Каждые 7 очков увеличивают броню на 1\n- Каждое очко увеличивает скорость атаки на 1\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- Каждое очко увеличивает запас маны на 12\n- Каждое очко увеличивает регенерацию маны на 0,04\n- Каждые 16 очков увеличивают урон способностей на 1%\n"
"DOTA_StatTooltip_PrimaryBonus"	"- Каждое очко увеличивает урон на 1\n"
"DOTA_StatTooltip_Buyback"	"Текущая цена выкупа: %s1\n"
"DOTA_GoodGuys"	"Силы Света"
"DOTA_BadGuys"	"Силы Тьмы"
"DOTA_Towers"	"Осталось башен: %s1"
"DOTA_Barracks"	"Казарм: %s1"
"DOTA_NotAvailable"	"Недоступно"
"DOTA_MoveForward"	"Сдвинуть камеру вперед"
"DOTA_MoveBack"	"Сдвинуть камеру назад"
"DOTA_MoveLeft"	"Сдвинуть камеру влево"
"DOTA_MoveRight"	"Сдвинуть камеру вправо"
"DOTA_CameraGrip"	"Зафиксировать камеру"
"DOTA_HeroSelect"	"Выбор героя"
"DOTA_HeroCenter"	"Центрировать камеру на герое"
"DOTA_HeroMoveHome"	"Отправить героя на базу"
"DOTA_ControlGroupCycle"	"След. юнит"
"DOTA_ControlGroup6"	"6-я группа"
"DOTA_Escape"	"Выход"
"DOTA_Scoreboard"	"Таблица результатов"
"DOTA_Screenshot"	"Скриншот"
"DOTA_Voice"	"Голос"
"DOTA_VoiceLane"	"Голос (на линии)"
"DOTA_ChatGlobal"	"Общий чат"
"DOTA_ChatTeam"	"Командный чат"
"DOTA_Learn_Abilities"	"Изучить способность"
"DOTA_Learn_Stats"	"Повысить характеристики"
"DOTA_UseActionItem_Key"	"Предмет действия"
"DOTA_StatTooltip_TotalAttributesSkilled"	"Уровень характеристик: "
"DOTA_DmgArmorTooltip_AttackSpeed"	"Скорость атаки: "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"сек. на атаку"
"DOTA_DmgArmorTooltip_MoveSpeed"	"Скорость передвижения: "
"DOTA_DmgArmorTooltip_AttackDamage"	"Урон: "
"DOTA_DmgArmorTooltip_AttackRange"	"Дальность атаки: "
"DOTA_DmgArmorTooltip_Armor"	"Физическая броня: "
"DOTA_DmgArmorTooltip_DmgResist"	"Сопротивление физическому урону: "
"DOTA_DmgArmorTooltip_MagicArmor"	"Магическая броня: "
"DOTA_DmgArmorTooltip_MagicDmgResist"	"Сопротивление магическому урону: "
"DOTA_HeroTaunt_Key"	"Насмешка"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"На весь экран"
"DOTAUI_Window"	"В окне"
"DOTAUI_BorderlessWindow"	"В окне без рамки"
"DOTA_Welcome"	"Добро пожаловать в DotA"
"DOTA_Chat_Team"	"[СОЮЗНИКАМ] %s1: %s2"
"DOTA_Chat_Team_Dead"	"*МЕРТВ*[СОЮЗНИКАМ] %s1: %s2"
"DOTA_Chat_Spec"	"[Зритель] %s1: %s2"
"DOTA_Chat_All"	"%s1: %s2"
"DOTA_Chat_PlayerKilled"	"%s1 получает %s3 золота за голову %s2!"
"DOTA_Chat_PlayerDenied"	"%s1 не отдает врагу игрока %s2!"
"DOTA_Chat_PlayerDeniedSelf"	"%s1 совершает самоубийство!"
"DOTA_Chat_PlayerKilledGood"	"Силы Тьмы убивают %s1! %s2 золота разделено между героями сил Тьмы."
"DOTA_Chat_PlayerKilledBad"	"Силы Света убивают %s1! %s2 золота разделено между героями сил Света."
"DOTA_Chat_PlayerKilledGeneric"	"Нейтральный крип убивает %s1!"
"DOTA_Chat_PlayerKilledAssist"	"%s1 погибает! %s2 золота разделено между нападавшими:"
"DOTA_Chat_TowerPlayerKilled"	"%s1 разрушает башню!"
"DOTA_Chat_TowerKilledGood"	"Силы Тьмы разрушили башню!"
"DOTA_Chat_TowerKilledBad"	"Силы Света разрушили башню!"
"DOTA_Chat_BarracksKilled"	"Казармы %s3 сил %s1 на %s2 линии разрушены!"
"DOTA_Chat_TowerDenied"	"%s1 не отдает башню врагу!"
"DOTA_Chat_FirstBlood"	"%s1 %s2 проливает первую кровь, убив %s3!"
"DOTA_Chat_DoubleKill"	"%s1 %s2 совершает двойное убийство!"
"DOTA_Chat_TripleKill"	"%s1 %s2 совершает ТРОЙНОЕ убийство!"
"DOTA_Chat_QuadKill"	"%s1 %s2 совершает УЛЬТРА-УБИЙСТВО!"
"DOTA_Chat_QuintupleKill"	"%s1 %s2 БУЙСТВУЕТ!!"
"DOTA_Chat_BuyBack"	"%s1 выкупается в игру!"
"DOTA_Chat_PickedUpAegis"	"%s1 подбирает Aegis of the Immortal!"
"DOTA_Chat_KilledRoshanGood"	"Силы Света убили Рошана! Каждый герой Сил Света получил по %s1 золота!"
"DOTA_Chat_KilledRoshanBad"	"Силы Тьмы убили Рошана! Каждый герой сил Тьмы получил по %s1 золота!"
"DOTA_Chat_SuperCreepsGood"	"Все казармы сил Тьмы разрушены. Теперь у сил Света мегакрипы!"
"DOTA_Chat_SuperCreepsBad"	"Все казармы сил Света разрушены. Теперь у сил Тьмы мегакрипы!"
"DOTA_Chat_ItemPurchase"	"%s1 приобретает %s2!"
"DOTA_Chat_Connect"	"%s1 подключается к игре."
"DOTA_Chat_Disconnect"	"%s1 отключается от игры."
"DOTA_Chat_DisconnectWaitForReconnect"	"%s1 отключается от игры. Пожалуйста, дождитесь повторного подключения."
