"lang"
{
"Language"	"polish"
"Tokens"
{
"DOTA_AttackMove"	"Ruch ofensywny / Wymuś atak"
"DOTA_Move"	"Ruch"
"DOTA_UnitQuery"	"Kolejkuj obiekt/jednostkę"
"DOTA_ExecuteAbility0"	"Umiejętność 1"
"DOTA_ExecuteAbility1"	"Umiejętność 2"
"DOTA_ExecuteAbility2"	"Umiejętność 3"
"DOTA_ExecuteAbility3"	"Umiejętność 4"
"DOTA_ExecuteAbility4"	"Umiejętność 5"
"DOTA_ExecuteAbility5"	"Umiejętność ostateczna"
"DOTA_RespawnTime"	"Odrodzenie za %s1 s"
"DOTA_RespawnTimeShort"	"Odrodzenie za %s1 s"
"DOTA_UnitLevel"	"Poziom %s1"
"DOTA_StrengthStatus"	"%s1 SI"
"DOTA_STR"	"SI"
"DOTA_AgilityStatus"	"%s1 ZR"
"DOTA_AGI"	"ZR"
"DOTA_IntellectStatus"	"%s1 IN"
"DOTA_INT"	"IN"
"DOTA_DamageStatus"	"Obrażenia: %s1"
"DOTA_ArmorStatus"	"Pancerz: %s1"
"DOTA_ARMOR"	"PANCERZ"
"DOTA_UnitHold"	"Utrzymaj pozycję"
"DOTA_UnitStop"	"Zatrzymaj"
"DOTA_LevelUp"	"AWANS"
"DOTA_LevelUp_Req"	"Wymaga %s1 poziomu bohatera"
"DOTA_AttributesUp"	"POZIOM %s1"
"DOTA_Abilities"	"UMIEJĘTNOŚCI"
"DOTA_Items"	"NOSZONE PRZEDMIOTY"
"DOTA_HUDShop"	"SKLEP"
"DOTA_AttribArmor"	"Pancerz"
"DOTA_AttribDamage"	"Obrażenia"
"DOTA_More"	"WIĘCEJ"
"DOTA_Developer"	"Twórca gry"
"DOTA_NeedMana"	"%s1 s"
"DOTA_ManaCost"	"KOSZT MANY %s1"
"DOTA_Basics"	"PODSTAWY"
"DOTA_Upgrades"	"ULEPSZENIA"
"DOTA_Attributes"	"ATRYBUTY"
"DOTA_LevelLabel"	"Poziom: %s1"
"DOTA_StackCount"	"Liczba: %s1"
"DOTA_Charges"	"Ładunki: %s1"
"DOTA_Health"	"ZDROWIE"
"DOTA_Mana"	"MANA"
"DOTA_Skills"	"UMIEJĘTNOŚCI"
"DOTA_AttributeFooter"	"OBRAŻENIA: %s1 PANCERZ: %s2"
"DOTA_UnitSelection_Title"	"WYBÓR JEDNOSTKI"
"DOTA_SelectHeroAndCenter"	"Wybierz bohatera i wyśrodkuj kamerę"
"DOTA_TabUnit"	"Przełącz pomiędzy wybranymi jednostkami"
"DOTA_ControlGroup1"	"Grupa 1"
"DOTA_ControlGroup2"	"Grupa 2"
"DOTA_ControlGroup3"	"Grupa 3"
"DOTA_ControlGroup4"	"Grupa 4"
"DOTA_ControlGroup5"	"Grupa 5"
"DOTA_StatTooltip_Header"	"Atrybuty bohatera:\n\n"
"DOTA_StatTooltip_Strength"	"Siła:"
"DOTA_StatTooltip_Agility"	"Zręczność:"
"DOTA_StatTooltip_Intelligence"	"Inteligencja:"
"DOTA_StatTooltip_PrimaryAttrib"	"&nbsp;atrybut bazowy\n"
"DOTA_StatTooltip_StrengthBonus"	"- Każdy punkt zwiększa liczbę punktów zdrowia o 20\n- Każdy punkt przyspiesza regenerację zdrowia o 0,03\n"
"DOTA_StatTooltip_AgilityBonus"	"- Każde 7 punktów zwiększa wartość pancerza o 1\n- Każdy punkt zwiększa szybkość ataku o 1\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- Każdy punkt zwiększa liczbę punktów many o 12\n- Każdy punkt przyśpiesza regenerację many o 0,04\n- Każde 16 punktów zwiększa obrażenia od czarów o 1%\n"
"DOTA_StatTooltip_PrimaryBonus"	"- Każdy punkt zwiększa zadawane obrażenia o 1\n"
"DOTA_StatTooltip_Buyback"	"Obecny koszt wykupienia: %s1\n"
"DOTA_GoodGuys"	"Świetliści"
"DOTA_BadGuys"	"Mroczni"
"DOTA_Towers"	"Pozostałe wieże: %s1"
"DOTA_Barracks"	"Koszary: %s1"
"DOTA_NotAvailable"	"Niedostępne"
"DOTA_MoveForward"	"Kamera w górę"
"DOTA_MoveBack"	"Kamera w dół"
"DOTA_MoveLeft"	"Kamera w lewo"
"DOTA_MoveRight"	"Kamera w prawo"
"DOTA_CameraGrip"	"Chwycenie kamery"
"DOTA_HeroSelect"	"Wybierz bohatera"
"DOTA_HeroCenter"	"Wyśrodkuj na bohaterze"
"DOTA_HeroMoveHome"	"Powrót do bazy"
"DOTA_ControlGroupCycle"	"Następna jednostka"
"DOTA_ControlGroup6"	"Grupa 6"
"DOTA_Escape"	"Usuń zaznaczenie"
"DOTA_Scoreboard"	"Tabela wyników"
"DOTA_Screenshot"	"Zrzut ekranu"
"DOTA_Voice"	"Czat głosowy"
"DOTA_VoiceLane"	"Komenda głosowa - ścieżka"
"DOTA_ChatGlobal"	"Czat ogólny"
"DOTA_ChatTeam"	"Czat drużynowy"
"DOTA_Learn_Abilities"	"Wybierz umiejętność"
"DOTA_Learn_Stats"	"Zwiększ atrybuty"
"DOTA_UseActionItem_Key"	"Przedmiot działania"
"DOTA_StatTooltip_TotalAttributesSkilled"	"Poziom atrybutów: "
"DOTA_DmgArmorTooltip_AttackSpeed"	"Szybkość ataku: "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"s na atak"
"DOTA_DmgArmorTooltip_MoveSpeed"	"Szybkość ruchu: "
"DOTA_DmgArmorTooltip_AttackDamage"	"Zadawane obrażenia: "
"DOTA_DmgArmorTooltip_AttackRange"	"Zasięg ataku: "
"DOTA_DmgArmorTooltip_Armor"	"Pancerz: "
"DOTA_DmgArmorTooltip_DmgResist"	"Odporność na obrażenia fizyczne: "
"DOTA_DmgArmorTooltip_MagicArmor"	"Pancerz magiczny: "
"DOTA_DmgArmorTooltip_MagicDmgResist"	"Odporność na obrażenia magiczne: "
"DOTA_HeroTaunt_Key"	"Drwina"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"Pełny ekran"
"DOTAUI_Window"	"W oknie"
"DOTAUI_BorderlessWindow"	"W oknie (bez ramki)"
"DOTA_Welcome"	"Witamy w DotA"
"DOTA_Chat_Team"	"[SOJUSZNICY] %s1: %s2"
"DOTA_Chat_Team_Dead"	"*MARTWY*[SOJUSZNICY] %s1: %s2"
"DOTA_Chat_Spec"	"[Widz] %s1: %s2"
"DOTA_Chat_All"	"%s1: %s2"
"DOTA_Chat_PlayerKilled"	"Gracz %s1 zabił gracza %s2 w zamian za %s3 złota!"
"DOTA_Chat_PlayerDenied"	"Gracz %s1 dobił gracza %s2!"
"DOTA_Chat_PlayerDeniedSelf"	"Gracz %s1 popełnił samobójstwo!"
"DOTA_Chat_PlayerKilledGood"	"Gracz %s1 właśnie zginął z rąk Mrocznych! %s2 złota zostało podzielone pomiędzy wszystkich bohaterów Mrocznych."
"DOTA_Chat_PlayerKilledBad"	"Gracz %s1 właśnie zginął z rąk Świetlistych! %s2 złota zostało podzielone pomiędzy wszystkich bohaterów Świetlistych."
"DOTA_Chat_PlayerKilledGeneric"	"Gracz %s1 właśnie zginął z ręki neutralnego creepa!"
"DOTA_Chat_PlayerKilledAssist"	"Gracz %s1 właśnie zginął! Rozdzielono %s2 złota pomiędzy:"
"DOTA_Chat_TowerPlayerKilled"	"Gracz %s1 zniszczył wieżę!"
"DOTA_Chat_TowerKilledGood"	"Wieża została zniszczona przez Mrocznych!"
"DOTA_Chat_TowerKilledBad"	"Wieża została zniszczona przez Świetlistych!"
"DOTA_Chat_BarracksKilled"	"%s2 koszary %s3 %s1 zostały zniszczone!"
"DOTA_Chat_TowerDenied"	"Gracz %s1 dobił wieżę!"
"DOTA_Chat_FirstBlood"	"Gracz %s1 %s2 zabił gracza %s3 i przelał pierwszą krew"
"DOTA_Chat_DoubleKill"	"Gracz %s1 %s2 dokonał podwójnego zabójstwa!"
"DOTA_Chat_TripleKill"	"Gracz %s1 %s2 dokonał POTRÓJNEGO zabójstwa!"
"DOTA_Chat_QuadKill"	"Gracz %s1 %s2 dokonał ULTRAZABÓJSTWA!"
"DOTA_Chat_QuintupleKill"	"%s1 %s2 WPADA W SZAŁ!!"
"DOTA_Chat_BuyBack"	"Gracz %s1 właśnie wykupił powrót do gry!"
"DOTA_Chat_PickedUpAegis"	"Gracz %s1 podniósł Aegis of the Immortal!"
"DOTA_Chat_KilledRoshanGood"	"Świetliści zabili Roshana! %s1 złota dla każdego z bohaterów Świetlistych!"
"DOTA_Chat_KilledRoshanBad"	"Mroczni zabili Roshana! %s1 złota dla każdego z bohaterów Mrocznych!"
