"lang"
{
"Language"	"korean"
"Tokens"
{
"DOTA_AttackMove"	"공격 이동/강제 공격"
"DOTA_Move"	"이동"
"DOTA_UnitQuery"	"객체/유닛 명령"
"DOTA_ExecuteAbility0"	"능력 1"
"DOTA_ExecuteAbility1"	"능력 2"
"DOTA_ExecuteAbility2"	"능력 3"
"DOTA_ExecuteAbility3"	"능력 4"
"DOTA_ExecuteAbility4"	"능력 5"
"DOTA_ExecuteAbility5"	"궁극기"
"DOTA_RespawnTime"	"%s1초 후 부활"
"DOTA_RespawnTimeShort"	"%s1초 후 부활"
"DOTA_UnitLevel"	"레벨 %s1"
"DOTA_StrengthStatus"	"힘 %s1"
"DOTA_STR"	"힘"
"DOTA_AgilityStatus"	"민첩 %s1"
"DOTA_AGI"	"민첩"
"DOTA_IntellectStatus"	"지능 %s1"
"DOTA_INT"	"지능"
"DOTA_DamageStatus"	"%s1의 피해"
"DOTA_ArmorStatus"	"방어력 %s1"
"DOTA_ARMOR"	"방어력"
"DOTA_UnitHold"	"위치 고정"
"DOTA_UnitStop"	"정지"
"DOTA_LevelUp"	"레벨 상승"
"DOTA_LevelUp_Req"	"요구 영웅 레벨 %s1"
"DOTA_AttributesUp"	"레벨 %s1"
"DOTA_Abilities"	"기술"
"DOTA_Items"	"착용된 아이템"
"DOTA_HUDShop"	"상점"
"DOTA_AttribArmor"	"방어력"
"DOTA_AttribDamage"	"피해"
"DOTA_More"	"기타"
"DOTA_Developer"	"개발자"
"DOTA_NeedMana"	"%s1초"
"DOTA_ManaCost"	"마나 소모 %s1"
"DOTA_Basics"	"기본 아이템"
"DOTA_Upgrades"	"강화"
"DOTA_Attributes"	"능력치"
"DOTA_LevelLabel"	"레벨: %s1"
"DOTA_StackCount"	"소지: %s1"
"DOTA_Charges"	"횟수: %s1"
"DOTA_Health"	"체력"
"DOTA_Mana"	"마나"
"DOTA_Skills"	"기술"
"DOTA_AttributeFooter"	"피해: %s1 방어력: %s2"
"DOTA_UnitSelection_Title"	"유닛 선택"
"DOTA_SelectHeroAndCenter"	"선택된 영웅 중심으로 카메라 정렬"
"DOTA_TabUnit"	"선택된 유닛 순환"
"DOTA_ControlGroup1"	"부대 1"
"DOTA_ControlGroup2"	"부대 2"
"DOTA_ControlGroup3"	"부대 3"
"DOTA_ControlGroup4"	"부대 4"
"DOTA_ControlGroup5"	"부대 5"
"DOTA_StatTooltip_Header"	"영웅 능력치:\n\n"
"DOTA_StatTooltip_Strength"	"힘:"
"DOTA_StatTooltip_Agility"	"민첩:"
"DOTA_StatTooltip_Intelligence"	"지능:"
"DOTA_StatTooltip_PrimaryAttrib"	" 주 능력치\n"
"DOTA_StatTooltip_StrengthBonus"	"- 능력치 1당 증가하는 체력: 20\n- 능력치 1당 증가하는 체력 회복: 0.03\n"
"DOTA_StatTooltip_AgilityBonus"	"- 능력치 7당 증가하는 방어력: 1\n- 능력치 1당 증가하는 공격 속도: 1\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- 능력치 1당 증가하는 마나: 12\n- 능력치 1당 증가하는 마나 회복: 0.04\n- 능력치 16당 증가하는 주문 공격력: 1%"
"DOTA_StatTooltip_PrimaryBonus"	"- 능력치 1당 증가하는 피해: 1\n"
"DOTA_StatTooltip_Buyback"	"골드 부활 비용: %s1\n"
"DOTA_GoodGuys"	"래디언트"
"DOTA_BadGuys"	"다이어"
"DOTA_Towers"	"남은 포탑 수: %s1"
"DOTA_Barracks"	"병영: %s1"
"DOTA_NotAvailable"	"사용 불가"
"DOTA_MoveForward"	"카메라 전방 이동"
"DOTA_MoveBack"	"카메라 후방 이동"
"DOTA_MoveLeft"	"카메라 좌측 이동"
"DOTA_MoveRight"	"카메라 우측 이동"
"DOTA_CameraGrip"	"카메라 고정"
"DOTA_HeroSelect"	"영웅 선택"
"DOTA_HeroCenter"	"영웅 중앙 시점"
"DOTA_HeroMoveHome"	"영웅 기지 귀환"
"DOTA_ControlGroupCycle"	"다음 유닛"
"DOTA_ControlGroup6"	"부대 6"
"DOTA_Escape"	"뒤로 가기"
"DOTA_Scoreboard"	"점수판"
"DOTA_Screenshot"	"스크린샷"
"DOTA_Voice"	"음성 대화"
"DOTA_VoiceLane"	"음성 대화 대상"
"DOTA_ChatGlobal"	"전체 대화"
"DOTA_ChatTeam"	"팀 대화"
"DOTA_Learn_Abilities"	"기술 배우기"
"DOTA_Learn_Stats"	"능력치 향상"
"DOTA_UseActionItem_Key"	"시전 아이템 사용"
"DOTA_StatTooltip_TotalAttributesSkilled"	"능력치 레벨: "
"DOTA_DmgArmorTooltip_AttackSpeed"	"공격 속도: "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"초마다 공격"
"DOTA_DmgArmorTooltip_MoveSpeed"	"이동 속도: "
"DOTA_DmgArmorTooltip_AttackDamage"	"공격 피해: "
"DOTA_DmgArmorTooltip_AttackRange"	"공격 범위: "
"DOTA_DmgArmorTooltip_Armor"	"물리 방어력: "
"DOTA_DmgArmorTooltip_DmgResist"	"물리 피해 저항력: "
"DOTA_DmgArmorTooltip_MagicArmor"	"마법 방어력: "
"DOTA_DmgArmorTooltip_MagicDmgResist"	"마법 피해 저항력: "
"DOTA_HeroTaunt_Key"	"도발 아이템"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"전체 화면"
"DOTAUI_Window"	"창 모드"
"DOTAUI_BorderlessWindow"	"테두리 없는 창"
"DOTA_Welcome"	"도타에 오신 여러분을 환영합니다!"
"DOTA_Chat_Team"	"[아군] %s1: %s2"
"DOTA_Chat_Team_Dead"	"*사망*[아군] %s1: %s2"
"DOTA_Chat_Spec"	"[관전자] %s1: %s2"
"DOTA_Chat_All"	"%s1: %s2"
"DOTA_Chat_PlayerKilled"	"%s1 님이 %s2 님을 쓰러뜨려 %s3 골드를 획득했습니다!"
"DOTA_Chat_PlayerDenied"	"%s1 님이 %s2|을|를| 디나이했습니다!"
"DOTA_Chat_PlayerDeniedSelf"	"%s1 님이 자살했습니다!"
"DOTA_Chat_PlayerKilledGood"	"%s1 님이 다이어 진영에 죽었습니다! 다이어 영웅 모두에게 %s2골드가 분배됩니다."
"DOTA_Chat_PlayerKilledBad"	"%s1 님이 래디언트 진영에 죽었습니다! 래디언트 영웅 모두에게 %s2골드가 분배됩니다."
"DOTA_Chat_PlayerKilledGeneric"	"%s1 님이 중립 크립에게 죽었습니다!"
"DOTA_Chat_PlayerKilledAssist"	"%s1 님이 사망했습니다! %s2 골드가 다음 조력자에게 분배됩니다. -"
"DOTA_Chat_TowerPlayerKilled"	"%s1 님이 포탑을 파괴했습니다!"
"DOTA_Chat_TowerKilledGood"	"다이어 진영이 포탑을 파괴했습니다!"
"DOTA_Chat_TowerKilledBad"	"래디언트 진영이 포탑을 파괴했습니다!"
"DOTA_Chat_BarracksKilled"	"%s1 %s2 %s3 병영이 파괴되었습니다!"
"DOTA_Chat_TowerDenied"	"%s1 님이 포탑을 디나이했습니다!"
"DOTA_Chat_FirstBlood"	"%s1 %s2 님이 %s3 님을 처치하여 선취점을 올렸습니다!"
"DOTA_Chat_DoubleKill"	"%s1 %s2 님이 2연속 처치를 달성했습니다!"
"DOTA_Chat_TripleKill"	"%s1 %s2 님이 3연속 처치를 달성했습니다!"
"DOTA_Chat_QuadKill"	"%s1 %s2 님이 폭주합니다!"
"DOTA_Chat_QuintupleKill"	"%s1 %s2 님이 광란에 빠집니다!!"
"DOTA_Chat_BuyBack"	"%s1 님이 골드를 소비하여 즉시 부활해 복귀했습니다!"
"DOTA_Chat_PickedUpAegis"	"%s1 님이 불멸의 아이기스를 획득했습니다!"
"DOTA_Chat_KilledRoshanGood"	"래디언트 진영이 로샨을 제거했습니다! 래디언트의 모든 영웅에게 %s1 골드가 제공됩니다!"
"DOTA_Chat_KilledRoshanBad"	"다이어 진영이 로샨을 제거했습니다! 다이어의 모든 영웅에게 %s1 골드가 제공됩니다!"
"DOTA_Chat_SuperCreepsGood"	"다이어 진영의 병영이 모두 파괴되었습니다. 이제 래디언트 진영에서 상급 크립이 생산됩니다!"
"DOTA_Chat_SuperCreepsBad"	"래디언트 진영의 병영이 모두 파괴되었습니다. 이제 다이어 진영에서 상급 크립이 생산됩니다!"
"DOTA_Chat_ItemPurchase"	"%s1 님이 %s2|을|를| 구매했습니다!"
"DOTA_Chat_Connect"	"%s1 님이 게임에 접속했습니다."
"DOTA_Chat_Disconnect"	"%s1 님의 연결이 끊겼습니다."
"DOTA_Chat_DisconnectWaitForReconnect"	"%s1 님의 연결이 끊겼습니다. 다시 연결할 때까지 기다려주십시오."
