"lang"
{
"Language"	"schinese"
"Tokens"
{
"DOTA_AttackMove"	"攻击移动/强制攻击"
"DOTA_Move"	"移动"
"DOTA_UnitQuery"	"查看对象/单位"
"DOTA_ExecuteAbility0"	"技能1"
"DOTA_ExecuteAbility1"	"技能2"
"DOTA_ExecuteAbility2"	"技能3"
"DOTA_ExecuteAbility3"	"技能4"
"DOTA_ExecuteAbility4"	"技能5"
"DOTA_ExecuteAbility5"	"终极技能"
"DOTA_RespawnTime"	"%s1秒后重生"
"DOTA_RespawnTimeShort"	"%s1秒后重生"
"DOTA_UnitLevel"	"等级%s1"
"DOTA_StrengthStatus"	"%s1力量"
"DOTA_STR"	"力量"
"DOTA_AgilityStatus"	"%s1敏捷"
"DOTA_AGI"	"敏捷"
"DOTA_IntellectStatus"	"%s1智力"
"DOTA_INT"	"智力"
"DOTA_DamageStatus"	"%s1攻击力"
"DOTA_ArmorStatus"	"%s1护甲"
"DOTA_ARMOR"	"护甲"
"DOTA_UnitHold"	"固守原位"
"DOTA_UnitStop"	"停止行动"
"DOTA_LevelUp"	"升级"
"DOTA_LevelUp_Req"	"需要英雄等级%s1"
"DOTA_AttributesUp"	"等级%s1"
"DOTA_Abilities"	"技能"
"DOTA_Items"	"已装备物品"
"DOTA_HUDShop"	"商店"
"DOTA_AttribArmor"	"护甲"
"DOTA_AttribDamage"	"攻击"
"DOTA_More"	"更多"
"DOTA_Developer"	"开发者"
"DOTA_NeedMana"	"%s1秒"
"DOTA_ManaCost"	"魔法消耗：%s1"
"DOTA_Basics"	"基础分类"
"DOTA_Upgrades"	"合成分类"
"DOTA_Attributes"	"属性"
"DOTA_LevelLabel"	"等级：%s1"
"DOTA_StackCount"	"叠加数：%s1"
"DOTA_Charges"	"能量点数：%s1"
"DOTA_Health"	"生命值"
"DOTA_Mana"	"魔法值"
"DOTA_Skills"	"技能"
"DOTA_AttributeFooter"	"攻击力：%s1 护甲：%s2"
"DOTA_UnitSelection_Title"	"单位选择"
"DOTA_SelectHeroAndCenter"	"选择英雄并使其居中"
"DOTA_TabUnit"	"在已选择单位中切换"
"DOTA_ControlGroup1"	"第1组"
"DOTA_ControlGroup2"	"第2组"
"DOTA_ControlGroup3"	"第3组"
"DOTA_ControlGroup4"	"第4组"
"DOTA_ControlGroup5"	"第5组"
"DOTA_StatTooltip_Header"	"英雄属性：\n\n"
"DOTA_StatTooltip_Strength"	"力量："
"DOTA_StatTooltip_Agility"	"敏捷："
"DOTA_StatTooltip_Intelligence"	"智力："
"DOTA_StatTooltip_PrimaryAttrib"	"主要属性\n"
"DOTA_StatTooltip_StrengthBonus"	"- 每点增加20点生命值\n- 每点提升0.03点/秒生命恢复\n"
"DOTA_StatTooltip_AgilityBonus"	"- 每7点增加1点护甲\n- 每点提升1攻击速度\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- 每点增加12点魔法值上限\n- 每点提升0.04点/秒魔法恢复\n- 每16点增加1%技能伤害\n"
"DOTA_StatTooltip_PrimaryBonus"	"- 每点属性增加1点攻击力\n"
"DOTA_StatTooltip_Buyback"	"当前买活花费：%s1\n"
"DOTA_GoodGuys"	"天辉"
"DOTA_BadGuys"	"夜魇"
"DOTA_Towers"	"剩余防御塔数：%s1"
"DOTA_Barracks"	"兵营数：%s1"
"DOTA_NotAvailable"	"不可用"
"DOTA_MoveForward"	"视角前移"
"DOTA_MoveBack"	"视角后移"
"DOTA_MoveLeft"	"视角左移"
"DOTA_MoveRight"	"视角右移"
"DOTA_CameraGrip"	"防止视角切换"
"DOTA_HeroSelect"	"选择英雄"
"DOTA_HeroCenter"	"英雄置中"
"DOTA_HeroMoveHome"	"英雄返回基地"
"DOTA_ControlGroupCycle"	"下个单位"
"DOTA_ControlGroup6"	"第6组"
"DOTA_Escape"	"取消键"
"DOTA_Scoreboard"	"计分板"
"DOTA_Screenshot"	"截图"
"DOTA_Voice"	"语音"
"DOTA_VoiceLane"	"语音线路"
"DOTA_ChatGlobal"	"聊天（所有人）"
"DOTA_ChatTeam"	"聊天（队友）"
"DOTA_Learn_Abilities"	"学习技能"
"DOTA_Learn_Stats"	"提升属性"
"DOTA_UseActionItem_Key"	"主动物品"
"DOTA_StatTooltip_TotalAttributesSkilled"	"属性附加等级："
"DOTA_DmgArmorTooltip_AttackSpeed"	"攻击速度： "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"秒攻击一次"
"DOTA_DmgArmorTooltip_MoveSpeed"	"移动速度： "
"DOTA_DmgArmorTooltip_AttackDamage"	"攻击伤害："
"DOTA_DmgArmorTooltip_AttackRange"	"攻击距离："
"DOTA_DmgArmorTooltip_Armor"	"物理护甲："
"DOTA_DmgArmorTooltip_DmgResist"	"物理伤害抗性："
"DOTA_DmgArmorTooltip_MagicArmor"	"魔法护甲："
"DOTA_DmgArmorTooltip_MagicDmgResist"	"魔法伤害抗性："
"DOTA_HeroTaunt_Key"	"嘲讽物品"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"全屏模式"
"DOTAUI_Window"	"窗口模式"
"DOTAUI_BorderlessWindow"	"无边框窗口模式"
"DOTA_Welcome"	"欢迎来到DotA的世界"
"DOTA_Chat_Team"	"[队友] %s1：%s2"
"DOTA_Chat_Team_Dead"	"*死亡*[队友] %s1: %s2"
"DOTA_Chat_Spec"	"[观众] %s1：%s2"
"DOTA_Chat_All"	"%s1：%s2"
"DOTA_Chat_PlayerKilled"	"%s1击败了%s2，得到%s3金钱！"
"DOTA_Chat_PlayerDenied"	"%s1反补了队友%s2！"
"DOTA_Chat_PlayerDeniedSelf"	"%s1自杀了！"
"DOTA_Chat_PlayerKilledGood"	"%s1被夜魇军团杀死了！%s2金钱平均分摊给所有夜魇方英雄。"
"DOTA_Chat_PlayerKilledBad"	"%s1被天辉军团杀死了！%s2金钱平均分摊给所有天辉方英雄。"
"DOTA_Chat_PlayerKilledGeneric"	"%s1被中立生物杀死了！"
"DOTA_Chat_PlayerKilledAssist"	"%s1被击杀！%s2金钱分摊给助攻者："
"DOTA_Chat_TowerPlayerKilled"	"ℓ%s1 摧毁了一座防御塔！"
"DOTA_Chat_TowerKilledGood"	"一座防御塔被夜魇军团摧毁了！"
"DOTA_Chat_TowerKilledBad"	"ℓ一座防御塔被天辉军团摧毁了！"
"DOTA_Chat_BarracksKilled"	"ℓ%s1 %s2 %s3 兵营已被摧毁！"
"DOTA_Chat_TowerDenied"	"ℓ%s1反补了一座防御塔！"
"DOTA_Chat_FirstBlood"	"%s1%s2击杀了%s3拿下了第一滴血"
"DOTA_Chat_DoubleKill"	"%s1%s2完成了双杀！"
"DOTA_Chat_TripleKill"	"%s1%s2完成了三杀！"
"DOTA_Chat_QuadKill"	"%s1%s2完成了疯狂杀戮！"
"DOTA_Chat_QuintupleKill"	"%s1%s2暴走了！"
"DOTA_Chat_BuyBack"	"%s1买活了！"
"DOTA_Chat_PickedUpAegis"	"%s1获得了不朽之守护！"
"DOTA_Chat_KilledRoshanGood"	"Roshan被天辉击败了！天辉的每位英雄获得%s1金钱！"
"DOTA_Chat_KilledRoshanBad"	"Roshan被夜魇击败了！夜魇的每位英雄获得%s1金钱！"
"DOTA_Chat_SuperCreepsGood"	"夜魇军团的所有兵营均被摧毁。现在天辉军团出动超级士兵！"
"DOTA_Chat_SuperCreepsBad"	"天辉军团的所有兵营均被摧毁。现在夜魇军团出动超级士兵！"
"DOTA_Chat_ItemPurchase"	"%s1购买了%s2！"
"DOTA_Chat_Connect"	"%s1已连入游戏。"
"DOTA_Chat_Disconnect"	"%s1已断开游戏连接。"
"DOTA_Chat_DisconnectWaitForReconnect"	"%s1已断开游戏连接。请耐心等候其重新连入游戏。"
"DOTA_Chat_DisconnectTimeRemaining"	"<font color='#FF0000'><b>%s1还有%s2分钟可以断线重连。</b></font>"
"DOTA_Chat_DisconnectTimeRemainingPlural"	"<font color='#FF0000'><b>%s1还有%s2分钟可以断线重连。</b></font>"
"DOTA_Chat_SafeToLeave"	"<font color='#00FF00'><b>剩余玩家可以自由退出。</b></font>"
"DOTA_Chat_Reconnect"	"%s1已连入游戏。"
"DOTA_Chat_Rune_DoubleDamage"	"%s1激活了<font color='#82CAFF'>双倍伤害</font>神符。"
"DOTA_Chat_Rune_Haste"	"%s1激活了<font color='#F62817'>极速</font>神符。"
"DOTA_Chat_Rune_Illusion"	"%s1激活了<font color='#FFD700'>幻象</font>神符。"
"DOTA_Chat_Rune_Invisibility"	"%s1激活了<font color='#8B008B'>隐形</font>神符。"
