"lang"
{
"Language"	"german"
"Tokens"
{
"DOTA_AttackMove"	"Angreifen / Angriff erzwingen"
"DOTA_Move"	"Bewegen"
"DOTA_UnitQuery"	"Objekt / Einheit abfragen"
"DOTA_ExecuteAbility0"	"Fähigkeit 1"
"DOTA_ExecuteAbility1"	"Fähigkeit 2"
"DOTA_ExecuteAbility2"	"Fähigkeit 3"
"DOTA_ExecuteAbility3"	"Fähigkeit 4"
"DOTA_ExecuteAbility4"	"Fähigkeit 5"
"DOTA_ExecuteAbility5"	"Ultimate"
"DOTA_RespawnTime"	"Wiedereinstieg in %s1 Sekunden"
"DOTA_RespawnTimeShort"	"Wiedereinstieg in %s1 Sek."
"DOTA_UnitLevel"	"Level %s1"
"DOTA_StrengthStatus"	"%s1 STR"
"DOTA_STR"	"STR"
"DOTA_AgilityStatus"	"%s1 AGI"
"DOTA_AGI"	"AGI"
"DOTA_IntellectStatus"	"%s1 INT"
"DOTA_INT"	"INT"
"DOTA_DamageStatus"	"%s1 Schaden"
"DOTA_ArmorStatus"	"%s1 Rüstung"
"DOTA_ARMOR"	"RÜSTUNG"
"DOTA_UnitHold"	"Position halten"
"DOTA_UnitStop"	"Stoppen"
"DOTA_LevelUp"	"LEVEL UP"
"DOTA_LevelUp_Req"	"Benötigt Held auf Level %s1"
"DOTA_AttributesUp"	"LEVEL %s1"
"DOTA_Abilities"	"FÄHIGKEITEN"
"DOTA_Items"	"AUSGERÜSTETE GEGENSTÄNDE"
"DOTA_HUDShop"	"SHOP"
"DOTA_AttribArmor"	"Rüstung"
"DOTA_AttribDamage"	"Schaden"
"DOTA_More"	"MEHR"
"DOTA_Developer"	"Entwickler"
"DOTA_NeedMana"	"%s1 Sek."
"DOTA_ManaCost"	"MANAKOSTEN %s1"
"DOTA_Basics"	"GRUNDLAGEN"
"DOTA_Upgrades"	"UPGRADES"
"DOTA_Attributes"	"ATTRIBUTE"
"DOTA_LevelLabel"	"Level: %s1"
"DOTA_StackCount"	"Anzahl: %s1"
"DOTA_Charges"	"Aufladungen: %s1"
"DOTA_Health"	"LEBEN"
"DOTA_Mana"	"MANA"
"DOTA_Skills"	"FÄHIGKEITEN"
"DOTA_AttributeFooter"	"SCHADEN: %s1 RÜSTUNG: %s2"
"DOTA_UnitSelection_Title"	"EINHEITENAUSWAHL"
"DOTA_SelectHeroAndCenter"	"Helden auswählen und Kamera zentrieren"
"DOTA_TabUnit"	"Zwischen ausgewählten Einheiten wechseln"
"DOTA_ControlGroup1"	"Gruppe 1"
"DOTA_ControlGroup2"	"Gruppe 2"
"DOTA_ControlGroup3"	"Gruppe 3"
"DOTA_ControlGroup4"	"Gruppe 4"
"DOTA_ControlGroup5"	"Gruppe 5"
"DOTA_StatTooltip_Header"	"Helden-Attribute:\n\n"
"DOTA_StatTooltip_Strength"	"Stärke:"
"DOTA_StatTooltip_Agility"	"Agilität:"
"DOTA_StatTooltip_Intelligence"	"Intelligenz:"
"DOTA_StatTooltip_PrimaryAttrib"	" Primäres Attribut\n"
"DOTA_StatTooltip_StrengthBonus"	"- Jeder Punkt erhöht die Lebenspunkte um 20\n- Jeder Punkt erhöht die Lebensregeneration um 0,03\n"
"DOTA_StatTooltip_AgilityBonus"	"- Jeder 7. Punkt erhöht die Rüstung um 1\n- Jeder Punkt erhöht das Angriffstempo um 1\n"
"DOTA_StatTooltip_IntelligenceBonus"	"- Jeder Punkt erhöht die Manapunkte um 12\n- Jeder Punkt erhöht die Manaregeneration um 0,04\n- Jeder 16. Punkt erhöht den Zauberschaden um 1 %\n"
"DOTA_StatTooltip_PrimaryBonus"	"- Jeder Punkt erhöht den Schaden um 1\n"
"DOTA_StatTooltip_Buyback"	"Aktuelle Rückkaufkosten: %s1\n"
"DOTA_GoodGuys"	"Die Radiant"
"DOTA_BadGuys"	"Die Dire"
"DOTA_Towers"	"Verbleibende Türme: %s1"
"DOTA_Barracks"	"Kasernen: %s1"
"DOTA_NotAvailable"	"Nicht verfügbar"
"DOTA_MoveForward"	"Kamera nach vorne"
"DOTA_MoveBack"	"Kamera nach hinten"
"DOTA_MoveLeft"	"Kamera nach links"
"DOTA_MoveRight"	"Kamera nach rechts"
"DOTA_CameraGrip"	"Kameraführung"
"DOTA_HeroSelect"	"Helden auswählen"
"DOTA_HeroCenter"	"Held fokussieren"
"DOTA_HeroMoveHome"	"Held zur Basis schicken"
"DOTA_ControlGroupCycle"	"Nächste Einheit"
"DOTA_ControlGroup6"	"Gruppe 6"
"DOTA_Escape"	"Abbrechen"
"DOTA_Scoreboard"	"Punktetabelle"
"DOTA_Screenshot"	"Screenshot"
"DOTA_Voice"	"Sprachchat"
"DOTA_VoiceLane"	"Sprachchat (Lane)"
"DOTA_ChatGlobal"	"Chat (Alle)"
"DOTA_ChatTeam"	"Chat (Team)"
"DOTA_Learn_Abilities"	"Fähigkeit erlernen"
"DOTA_Learn_Stats"	"Attribute erhöhen"
"DOTA_UseActionItem_Key"	"Aktionsgegenstand"
"DOTA_StatTooltip_TotalAttributesSkilled"	"Attributlevel:"
"DOTA_DmgArmorTooltip_AttackSpeed"	"Angriffstempo: "
"DOTA_DmgArmorTooltip_AttackSpeedSeconds"	"s pro Angriff"
"DOTA_DmgArmorTooltip_MoveSpeed"	"Bewegungstempo: "
"DOTA_DmgArmorTooltip_AttackDamage"	"Angriffsschaden:"
"DOTA_DmgArmorTooltip_AttackRange"	"Angriffsreichweite:"
"DOTA_DmgArmorTooltip_Armor"	"Rüstung: "
"DOTA_DmgArmorTooltip_DmgResist"	"Resistenz gegen physischen Schaden: "
"DOTA_DmgArmorTooltip_MagicArmor"	"Magische Rüstung: "
"DOTA_DmgArmorTooltip_MagicDmgResist"	"Resistenz gegen magischen Schaden: "
"DOTA_HeroTaunt_Key"	"Spottgegenstand"
"DOTAUI_AspectNormal"	"4:3"
"DOTAUI_AspectWide16x9"	"16:9"
"DOTAUI_AspectWide16x10"	"16:10"
"DOTAUI_Fullscreen"	"Vollbild"
"DOTAUI_Window"	"Fenster"
"DOTAUI_BorderlessWindow"	"Fenster (Rahmenlos)"
"DOTA_Welcome"	"Willkommen bei DotA"
"DOTA_Chat_Team"	"[VERBÜNDETE] %s1: %s2"
"DOTA_Chat_Team_Dead"	"*TOT*[VERBÜNDETE] %s1: %s2"
"DOTA_Chat_Spec"	"[Zuschauer] %s1: %s2"
"DOTA_Chat_All"	"%s1: %s2"
"DOTA_Chat_PlayerKilled"	"%s1 hat %s2 gepwnt und erhält dafür %s3 Gold!"
"DOTA_Chat_PlayerDenied"	"%s1 hat %s2 denied!"
"DOTA_Chat_PlayerDeniedSelf"	"%s1 hat soeben Selbstmord begangen!"
"DOTA_Chat_PlayerKilledGood"	"%s1 wurde soeben von den Dire getötet! %s2 Gold wird unter allen Dire-Helden aufgeteilt."
"DOTA_Chat_PlayerKilledBad"	"%s1 wurde soeben von den Radiant getötet! %s2 Gold wird unter allen Radiant-Helden aufgeteilt."
"DOTA_Chat_PlayerKilledGeneric"	"%s1 wurde soeben von einer neutralen Einheit getötet!"
"DOTA_Chat_PlayerKilledAssist"	"%s1 wurde soeben getötet! %s2 Gold wird verteilt an:"
"DOTA_Chat_TowerPlayerKilled"	"%s1 hat einen Turm zerstört!"
"DOTA_Chat_TowerKilledGood"	"Die Dire haben einen Turm zerstört!"
"DOTA_Chat_TowerKilledBad"	"Die Radiant haben einen Turm zerstört!"
"DOTA_Chat_BarracksKilled"	"%s1-%s3kaserne auf der %s2-Lane wurde zerstört!"
"DOTA_Chat_TowerDenied"	"%s1 hat einen Turm denied!"
"DOTA_Chat_FirstBlood"	"%s1 %s2 landete den ersten Treffer und tötete %s3!"
"DOTA_Chat_DoubleKill"	"%s1 %s2 hat einen Double-Kill!"
"DOTA_Chat_TripleKill"	"%s1 %s2 hat einen TRIPLE-Kill!"
"DOTA_Chat_QuadKill"	"%s1 %s2 hat einen ULTRA-KILL!"
"DOTA_Chat_QuintupleKill"	"%s1 %s2 IST VÖLLIG AUSSER KONTROLLE!!"
"DOTA_Chat_BuyBack"	"%s1 hat sich zurück ins Spiel gekauft!"
"DOTA_Chat_PickedUpAegis"	"%s1 hat die Aegis of the Immortal aufgehoben!"
"DOTA_Chat_KilledRoshanGood"	"Roshan wurde von den Radiant getötet! Jeder Held der Radiant erhält dafür %s1 Gold!"
"DOTA_Chat_KilledRoshanBad"	"Roshan wurde von den Dire getötet! Jeder Held der Dire erhält dafür %s1 Gold!"
"DOTA_Chat_SuperCreepsGood"	"Alle Kasernen der Dire wurden zerstört. Die Radiant haben nun Mega-Creeps!"
"DOTA_Chat_SuperCreepsBad"	"Alle Kasernen der Radiant wurden zerstört. Die Dire haben nun Mega-Creeps!"
