"lang"
{
"Language"	"tchinese"
"Tokens"
{
"addon_game_name"	"幽穴驚魂"
"[english]addon_game_name"	"The Underhollow"
"cavern_game_info_header_how_to_play"	"玩法說明："
"[english]cavern_game_info_header_how_to_play"	"HOW TO PLAY:"
"cavern_game_info_brief_description"	"剩者為王！清除石室、搜刮寶藏、提升戰鬥力，並用這股力量打敗對手。獲勝、找到稀有起司、或淘汰敵隊玩家來賺取戰鬥點數。"
"[english]cavern_game_info_brief_description"	"Battle to be the last team standing! Clear rooms to find treasures and build up your power—then use that power to destroy your opponents. Win the game, find rare and valuable cheeses, or eliminate opposing players to earn Battle Points."
"cavern_game_info_encounters_header"	"石室難度"
"[english]cavern_game_info_encounters_header"	"Room Difficulty"
"cavern_game_info_encounters"	"越往迷宮裡面的石室越深，越深的石室越難。"
"[english]cavern_game_info_encounters"	"Rooms closer to the center of the Underhollow are more challenging."
"cavern_game_info_roshan_header"	"羅煞"
"[english]cavern_game_info_roshan_header"	"Roshan"
"cavern_game_info_roshan"	"羅煞會每隔 5 分鐘摧毀最外圈的石室，使活動範圍縮小。"
"[english]cavern_game_info_roshan"	"Roshan destroys a ring of rooms every six minutes, starting with the easier outer ring."
"cavern_game_info_tombstone_header"	"墓碑"
"[english]cavern_game_info_tombstone_header"	"Tombstones"
"cavern_game_info_tombstone"	"點擊陣亡隊友留下的墓碑來復活他們，或點擊陣亡敵人留下的墓碑來淘汰他們。"
"[english]cavern_game_info_tombstone"	"Tombstones can be used to revive teammates or eliminate enemies."
"cavern_game_info_special_items"	"特殊物品"
"[english]cavern_game_info_special_items"	"Special Items"
"cavern_game_info_roshefort_header"	"特殊物品"
"[english]cavern_game_info_roshefort_header"	"Special Items"
"cavern_game_info_roshefort"	"用炸藥轟掉障礙（敵人也行），或用脫逃藥劑神不知鬼不覺地開溜。"
"[english]cavern_game_info_roshefort"	"Blast through obstacles—or enemies—with Dynamite, or slip away unseen with the Escape Potion."
"DOTA_Underhollow_Defeated"	"您的隊伍被淘汰了！"
"[english]DOTA_Underhollow_Defeated"	"Your team was eliminated!"
"DOTA_Underhollow_FinishPosition"	"最終名次：{s:finish_position}"
"[english]DOTA_Underhollow_FinishPosition"	"You finished in {s:finish_position}"
"DOTA_Underhollow_PlayAgain"	"再玩一次"
"[english]DOTA_Underhollow_PlayAgain"	"PLAY AGAIN"
"DOTA_Underhollow_Disconnect"	"斷線"
"[english]DOTA_Underhollow_Disconnect"	"DISCONNECT"
"DOTA_Underhollow_TotalEarnedPoints"	"贏得總點："
"[english]DOTA_Underhollow_TotalEarnedPoints"	"TOTAL POINTS EARNED:"
"DOTA_Underhollow_PointsAvaiable"	"點數將於完成遊戲時發放"
"[english]DOTA_Underhollow_PointsAvaiable"	"POINTS WILL BE AWARDED WHEN GAME FINISHES"
"DOTA_Underhollow_Elimination_RewardAmount"	"30 BP"
"[english]DOTA_Underhollow_Elimination_RewardAmount"	"30 BP"
"DOTA_Underhollow_SmallCheeses_RewardAmount"	"20 BP"
"[english]DOTA_Underhollow_SmallCheeses_RewardAmount"	"20 BP"
"DOTA_Underhollow_BigCheeses_RewardAmount"	"300 BP"
"[english]DOTA_Underhollow_BigCheeses_RewardAmount"	"300 BP"
"DOTA_Underhollow_Points_X"	"{d:num_earned} X "
"[english]DOTA_Underhollow_Points_X"	"{d:num_earned} X "
"DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"錢袋"
"[english]DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"Bag of Gold"
"DOTA_Tooltip_Ability_item_big_cheese_cavern"	"酪什佛特"
"[english]DOTA_Tooltip_Ability_item_big_cheese_cavern"	"Roshefort Cheese"
"DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"酪什佛特"
"[english]DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"Roshefort Cheese"
"DOTA_Tooltip_Ability_item_health_potion"	"生命藥劑"
"[english]DOTA_Tooltip_Ability_item_health_potion"	"Health Potion"
"DOTA_Tooltip_Ability_item_mana_potion"	"魔力藥劑"
"[english]DOTA_Tooltip_Ability_item_mana_potion"	"Mana Potion"
"DOTA_Tooltip_ability_item_book_of_strength"	"力量之書"
"[english]DOTA_Tooltip_ability_item_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_ability_item_book_of_strength_Description"	"永久提升 3 點力量。"
"[english]DOTA_Tooltip_ability_item_book_of_strength_Description"	"Consume to gain 3 Strength permanently."
"DOTA_Tooltip_ability_item_book_of_agility"	"敏捷之書"
"[english]DOTA_Tooltip_ability_item_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_ability_item_book_of_agility_Description"	"永久提升 3 點敏捷。"
"[english]DOTA_Tooltip_ability_item_book_of_agility_Description"	"Consume to gain 3 Agility permanently."
"DOTA_Tooltip_ability_item_book_of_intelligence"	"智力之書"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"永久提升 3 點智力。"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Consume to gain 3 Intelligence permanently."
"DOTA_Tooltip_modifier_book_of_strength"	"力量之書"
"[english]DOTA_Tooltip_modifier_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_modifier_book_of_strength_Description"	"藉由力量之書得到的力量屬性。"
"[english]DOTA_Tooltip_modifier_book_of_strength_Description"	"Strength gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_agility"	"敏捷之書"
"[english]DOTA_Tooltip_modifier_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_modifier_book_of_agility_Description"	"藉由敏捷之書得到的敏捷屬性。"
"[english]DOTA_Tooltip_modifier_book_of_agility_Description"	"Agility gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_intelligence"	"智力之書"
"[english]DOTA_Tooltip_modifier_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_modifier_book_of_intelligence_Description"	"藉由智力之書得到的智力屬性。"
"[english]DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Intelligence gained from consumed Books."
"npc_dota_crate"	"木箱"
"[english]npc_dota_crate"	"Crate"
"npc_treasure_chest"	"寶箱"
"[english]npc_treasure_chest"	"Treasure Chest"
"npc_dota_pendulum_trap"	"鐘擺之刃"
"[english]npc_dota_pendulum_trap"	"Pendulum Blade"
"npc_dota_cavern_gate_destructible_tier1"	"1 階大門"
"[english]npc_dota_cavern_gate_destructible_tier1"	"Tier 1 Gate"
"npc_dota_cavern_gate_destructible_tier1_anim"	"1 階大門正在開啟"
"[english]npc_dota_cavern_gate_destructible_tier1_anim"	"Tier 1 Gate Animating"
"npc_dota_cavern_gate_destructible_tier2"	"2 階大門"
"[english]npc_dota_cavern_gate_destructible_tier2"	"Tier 2 Gate"
"npc_dota_cavern_gate_destructible_tier2_anim"	"2 階大門正在開啟"
"[english]npc_dota_cavern_gate_destructible_tier2_anim"	"Tier 2 Gate Animating"
"npc_dota_cavern_gate_destructible_tier3"	"3 階大門"
"[english]npc_dota_cavern_gate_destructible_tier3"	"Tier 3 Gate"
"npc_dota_cavern_gate_destructible_tier3_anim"	"3 階大門正在開啟"
"[english]npc_dota_cavern_gate_destructible_tier3_anim"	"Tier 3 Gate Animating"
"npc_dota_splitter_1"	"大分裂者"
"[english]npc_dota_splitter_1"	"Large Splitter"
"npc_dota_splitter_2"	"中分裂者"
"[english]npc_dota_splitter_2"	"Medium Splitter"
"npc_dota_splitter_3"	"小分裂者"
"[english]npc_dota_splitter_3"	"Small Splitter"
"npc_dota_cavern_roshan"	"羅煞"
"[english]npc_dota_cavern_roshan"	"Roshan"
"npc_dota_cavern_life_stealer"	"牢籠怪物"
"[english]npc_dota_cavern_life_stealer"	"Caged Menace"
"npc_dota_ranged_creep_linear"	"畸形巫師"
"[english]npc_dota_ranged_creep_linear"	"Deformed Wizard"
"npc_dota_creature_techies_land_mine"	"地雷"
"[english]npc_dota_creature_techies_land_mine"	"Land Mine"
"npc_dota_minimage"	"小法師"
"[english]npc_dota_minimage"	"Mini-Mage"
"trap_sun_strike"	"陽炎衝擊"
"[english]trap_sun_strike"	"Sun Strike"
"npc_dota_creature_pugna"	"湮滅領主"
"[english]npc_dota_creature_pugna"	"Lord Of Oblivion"
"npc_dota_creature_earthshaker"	"紅山衛士"
"[english]npc_dota_creature_earthshaker"	"Protector of the Red Mountain"
"npc_dota_creature_pudge"	"帕吉"
"[english]npc_dota_creature_pudge"	"Pudge"
"npc_dota_creature_juggernaut"	"劍聖"
"[english]npc_dota_creature_juggernaut"	"Juggernaut"
"npc_dota_creature_basic_zombie"	"殭屍"
"[english]npc_dota_creature_basic_zombie"	"Zombie"
