"lang"
{
"Language"	"brazilian"
"Tokens"
{
"addon_game_name"	"Coviterrâneo"
"[english]addon_game_name"	"The Underhollow"
"cavern_game_info_header_how_to_play"	"COMO JOGAR:"
"[english]cavern_game_info_header_how_to_play"	"HOW TO PLAY:"
"cavern_game_info_brief_description"	"Batalhe para ser a última equipe sobrevivente! Vasculhe salas em busca de tesouros para aumentar o seu poder — e então use tal poder para destruir os seus inimigos. Obtenha pontos de batalha vencendo a partida, eliminando jogadores adversários ou encontrando queijos raros e valiosos."
"[english]cavern_game_info_brief_description"	"Battle to be the last team standing! Clear rooms to find treasures and build up your power—then use that power to destroy your opponents. Win the game, find rare and valuable cheeses, or eliminate opposing players to earn Battle Points."
"cavern_game_info_encounters_header"	"Dificuldade da sala"
"[english]cavern_game_info_encounters_header"	"Room Difficulty"
"cavern_game_info_encounters"	"Salas mais próximas do centro do Coviterrâneo são mais desafiadoras."
"[english]cavern_game_info_encounters"	"Rooms closer to the center of the Underhollow are more challenging."
"cavern_game_info_roshan_header"	"Roshan"
"[english]cavern_game_info_roshan_header"	"Roshan"
"cavern_game_info_roshan"	"Roshan destrói um círculo de salas a cada seis minutos, começando com as mais fáceis no anel externo."
"[english]cavern_game_info_roshan"	"Roshan destroys a ring of rooms every six minutes, starting with the easier outer ring."
"cavern_game_info_tombstone_header"	"Lápides"
"[english]cavern_game_info_tombstone_header"	"Tombstones"
"cavern_game_info_tombstone"	"Lápides podem ser usadas para reviver aliados ou eliminar inimigos."
"[english]cavern_game_info_tombstone"	"Tombstones can be used to revive teammates or eliminate enemies."
"cavern_game_info_special_items"	"Itens especiais"
"[english]cavern_game_info_special_items"	"Special Items"
"cavern_game_info_roshefort_header"	"Itens especiais"
"[english]cavern_game_info_roshefort_header"	"Special Items"
"cavern_game_info_roshefort"	"Destrua os seus obstáculos — ou inimigos — com Dinamites, ou saia de fininho com a Poção de Fuga."
"[english]cavern_game_info_roshefort"	"Blast through obstacles—or enemies—with Dynamite, or slip away unseen with the Escape Potion."
"DOTA_Underhollow_Defeated"	"A sua equipe foi eliminada!"
"[english]DOTA_Underhollow_Defeated"	"Your team was eliminated!"
"DOTA_Underhollow_FinishPosition"	"Vocês ficaram em {s:finish_position}º lugar"
"[english]DOTA_Underhollow_FinishPosition"	"You finished in {s:finish_position}"
"DOTA_Underhollow_PlayAgain"	"JOGAR NOVAMENTE"
"[english]DOTA_Underhollow_PlayAgain"	"PLAY AGAIN"
"DOTA_Underhollow_Disconnect"	"DESCONECTAR"
"[english]DOTA_Underhollow_Disconnect"	"DISCONNECT"
"DOTA_Underhollow_TotalEarnedPoints"	"TOTAL DE PONTOS OBTIDOS:"
"[english]DOTA_Underhollow_TotalEarnedPoints"	"TOTAL POINTS EARNED:"
"DOTA_Underhollow_PointsAvaiable"	"OS PONTOS SERÃO ENTREGUES AO FIM DA PARTIDA"
"[english]DOTA_Underhollow_PointsAvaiable"	"POINTS WILL BE AWARDED WHEN GAME FINISHES"
"DOTA_Underhollow_Elimination_RewardAmount"	"30 PB"
"[english]DOTA_Underhollow_Elimination_RewardAmount"	"30 BP"
"DOTA_Underhollow_SmallCheeses_RewardAmount"	"20 PB"
"[english]DOTA_Underhollow_SmallCheeses_RewardAmount"	"20 BP"
"DOTA_Underhollow_BigCheeses_RewardAmount"	"300 PB"
"[english]DOTA_Underhollow_BigCheeses_RewardAmount"	"300 BP"
"DOTA_Underhollow_Points_X"	"{d:num_earned}x "
"[english]DOTA_Underhollow_Points_X"	"{d:num_earned} X "
"DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"Bolsa de Ouro"
"[english]DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"Bag of Gold"
"DOTA_Tooltip_Ability_item_big_cheese_cavern"	"Queijo Gorgoshan"
"[english]DOTA_Tooltip_Ability_item_big_cheese_cavern"	"Roshefort Cheese"
"DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"Queijo Gorgoshan"
"[english]DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"Roshefort Cheese"
"DOTA_Tooltip_Ability_item_health_potion"	"Poção de Vida"
"[english]DOTA_Tooltip_Ability_item_health_potion"	"Health Potion"
"DOTA_Tooltip_Ability_item_mana_potion"	"Poção de Mana"
"[english]DOTA_Tooltip_Ability_item_mana_potion"	"Mana Potion"
"DOTA_Tooltip_ability_item_book_of_strength"	"Livro de Força"
"[english]DOTA_Tooltip_ability_item_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_ability_item_book_of_strength_Description"	"Em inglês: <font color='#F2A93E'>Book of Strength</font>\n \nFornece um bônus permanente de 3 de Força quando consumido."
"[english]DOTA_Tooltip_ability_item_book_of_strength_Description"	"Consume to gain 3 Strength permanently."
"DOTA_Tooltip_ability_item_book_of_agility"	"Livro de Agilidade"
"[english]DOTA_Tooltip_ability_item_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_ability_item_book_of_agility_Description"	"Em inglês: <font color='#F2A93E'>Book of Agility</font>\n \nFornece um bônus permanente de 3 de Agilidade quando consumido."
"[english]DOTA_Tooltip_ability_item_book_of_agility_Description"	"Consume to gain 3 Agility permanently."
"DOTA_Tooltip_ability_item_book_of_intelligence"	"Livro de Inteligência"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Em inglês: <font color='#F2A93E'>Book of Intelligence</font>\n \nFornece um bônus permanente de 3 de Inteligência quando consumido."
"[english]DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Consume to gain 3 Intelligence permanently."
"DOTA_Tooltip_modifier_book_of_strength"	"Livro de Força"
"[english]DOTA_Tooltip_modifier_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_modifier_book_of_strength_Description"	"Força obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_strength_Description"	"Strength gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_agility"	"Livro de Agilidade"
"[english]DOTA_Tooltip_modifier_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_modifier_book_of_agility_Description"	"Agilidade obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_agility_Description"	"Agility gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_intelligence"	"Livro de Inteligência"
"[english]DOTA_Tooltip_modifier_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Inteligência obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Intelligence gained from consumed Books."
"npc_dota_crate"	"Caixa de Madeira"
"[english]npc_dota_crate"	"Crate"
"npc_treasure_chest"	"Baú de Tesouro"
"[english]npc_treasure_chest"	"Treasure Chest"
"npc_dota_pendulum_trap"	"Pêndulo Mortal"
"[english]npc_dota_pendulum_trap"	"Pendulum Blade"
"npc_dota_cavern_gate_destructible_tier1"	"Portão nível 1"
"[english]npc_dota_cavern_gate_destructible_tier1"	"Tier 1 Gate"
"npc_dota_cavern_gate_destructible_tier1_anim"	"Portão nível 1 (animação)"
"[english]npc_dota_cavern_gate_destructible_tier1_anim"	"Tier 1 Gate Animating"
"npc_dota_cavern_gate_destructible_tier2"	"Portão nível 2"
"[english]npc_dota_cavern_gate_destructible_tier2"	"Tier 2 Gate"
"npc_dota_cavern_gate_destructible_tier2_anim"	"Portão nível 2 (animação)"
"[english]npc_dota_cavern_gate_destructible_tier2_anim"	"Tier 2 Gate Animating"
"npc_dota_cavern_gate_destructible_tier3"	"Portão nível 3"
"[english]npc_dota_cavern_gate_destructible_tier3"	"Tier 3 Gate"
"npc_dota_cavern_gate_destructible_tier3_anim"	"Portão nível 3 (animação)"
"[english]npc_dota_cavern_gate_destructible_tier3_anim"	"Tier 3 Gate Animating"
"npc_dota_splitter_1"	"Fragmentador Grande"
"[english]npc_dota_splitter_1"	"Large Splitter"
"npc_dota_splitter_2"	"Fragmentador Médio"
"[english]npc_dota_splitter_2"	"Medium Splitter"
"npc_dota_splitter_3"	"Fragmentador Pequeno"
"[english]npc_dota_splitter_3"	"Small Splitter"
"npc_dota_cavern_roshan"	"Roshan"
"[english]npc_dota_cavern_roshan"	"Roshan"
"npc_dota_cavern_life_stealer"	"Perigo Trancafiado"
"[english]npc_dota_cavern_life_stealer"	"Caged Menace"
"npc_dota_ranged_creep_linear"	"Feiticeiro Deformado"
"[english]npc_dota_ranged_creep_linear"	"Deformed Wizard"
"npc_dota_creature_techies_land_mine"	"Mina Terrestre"
"[english]npc_dota_creature_techies_land_mine"	"Land Mine"
"npc_dota_minimage"	"Minimago"
"[english]npc_dota_minimage"	"Mini-Mage"
