"lang"
{
"Language"	"turkish"
"Tokens"
{
"DOTA_Tooltip_ability_item_bag_of_gold"	"Altın Kesesi"
"[english]DOTA_Tooltip_ability_item_bag_of_gold"	"Bag of Gold"
"DOTA_GameMode_15"	"Kara Ay"
"[english]DOTA_GameMode_15"	"Dark Moon"
"DOTA_GameMode_19"	"Kara Ay"
"[english]DOTA_GameMode_19"	"Dark Moon"
"DOTA_HUD_Round"	"RAUNT"
"[english]DOTA_HUD_Round"	"ROUND"
"DOTA_HUD_EnemiesRemaining"	"KALAN DÜŞMAN:"
"[english]DOTA_HUD_EnemiesRemaining"	"ENEMIES REMAINING:"
"DOTA_HUD_NextRound"	"SONRAKİ RAUNT:"
"[english]DOTA_HUD_NextRound"	"NEXT ROUND: "
"DOTA_HUD_RoundStart"	"RAUNT BAŞLADI!"
"[english]DOTA_HUD_RoundStart"	"ROUND START!"
"DOTA_HUD_Victory"	"ZAFER!"
"[english]DOTA_HUD_Victory"	"VICTORY!"
"DOTA_HUD_Defeat"	"YENİLGİ!"
"[english]DOTA_HUD_Defeat"	"DEFEAT!"
"DOTA_HUD_Kills"	"LEŞ"
"[english]DOTA_HUD_Kills"	"KILLS"
"DOTA_HUD_Deaths"	"ÖLÜM"
"[english]DOTA_HUD_Deaths"	"DEATHS"
"DOTA_HUD_Saves"	"CANLANDIRMA"
"[english]DOTA_HUD_Saves"	"REVIVES"
"DOTA_HUD_Bags"	"ÇANTALAR"
"[english]DOTA_HUD_Bags"	"BAGS"
"DOTA_HUD_PlayAgain"	"Tekrar Oyna?"
"[english]DOTA_HUD_PlayAgain"	"Play Again?"
"DOTA_HUD_Yes"	"EVET"
"[english]DOTA_HUD_Yes"	"YES"
"DOTA_HUD_No"	"HAYIR"
"[english]DOTA_HUD_No"	"NO"
"DOTA_HUD_Score"	"RAUNT PUANI"
"[english]DOTA_HUD_Score"	"ROUND SCORE"
"DOTA_HUD_TowersRemaining"	"KALAN KULELER"
"[english]DOTA_HUD_TowersRemaining"	"TOWERS REMAINING"
"DOTA_HUD_GoldBags"	"TOPLANAN ALTIN KESESİ"
"[english]DOTA_HUD_GoldBags"	"GOLD BAGS COLLECTED"
"DOTA_HUD_GoldBagsMissed"	"KAÇIRILAN ALTIN KESESİ"
"[english]DOTA_HUD_GoldBagsMissed"	"GOLD BAGS MISSED"
"DOTA_HUD_TeamDeaths"	"TAKIM ÖLÜMLERİ"
"[english]DOTA_HUD_TeamDeaths"	"TEAM DEATHS"
"DOTA_HUD_DarkMoonPoints"	"PUAN"
"[english]DOTA_HUD_DarkMoonPoints"	"POINTS"
"DOTA_HUD_ThisRound"	"BU RAUNTTAKİ PUAN"
"[english]DOTA_HUD_ThisRound"	"POINTS THIS ROUND"
"DOTA_HUD_TotalPoints"	"BU MAÇTA KAZANILAN TOPLAM PUAN"
"[english]DOTA_HUD_TotalPoints"	"TOTAL POINTS EARNED THIS MATCH"
"DOTA_HUD_RankThisRound"	"BU RAUNTTAKİ SIRALAMA"
"[english]DOTA_HUD_RankThisRound"	"RANK THIS ROUND"
"DOTA_HUD_RankInfoIcon"	"Sıralama; Kalan Kuleler, Toplanılan Altın Keseleri ve Toplam Takım Ölümü performansına göre belirlenir. Kazanılan puanlar sıralamayı etkilemez."
"[english]DOTA_HUD_RankInfoIcon"	"Rank is determined based off performance on Towers Remaining, Gold Bags Collected, and Total Team Deaths.  Points earned are not affected by Rank."
"DOTA_HUD_Mute"	"SUSTUR"
"[english]DOTA_HUD_Mute"	"MUTE"
"dota_game_end_victory_title_radiant"	"Kara Ay Defedildi!"
"[english]dota_game_end_victory_title_radiant"	"Dark Moon Averted!"
"dota_game_end_victory_title_dire"	"Yenilgi!"
"[english]dota_game_end_victory_title_dire"	"Defeated!"
"DOTA_Holdout_Award_MostDeadly_Title"	"En Ölümcül"
"[english]DOTA_Holdout_Award_MostDeadly_Title"	"Most Deadly"
"DOTA_Holdout_Award_MostDeadly_Desc"	"bu raunttaki en çok leşe sahip"
"[english]DOTA_Holdout_Award_MostDeadly_Desc"	" got the most kills this round "
"DOTA_Holdout_Award_MostSaves_Title"	"Sıhhiye"
"[english]DOTA_Holdout_Award_MostSaves_Title"	"Field Medic"
"DOTA_Holdout_Award_MostSaves_Desc"	" bu raunt en fazla oyuncu canlandırdı"
"[english]DOTA_Holdout_Award_MostSaves_Desc"	" revived the most other players this round "
"DOTA_Holdout_Award_MostBags_Title"	"Gözler Ödülde"
"[english]DOTA_Holdout_Award_MostBags_Title"	"Eyes on the Prize"
"DOTA_Holdout_Award_MostBags_Desc"	"bu raunttaki en çok altın kesesini topladı"
"[english]DOTA_Holdout_Award_MostBags_Desc"	" picked up the most gold bags this round "
"DOTA_Holdout_Award_LeastDeaths_Title"	"Hayatta Kal"
"[english]DOTA_Holdout_Award_LeastDeaths_Title"	"Stayin' Alive"
"DOTA_Holdout_Award_LeastDeaths_Desc"	" bu raunttaki en az ölüme sahip"
"[english]DOTA_Holdout_Award_LeastDeaths_Desc"	" had the least deaths this round "
"DOTA_Holdout_Award_MostPotions_Title"	"Hepsi Benim için"
"[english]DOTA_Holdout_Award_MostPotions_Title"	"All for Me"
"DOTA_Holdout_Award_MostPotions_Desc"	"bu raunt en fazla pot içti"
"[english]DOTA_Holdout_Award_MostPotions_Desc"	" took the most potions this round "
"DOTA_Holdout_Award_Clutched_Title"	"Başarılı Clutch"
"[english]DOTA_Holdout_Award_Clutched_Title"	"Clutched"
"DOTA_Holdout_Award_Clutched_Desc"	"raundu tek hayatta kalan olarak kazandı"
"[english]DOTA_Holdout_Award_Clutched_Desc"	" won the round as the last one alive "
"DOTA_Holdout_Award_MostDeaths_Title"	"Cesurluk mu Aptallık mı?"
"[english]DOTA_Holdout_Award_MostDeaths_Title"	"Bravery, or Stupidity?"
"DOTA_Holdout_Award_MostDeaths_Desc"	" bu raunttaki en çok ölüme sahip"
"[english]DOTA_Holdout_Award_MostDeaths_Desc"	" had the most deaths that round "
"DOTA_Holdout_Award_KillingSpree_Title"	"Seri Katliam"
"[english]DOTA_Holdout_Award_KillingSpree_Title"	"Killing Spree"
"DOTA_Holdout_Award_KillingSpree_Desc"	" ölmeden 100 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_KillingSpree_Desc"	" has a streak of 100 kills without dying "
"DOTA_Holdout_Award_Dominating_Title"	"Hükmediyor"
"[english]DOTA_Holdout_Award_Dominating_Title"	"Dominating"
"DOTA_Holdout_Award_Dominating_Desc"	" ölmeden 200 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_Dominating_Desc"	" has a streak of 200 kills without dying "
"DOTA_Holdout_Award_MegaKill_Title"	"Hunharca Saldırıyor"
"[english]DOTA_Holdout_Award_MegaKill_Title"	"Mega Kill"
"DOTA_Holdout_Award_MegaKill_Desc"	" ölmeden 300 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_MegaKill_Desc"	" has a streak of 300 kills without dying "
"DOTA_Holdout_Award_Unstoppable_Title"	"Durdurulamaz"
"[english]DOTA_Holdout_Award_Unstoppable_Title"	"Unstoppable"
"DOTA_Holdout_Award_Unstoppable_Desc"	" ölmeden 400 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_Unstoppable_Desc"	" has a streak of 400 kills without dying "
"DOTA_Holdout_Award_WickedSick_Title"	"Psikopat"
"[english]DOTA_Holdout_Award_WickedSick_Title"	"Wicked Sick"
"DOTA_Holdout_Award_WickedSick_Desc"	" ölmeden 500 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_WickedSick_Desc"	" has a streak of 500 kills without dying "
"DOTA_Holdout_Award_MonsterKill_Title"	"Usanmadan Öldürüyor"
"[english]DOTA_Holdout_Award_MonsterKill_Title"	"Monster Kill"
"DOTA_Holdout_Award_MonsterKill_Desc"	" ölmeden 600 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_MonsterKill_Desc"	" has a streak of 600 kills without dying "
"DOTA_Holdout_Award_GodLike_Title"	"Tanrı Gibi"
"[english]DOTA_Holdout_Award_GodLike_Title"	"Godlike"
"DOTA_Holdout_Award_GodLike_Desc"	" ölmeden 700 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_GodLike_Desc"	" has a streak of 700 kills without dying "
"DOTA_Holdout_Award_Beyond_GodLike_Title"	"Tanrının Ötesinde"
"[english]DOTA_Holdout_Award_Beyond_GodLike_Title"	"Beyond Godlike"
"DOTA_Holdout_Award_Beyond_GodLike_Desc"	" ölmeden 800 leşlik bir seri yaptı"
"[english]DOTA_Holdout_Award_Beyond_GodLike_Desc"	" has a streak of 800 kills without dying "
"DOTA_Holdout_Award_UltraKill_Title"	"Bıkmadan Öldürüyor"
