"lang"
{
"Language"	"greek"
"Tokens"
{
"DOTA_Tooltip_ability_item_bag_of_gold"	"Σάκος χρυσού"
"[english]DOTA_Tooltip_ability_item_bag_of_gold"	"Bag of Gold"
"DOTA_GameMode_15"	"Dark Moon"
"[english]DOTA_GameMode_15"	"Dark Moon"
"DOTA_GameMode_19"	"Dark Moon"
"[english]DOTA_GameMode_19"	"Dark Moon"
"DOTA_HUD_Round"	"ΓΥΡΟΣ"
"[english]DOTA_HUD_Round"	"ROUND"
"DOTA_HUD_EnemiesRemaining"	"ΕΧΘΡΟΙ:"
"[english]DOTA_HUD_EnemiesRemaining"	"ENEMIES REMAINING:"
"DOTA_HUD_NextRound"	"ΕΠΟΜΕΝΟΣ ΓΥΡΟΣ: "
"[english]DOTA_HUD_NextRound"	"NEXT ROUND: "
"DOTA_HUD_RoundStart"	"ΕΚΚΙΝΗΣΗ ΓΥΡΟΥ!"
"[english]DOTA_HUD_RoundStart"	"ROUND START!"
"DOTA_HUD_Victory"	"ΝΙΚΗ!"
"[english]DOTA_HUD_Victory"	"VICTORY!"
"DOTA_HUD_Defeat"	"ΗΤΤΑ!"
"[english]DOTA_HUD_Defeat"	"DEFEAT!"
"DOTA_HUD_Kills"	"ΣΚΟΤΩΜΟΙ"
"[english]DOTA_HUD_Kills"	"KILLS"
"DOTA_HUD_Deaths"	"ΘΑΝΑΤΟΙ"
"[english]DOTA_HUD_Deaths"	"DEATHS"
"DOTA_HUD_Saves"	"ΑΝΑΒΙΩΣΕΙΣ"
"[english]DOTA_HUD_Saves"	"REVIVES"
"DOTA_HUD_Bags"	"ΣΑΚΟΙ"
"[english]DOTA_HUD_Bags"	"BAGS"
"DOTA_HUD_PlayAgain"	"Εκκίνηση ξανά;"
"[english]DOTA_HUD_PlayAgain"	"Play Again?"
"DOTA_HUD_Yes"	"ΝΑΙ"
"[english]DOTA_HUD_Yes"	"YES"
"DOTA_HUD_No"	"ΟΧΙ"
"[english]DOTA_HUD_No"	"NO"
"DOTA_HUD_Score"	"ΒΑΘΜΟΛΟΓΙΑ ΓΥΡΟΥ"
"[english]DOTA_HUD_Score"	"ROUND SCORE"
"DOTA_HUD_TowersRemaining"	"ΠΥΡΓΟΙ"
"[english]DOTA_HUD_TowersRemaining"	"TOWERS REMAINING"
"DOTA_HUD_GoldBags"	"ΣΑΚΟΙ ΧΡΥΣΟΥ"
"[english]DOTA_HUD_GoldBags"	"GOLD BAGS COLLECTED"
"DOTA_HUD_GoldBagsMissed"	"ΔΕΝ ΣΥΛΛΕΧΤΗΚΑΝ"
"[english]DOTA_HUD_GoldBagsMissed"	"GOLD BAGS MISSED"
"DOTA_HUD_TeamDeaths"	"ΘΑΝΑΤΟΙ ΟΜΑΔΑΣ"
"[english]DOTA_HUD_TeamDeaths"	"TEAM DEATHS"
"DOTA_HUD_DarkMoonPoints"	"ΠΟΝΤΟΙ"
"[english]DOTA_HUD_DarkMoonPoints"	"POINTS"
"DOTA_HUD_ThisRound"	"ΠΟΝΤΟΙ ΓΥΡΟΥ"
"[english]DOTA_HUD_ThisRound"	"POINTS THIS ROUND"
"DOTA_HUD_TotalPoints"	"ΣΥΝΟΛΙΚΟΙ ΠΟΝΤΟΙ ΠΑΙΧΝΙΔΙΟΥ"
"[english]DOTA_HUD_TotalPoints"	"TOTAL POINTS EARNED THIS MATCH"
"DOTA_HUD_RankThisRound"	"ΒΑΘΜΟΛΟΓΗΣΗ ΓΥΡΟΥ"
"[english]DOTA_HUD_RankThisRound"	"RANK THIS ROUND"
"DOTA_HUD_RankInfoIcon"	"Η βαθμολόγηση καθορίζεται από την επίδοση στους πύργους που απομένουν, τους σάκους που συλλέξατε και τους συνολικούς θανάτους ομάδας. Οι πόντοι που συλλέγετε δεν επηρεάζονται από τη βαθμολόγηση."
"[english]DOTA_HUD_RankInfoIcon"	"Rank is determined based off performance on Towers Remaining, Gold Bags Collected, and Total Team Deaths.  Points earned are not affected by Rank."
"DOTA_HUD_Mute"	"ΣΙΓΑΣΗ"
"[english]DOTA_HUD_Mute"	"MUTE"
"dota_game_end_victory_title_radiant"	"ΑΠΟΤΡΕΨΑΤΕ ΤΟ Dark Moon!"
"[english]dota_game_end_victory_title_radiant"	"Dark Moon Averted!"
"dota_game_end_victory_title_dire"	"ΗΤΤΑ!"
"[english]dota_game_end_victory_title_dire"	"Defeated!"
"DOTA_Holdout_Award_MostDeadly_Title"	"Πιο θανατηφόρος"
"[english]DOTA_Holdout_Award_MostDeadly_Title"	"Most Deadly"
"DOTA_Holdout_Award_MostDeadly_Desc"	"κατόρθωσε τους πιο πολλούς σκοτωμούς αυτό το γύρο"
"[english]DOTA_Holdout_Award_MostDeadly_Desc"	" got the most kills this round "
"DOTA_Tooltip_ability_creature_acid_spray_Description"	"Το Zombie ανατινάζεται όταν πεθαίνει και προκαλεί ζημιά σε όλους γύρω του. Αφήνει οξύ που προκαλεί ζημιά σε εχθρούς."
"[english]DOTA_Tooltip_ability_creature_acid_spray_Description"	"Zombie explodes on death damaging everyone around it.  Leaves a pool of acid that damages enemies."
"DOTA_Tooltip_ability_lesser_nightcrawler_pounce_Description"	"Εφορμά προς ένα στόχο και προκαλεί ζημιά σε κάθε στόχο στο διάβα του."
"[english]DOTA_Tooltip_ability_lesser_nightcrawler_pounce_Description"	"Leaps towards a target and damages any targets encountered along its path."
"DOTA_Tooltip_ability_creature_dismember_Description"	"Πετσοκόβει έναν εχθρό προκαλώντας ζημιά διαρκείας και κρατώντας τον ακίνητο."
"[english]DOTA_Tooltip_ability_creature_dismember_Description"	"Dismembers a target over time causing damage and holding them in place."
"DOTA_Tooltip_Ability_creature_minor_chain_frost"	"Chain Frost"
"[english]DOTA_Tooltip_Ability_creature_minor_chain_frost"	"Chain Frost"
"DOTA_Tooltip_ability_creature_minor_chain_frost_Description"	"Απελευθερώνει μια σφαίρα πάγου που αναπηδά μεταξύ Ηρώων."
"[english]DOTA_Tooltip_ability_creature_minor_chain_frost_Description"	"Releases an orb of frost that bounces between heroes."
"DOTA_Tooltip_modifier_holdout_gods_strength"	"Gods Strength"
"[english]DOTA_Tooltip_modifier_holdout_gods_strength"	"Gods Strength"
"DOTA_Tooltip_ability_holdout_gods_strength_Description"	"<font color='#70EA72'>Ο Sven αποκτά πρόσθετη δύναμη και ζημιά. Όταν σκοτώνει μια εχθρική μονάδα υπό την επήρεια του God's Strength, όλες οι χρόνοι επαναφόρτισης των ικανοτήτων του Sven μειώνονται. Αυτό μπορεί να συμβεί απεριόριστες φορές.</font>"
"[english]DOTA_Tooltip_ability_holdout_gods_strength_Description"	"<font color='#70EA72'>Sven gains bonus strength and damage.  Upon killing an enemy unit while under the effects of God's Strength, all of Sven's ability cooldowns are reduced.  This effect can occur an unlimited amount of times.</font>"
"DOTA_Tooltip_aura_health_regen"	"Healing Aura"
"[english]DOTA_Tooltip_aura_health_regen"	"Healing Aura"
"DOTA_Tooltip_witch_buff"	"Επιπλέον συχνότητα επίθεσης"
"[english]DOTA_Tooltip_witch_buff"	"Attack Speed Bonus"
"DOTA_Tooltip_ice_blast_slow"	"Ice Blast"
"[english]DOTA_Tooltip_ice_blast_slow"	"Ice Blast Slow"
"DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"[english]DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"DOTA_Tooltip_creature_slithereen_crush_slow"	"Slithereen Crush"
"[english]DOTA_Tooltip_creature_slithereen_crush_slow"	"Stunned"
"npc_dota_creature_worg"	"Worg"
"[english]npc_dota_creature_worg"	"Worg"
"npc_dota_creature_alpha_worg"	"Alpha Worg"
"[english]npc_dota_creature_alpha_worg"	"Alpha Worg"
"npc_dota_creature_wildwing_laborer"	"Tamed Wildwing"
"[english]npc_dota_creature_wildwing_laborer"	"Tamed Wildwing"
"npc_dota_creature_dazzle"	"Acolyte of Dezun"
"[english]npc_dota_creature_dazzle"	"Acolyte of Dezun"
"npc_dota_creature_hellbear"	"Hell Bear"
"[english]npc_dota_creature_hellbear"	"Hellbear"
"npc_dota_creature_nyx_assassin"	"Zealot Scarab"
"[english]npc_dota_creature_nyx_assassin"	"Zealot Scarab"
"npc_dota_creature_morphling_small"	"Lesser Elemental"
"[english]npc_dota_creature_morphling_small"	"Lesser Elemental"
"npc_dota_creature_morphling_big"	"Greater Elemental"
"[english]npc_dota_creature_morphling_big"	"Greater Elemental"
"npc_dota_creature_bonus_chicken"	"Rooster"
"[english]npc_dota_creature_bonus_chicken"	"Rooster"
"npc_dota_creature_warlock_golem"	"Enthralled Golem"
"[english]npc_dota_creature_warlock_golem"	"Enthralled Golem"
"npc_dota_creature_warlock"	"Demon Charmer"
