maps/terrain_previews/dota_winter_preview.vmap_c CRC:0069ee4dec size:42672
maps/terrain_previews/dota_winter_preview/entities/default_ents.vents_c CRC:003f669858 size:42369
maps/terrain_previews/dota_winter_preview/fog_flow_map.vtex_c CRC:000939ae44 size:34628
maps/terrain_previews/dota_winter_preview/fog_opacity_map.vtex_c CRC:00252b3708 size:34644
maps/terrain_previews/dota_winter_preview/water_flow_map.vtex_c CRC:00013c1e5c size:34644
maps/terrain_previews/dota_winter_preview/world.vrman_c CRC:00ab4d9e24 size:590
maps/terrain_previews/dota_winter_preview/world.vwrld_c CRC:001184606e size:2612
maps/terrain_previews/dota_winter_preview/world_visibility.vvis_c CRC:007a1208fa size:664
maps/terrain_previews/dota_winter_preview/worldnodes/node000.vrman_c CRC:003d0a9e25 size:551
maps/terrain_previews/dota_winter_preview/worldnodes/node000.vwnod_c CRC:00c22c889d size:170277
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_base.vmdl_c CRC:004fa25747 size:4004
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_base.vmesh_c CRC:00d0469581 size:9224
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_overlay0.vmdl_c CRC:009970dc12 size:4020
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_overlay0.vmesh_c CRC:00066412a5 size:13840
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_worldspace_texture_blend.vmdl_c CRC:00e508e65f size:4100
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b100_mesh_worldspace_texture_blend.vmesh_c CRC:002027e75e size:9164
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_base.vmdl_c CRC:0059378195 size:4004
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_base.vmesh_c CRC:003501af50 size:27146
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_overlay0.vmdl_c CRC:007a7a6454 size:4020
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_overlay0.vmesh_c CRC:004782c606 size:13306
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_worldspace_texture_blend.vmdl_c CRC:00fbc459b0 size:4100
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b101_mesh_worldspace_texture_blend.vmesh_c CRC:000f6fd5b8 size:16302
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_base.vmdl_c CRC:00e3b0d5b8 size:4004
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_base.vmesh_c CRC:00d9d5b90b size:29090
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_overlay0.vmdl_c CRC:00284f3cd2 size:4020
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_overlay0.vmesh_c CRC:002f60c7e9 size:11902
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_worldspace_texture_blend.vmdl_c CRC:009206ddae size:4100
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b102_mesh_worldspace_texture_blend.vmesh_c CRC:00a551b8b3 size:17192
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_base.vmdl_c CRC:00db4baa5f size:4004
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_base.vmesh_c CRC:0074611141 size:15316
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_overlay0.vmdl_c CRC:0087e8c581 size:4020
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_overlay0.vmesh_c CRC:004aa2b3c2 size:24178
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_worldspace_texture_blend.vmdl_c CRC:0020feba7b size:4100
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b103_mesh_worldspace_texture_blend.vmesh_c CRC:00d6564e1d size:13528
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b105_mesh_base.vmdl_c CRC:00dfa01473 size:4004
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b105_mesh_base.vmesh_c CRC:0082b3a5a8 size:26374
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b105_mesh_overlay0.vmdl_c CRC:0036f9b2cb size:4020
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b105_mesh_overlay0.vmesh_c CRC:0026477f72 size:20584
maps/terrain_previews/dota_winter_preview/worldnodes/node000_layer0_b105_mesh_worldspace_texture_blend.vmdl_c CRC:0084768fba size:4100
